miRNA,scores
hsa-mir-190,-0.7289970207899543
hsa-mir-223,0.538539638191062
hsa-mir-576,0.38739511840052643
hsa-mir-186,0.11045305721983129
hsa-mir-135a-1,0.10101727365971389
hsa-mir-181c,0.04750298287059562
hsa-mir-93,0.041985726854116806
hsa-mir-335,-0.037721207193248445
hsa-mir-182,0.024836112332963352
