,u1_1
0,0.0
1,0.021795059175052773
2,-0.034007218447445295
3,0.023211405848404417
4,0.0028296671334205143
5,0.0305774204320304
6,-0.01106889880611407
7,0.011358121801447005
8,-0.010952139229110178
9,0.03416552871595804
10,-0.001419433584580188
11,0.011434371953292161
12,-0.0038064096003907976
13,0.02013183134102314
14,0.0003966358438040241
15,-0.008126718914843857
16,-0.007416905653340708
17,-0.003393457387680604
18,0.002627025006033239
19,-0.009637386526433344
20,-0.03543534874916358
21,0.005580038885591378
22,-0.012367253540887342
23,-0.0006767781871726599
24,-0.019628363441675883
25,-0.018939932576044802
26,-0.01994955826703925
27,0.01418427149250617
28,0.0075396435124744565
29,0.031303909018821754
30,0.016200570097235304
31,0.020054078472885897
32,-0.02065026456629531
33,0.007582954340585043
34,0.01955880833304844
35,0.0073508917777358514
36,0.01655871092078671
37,-0.012592628970377844
38,-0.015224273569177632
39,-0.0030258358938775464
40,-0.008109264592714946
41,0.019079232667654877
42,-0.011414627108087475
43,0.03060016429306259
44,0.023563619801936043
45,0.01994527385278716
46,0.01959108196400689
47,-0.021391609196065232
48,0.012149651115907977
49,0.02540521246637209
50,-0.01734831087703924
51,0.02484647868232608
52,0.004039611687495967
53,-0.01072360073923191
54,-0.0030903597350294765
55,-0.01690371465925087
56,0.00013166451094531831
57,0.018281528471952052
58,0.015086131507289175
59,-0.0007039889609458987
60,0.027708909098661676
61,0.01806865178827866
62,0.009550293938132472
63,0.010475355440042532
64,0.0007862175786436234
65,0.01775513126830418
66,0.00828318239514978
67,-0.028418521437786975
68,-0.009425247231747412
69,-0.019616160242365788
70,0.028453376011689974
71,0.0016238458067920501
72,0.0012993832038693117
73,0.030009108827765966
74,-0.02751766236052259
75,-0.019576229029594917
76,0.0012013479575633816
77,0.0011048835370808918
78,-0.010621302228971065
79,-0.05598242605300713
80,-0.0058228299422741145
81,-0.0273451940105795
82,0.0057084691568634275
83,-0.03747706907682429
84,-0.025811916395425728
85,0.021851492113787858
86,0.004408949563098202
87,0.03318252788833556
88,0.02592120325892665
89,0.02242032685861298
90,-0.0034675777040563426
91,-0.026388446997342885
92,0.028096165770920802
93,0.028384803963766046
94,-0.010866306028842821
95,0.0031489859920090014
96,-0.012038101954171267
97,0.03162321032754834
98,-0.009513565218429174
99,0.030333313864569424
100,-0.002457482827683152
101,0.008541248453744849
102,-0.0033147101556010713
103,-0.016831738622665893
104,-0.015854431711279246
105,-0.03175428349107951
106,-0.02791863007917293
107,-0.0031504690417353395
