,u1_1
0,0.0006648978265518746
1,0.004881969209943602
2,0.0637542784951068
3,-0.02056964895508171
4,-0.0139573305552405
5,0.010984860366107007
6,0.014468725371522422
7,-0.020859624268466142
8,0.018359258184266758
9,-0.009213443953483363
10,0.01805374956553575
11,0.041864257710160356
12,0.026911186013734337
13,0.015120527442441592
14,0.03642182955662635
15,-0.010307761831793633
16,-0.0206763645598943
17,-0.020956348987493045
18,-0.019466026275139492
19,-0.023639292081373275
20,0.058142683060132316
21,-0.00426016743964816
22,-0.013779934549505608
23,0.015287163935998348
24,-0.00985831775534352
25,-0.008304065668428201
26,-0.020617058472589905
27,-0.012436403912733006
28,-0.015994290264353832
29,-0.026553858259952087
30,0.02649762346874478
31,-0.015270771482332616
32,0.004377593021640428
33,-0.01674274214871386
34,-0.002608945321642579
35,-0.02078992309685029
36,-0.0009023755296415841
37,0.000537095952148432
38,0.0016901567567390225
39,-0.0038769888258288194
40,0.006248163610371716
41,-0.006957579407645548
42,0.001731689732234985
43,0.003278579585236109
44,-0.0037755033232610017
45,-0.021612544629424406
46,0.00493750564152893
47,-0.012834809156142817
48,-0.007318840841692942
49,0.00506178889344508
50,0.011215006126826597
51,0.006767028178333486
52,-0.010053540386830893
53,0.016866408046563842
54,-0.009896222966032457
55,-0.011218445265885486
56,-0.016093326629974675
57,-0.037630248824269776
58,-0.028673401901114042
59,-0.02118761522720547
60,0.016150744645197817
61,0.049166929652253465
62,0.02034508514560195
63,0.03765704700219848
64,-0.011928050581780798
65,-0.026895132447463714
66,-0.04033735662396712
67,-0.010355873795581632
68,0.028455577972303133
69,-0.04107140593854564
70,0.06900747076039962
71,0.085639579555538
72,0.026785846846546547
73,0.0058841626778261364
74,-0.011089269727452795
75,-0.018116033776260542
76,-0.004982893709933896
77,0.017970390636968658
78,-0.0144004850627704
79,-0.0031020053818462596
80,-0.019929093529072857
81,-0.015316400513385104
82,-0.005875657705521298
83,0.015786345107346892
84,0.05088516255852359
85,-0.02271990751329496
86,0.02177913717971159
87,0.013447874078918969
88,-0.02459557167591149
89,-0.012749824117701019
90,-0.007208744872997469
91,-0.007879806235197571
92,-0.02034317283607742
93,-0.03576980336060609
94,-0.02032581657864563
95,-0.009134889992612178
96,-0.010934574624019523
97,-0.009800950904134995
98,-0.002345005330893089
99,-0.011332953329228046
100,-0.020712119135328787
101,0.02919706823985316
102,-0.03657357536034898
103,-0.012810932720502599
104,0.0180510733826559
105,-0.010489713780899657
106,-0.015443494476954742
107,-0.02327788997942299
108,0.029872417357891562
109,0.008665521096911233
110,-0.03672682046180333
111,-0.030188947196565195
112,-0.03119860690088108
113,0.0031336568570413657
114,-0.0005757464847942083
115,0.0010986234657909743
116,-0.01369440353115406
117,0.011600348350923991
118,0.008499831484406308
119,0.022606194803672954
120,0.0036045449527748697
121,-0.02989638629746899
122,-0.013802395501634588
123,-0.015399827560586308
124,-0.04012913151494091
125,-0.023624929239250747
126,-0.01091782432513139
127,-0.018791548980477704
128,0.002691698813764366
129,0.0028428314462903732
130,-0.028842305371658595
131,0.0016511035440968495
132,-0.00968841541860724
133,0.04269902689783677
134,-0.026104218552086365
135,0.015560203889678935
136,0.018397525428542026
137,-0.003846271732935273
138,0.010130579579432423
139,-0.004545217804288881
140,0.011823192076475515
141,0.005855006275038602
142,-0.030208065881406912
143,-0.005214101050553001
144,0.012931284180521262
145,-0.002001991295830211
146,-0.02532439729995658
147,-0.023551839163982825
148,0.04406741127975595
149,-0.002639436563901556
150,-0.039370847086111015
151,0.029720539874992978
152,-0.019282543065095862
153,-0.01687869021658962
154,-0.022114363718958474
155,-0.02504909871718077
156,-0.022236654513095453
157,-0.024259030189951052
158,-0.009970898285608642
159,-0.0011661133587879623
160,0.002041741483171341
161,-0.012009888565614137
162,0.0012379231099706022
163,-0.020030365603053435
164,0.008534210623548606
165,0.009414053462032888
166,-0.019346067602507632
167,-0.002638855547129817
168,-0.0037314124760723716
169,-0.017205525398148614
170,-0.0015049628967476495
171,-0.009412026306529946
172,0.001441986253275041
173,-0.03734060293687786
174,-0.026869281770832188
175,-0.00912788164100619
176,-0.002409776974483526
177,-0.00031925566923079047
178,-0.010550291605981713
179,0.004022022095326892
180,-0.017419874760810118
181,-0.025314949344832634
182,0.00020262938746511713
183,-0.008451790310679793
184,-0.014928205046137415
185,-0.008656375619568233
186,-0.010749595316508428
187,-0.001557131333875413
188,-0.013810327242266806
189,-0.0005383712353580051
190,0.0004959173098350607
191,-0.017043479755861565
192,0.024887119867734925
193,-0.015257086928975648
194,0.029434790097554373
195,0.00011281952132138133
196,0.05246921348747564
197,-0.019135181760608116
198,0.002390545577180788
199,-0.001667631186260234
200,-0.022551636491534657
201,-0.00705272202505291
202,-0.04039784900294899
203,-0.02239156092043626
204,0.0007102422320917445
205,-0.018199277959176176
206,-8.409223834933154e-05
207,-0.027467636784444603
208,-0.02911997265591749
209,-0.032004260570968876
210,0.0045502003031722225
211,0.04578553997586959
212,0.02257156067223895
213,-0.017182118260848388
214,-0.021273816643749704
215,-0.0027288762855424906
216,0.03150207076645235
217,-0.029874591665810236
218,-0.05392408747922552
219,-0.015268265838708675
220,-0.012946687699238658
221,-6.755908501119187e-05
222,-0.021782094717951183
223,-0.009334947485947622
224,0.001438254114179461
225,0.016974192393292967
226,0.016471999431004462
227,-0.02613812579949527
228,-0.012982663314361117
229,0.0012017891891403034
230,-0.016540540425265114
231,-0.02416844629660042
232,-0.020151246873691422
233,0.002743189258463543
234,-0.02856501304311162
235,-0.01943303215430735
236,-0.02350790851666583
237,0.017768278410552354
238,-0.014504443978546324
239,-0.02306903951846019
240,-0.004663712979561762
241,-0.028956055293526524
242,-0.01992919997863661
243,-0.0031341638795363003
244,0.016058536580500136
245,-0.011330533561604345
246,-0.012926096859061133
247,-0.02201245497146497
248,-0.0042768616510171255
249,-0.01862932723110113
250,0.01019389379648786
251,-0.022918283624558958
252,0.014927688394157933
253,-0.03143707792417503
254,0.022264706982294793
255,0.0008033351096061027
256,-0.002888256089870057
257,-0.026397485275710567
258,-0.007722657654730705
259,0.017864508258118306
260,-0.0038300070633833657
261,-0.02172119789888098
262,-0.014894109818762357
263,-0.036443404788622014
264,-0.014939875715201655
265,0.03669537987707158
266,-0.007043219608127043
267,-0.003706811492280905
268,0.016751906224231936
269,0.013586027414909645
270,-0.021432101875449052
271,-0.025211989802014462
272,-0.013226815810363802
273,-0.034805864286110655
274,0.0032236671600114016
275,-0.007031370560614458
276,0.005096520748617799
277,0.0056037854706369175
278,-0.04181869216547247
279,-0.025687183878239952
280,-0.020575609880012936
281,0.034058731845210424
282,-0.031344770192549
283,-0.013267130481998965
284,-0.00825851188925898
285,-0.012639882535035053
286,-0.024051846182034035
287,-0.028470978000034623
288,0.009127973645876796
289,0.0242156246452653
290,-0.005533993512822094
291,-0.0042127528701864465
292,-0.020165406930763095
293,-0.0025351233929405983
294,-0.010380056304072459
295,0.00028610942839690296
296,-0.020659520457655216
297,-0.006327999628142683
298,0.03359382861776762
299,-0.020067195347404882
300,-0.022263010317348966
301,0.0009489700104349613
302,-0.027054940189133257
303,-0.005328870865726782
304,-0.015088197472648491
305,-0.011024066408881032
306,0.0018764174143877392
307,-0.011314183588992959
308,-0.0155724942966789
309,-0.0002596574704378907
310,0.0034357248675498334
311,-0.0169843008037058
312,0.0036158076036845836
313,-0.010715016499461154
314,0.015304719599638743
315,0.01677047663897263
316,-0.0214725350835194
317,0.05075240494002868
318,0.003134759025086683
319,0.0018572393981060367
320,0.010924875242324118
321,-0.030850057407407844
322,0.006994976666300686
323,-0.017462582228914218
324,-0.0018122017353633506
325,-0.018189393788115994
326,-0.023751299110752553
327,-0.007125614456367753
328,-0.0013613174552514974
329,-0.0011319181138743704
330,-0.02499409601792269
331,-0.018393996510943367
332,0.058151869738317506
333,-0.019126042978961682
334,0.004211332217962586
