,u3,u3
0,0.002416515408171688,-0.0061916983844125485
1,0.003612686055581095,0.0008525542847147224
2,0.001908595530358596,-0.0017963237935159984
3,0.013689615299618322,-0.010715617272356107
4,0.021176839965609876,0.03982187087764322
5,-0.000530721953639665,-0.01056710308490014
6,-0.008453331363171423,-0.032174898671033146
7,0.0016803076169068132,0.047084953550917574
8,0.10414540889857415,-0.04580138925868998
9,0.04722326084024959,-0.06006203787924228
10,0.09749851942379212,0.00966412470250158
11,0.06619720921949873,-0.0296585923025284
12,0.045575486181122095,0.009153163990318819
13,0.020815785858015298,-0.07651578653379211
14,0.020619190015176928,0.028189460731269496
15,-0.041913050997859976,0.016075426229925548
16,0.046611310418172465,0.04048914474169908
17,-0.016821418393065547,0.06128863151529624
18,0.01687788583696046,-0.007117327852863849
19,-0.05063594429378397,-0.020323183034822126
20,-0.03957033508009719,-0.03523963020169875
21,-1.7564075194265168e-15,0.0021931341194803408
22,0.01675047365826598,0.014364660315781173
23,-0.029944350541410796,-0.02595672167161811
24,0.08265224872833825,0.04575541641952823
25,0.038981163855010395,-0.0375199688252481
26,-0.0057308299504459075,-0.0023747703593740834
27,0.0007401119447617451,-0.006639076245771831
28,-0.025227177287968233,-0.03334847948972285
29,-0.0032844229041931396,-0.027758973854812102
30,-0.0038361075032615584,-0.017206946135391595
31,-0.05535870697420326,0.05801088331891888
32,0.012482019190043877,0.029749844887659728
33,-0.018187283641701905,-0.05364431291158157
34,-0.05783457435999313,0.043467785353380695
35,0.03984842251198115,-0.075149721601841
36,0.08538368268997085,0.06244279334445657
37,0.03526615198007845,0.0005023047283790084
38,-0.02301334700731765,-0.019524751880364996
39,-0.012441459253820283,-0.02369346830425683
40,0.004154945621979308,0.020116247150129996
41,0.07740443472976263,-0.05179692103634774
42,-0.05227026885602937,0.016408050881417228
43,-0.04241937819404483,0.08448951632677645
44,0.018191776189095437,0.002032183832411793
45,0.03888441630232256,0.003759630038808618
46,0.015426413031852777,-0.023441489738356126
47,0.013922163773466117,-0.03746466677170157
48,-0.012940557857477802,0.006222376673544722
49,-0.014775620027381952,-0.03645676284978288
50,0.007749455010010715,0.03622475995931515
51,0.024845413853135736,0.03920246442921507
52,0.03261094058071961,0.0027850460720130164
53,0.07441947560665103,0.003967914045832335
54,-0.03170185777947332,0.030898932644003604
55,0.03917676994444998,-0.030842859480690366
56,-0.004938375722439507,0.0024889337158951605
57,-0.02036392695545821,0.021579678056426146
58,0.02657758752629755,-0.12360476973009545
59,-0.025900487707629948,-0.04401962387621623
60,0.02909695962122881,-0.0017257470687536576
61,-0.05686679636376521,-0.1049012111178892
62,0.040003166827995075,0.0049557263441744395
63,-0.04573547265725694,0.033675374619874965
64,-0.024819917568098135,-0.023266142200864072
65,0.06609860460191423,0.04992542608852746
66,0.001968808587621815,0.016394631750978158
67,0.0021866072081712837,-0.04726998275414847
68,0.09587943358600674,-0.06224473697119825
69,-0.16299479804519276,-0.01478768261717185
70,-0.03816825807745466,0.0020465011543047656
71,0.0009405505991577002,0.006928932274090114
72,0.020997454351948733,0.024099231367207388
73,0.022216073838079848,0.01596260014578598
74,0.049642333324071225,-0.05235901203461384
75,0.010904749579338504,0.02277097543946155
76,0.0568105187860808,-0.03400680221154837
