"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",0.098365096662474,0.103278414297288,0.172728698921502,-0.180658056532448,0.00412331423051412,0.0447791092413776,0.277938106377491,-0.0234659653682526,-0.0869309658730109,-0.130228438175453,-0.28807442092253,0.00203233246703741,-0.0365898725306224,0.102587767113895,-0.0562052865956286,0.0822633670880886,-0.136759236845226,-0.0375010699919028,0.102103090266868,0.257762610083916,0.22723057671002,-0.162099307368663,-0.0298939699605606,0.220848639484204,0.00101987503211419,0.154395177533064,0.407677720488119,0.204888774831358,-0.440660250205408,0.239398215725114
"2",0.112220808654964,0.120984368387347,-0.356906984480776,0.0527653594608469,0.0224138687445131,0.0823035445028311,0.203336466945342,-0.199933222269565,0.280389831209753,0.0306088956169258,0.274071040834503,0.137314788392753,0.172264452744589,0.400744632510215,0.0645759173364321,0.362148659432731,0.0374584937298641,-0.333652721271596,-0.128749799195192,-0.151282385266352,-0.00141085471984951,0.0209977474182031,0.0940169797101327,0.00451912174239178,-0.0240983372495544,0.0845569950556505,-0.00335640812804838,-0.170166942692109,-0.120188906686488,-0.205552607119339
"3",0.0461003653972786,0.206056740073751,-0.327509264357831,-0.0868508251421527,-0.361454772808907,-0.0209317910239273,0.0332759727337536,-0.00620384008246636,-0.205938758101974,0.0667721922883083,0.125891261256616,-0.205603714861591,0.0506216029705869,0.283575497602136,-0.0887747005689936,0.011648132480402,-0.192526238806615,-0.0064183447774531,-0.399022548573294,-0.0129838085426252,0.204894893002553,-0.122175552822687,0.118444162314557,-0.213304624391138,0.0155385829359061,-0.231874239963302,0.0673942274339145,0.299021873226412,0.212012009158307,-0.0809162443785638
"4",0.224413508017571,-0.0265445696858429,0.107093137891032,0.159629352993097,0.0127204438381134,-0.126984511900264,0.150202120840598,0.073989963812842,-0.0676799060576178,-0.00457424049394031,0.105812431120263,-0.390930177378865,-0.0421393007598322,-0.0145590523034622,-0.0514835055418759,-0.192313185358056,-0.0484659115544159,0.0964774771714522,0.0350368719180153,-0.287781181590392,0.350897996512219,0.0111080561635362,-0.182607982655888,-0.0230826962340526,0.422918562601219,-0.0444798315125072,0.183409445773505,-0.0914677479461681,0.422436359794192,-0.0573107511716214
"5",0.15189343293342,-0.111615386902938,0.123900180379407,0.219672671877659,-0.258266345974136,-0.264624983855074,-0.189539375316341,-0.428211105814164,-0.207522796341105,-0.00499639489282963,0.242062394757293,0.0144039388158498,0.165322495470628,0.222423670365267,-0.2105818733114,-0.0790046585804914,-0.13102017405004,0.0320981020298587,-0.381194950449341,0.133811418375082,-0.0431174376303363,-0.12226592631196,0.234944263657525,-0.139465964421061,0.00187261652157021,0.0219229613139443,-0.117111574902028,0.151995250352673,-0.023609652870427,0.069527705018788
"6",0.0270322073117895,-0.0754837934677408,-0.162445603428239,-0.120887341049892,-0.426171777005058,0.400814577011788,0.0714272411648566,-0.151531236856744,-0.190249482086617,0.173704133562601,-0.0615506608015977,-0.102026564475333,0.0601515422972311,0.0531473469293344,-0.0228738820571839,0.168778408271376,0.0281931492254833,-0.460570813447126,0.0214555199780002,-0.108291212888699,0.152094618263313,-0.170260241020146,0.0144719414296203,-0.00734201563433638,0.148800681415186,0.393048391698674,-0.0235055575857853,0.0086943157951109,0.0267651624514511,-0.103669054241306
"7",0.457442858279506,-0.186088639572487,-0.0565483477352543,0.0519530222190747,0.00631581749551419,-0.0806238326281208,0.0284801942068262,0.116678298478672,0.174942364591635,0.0822794740181807,0.501223729092053,-0.0790011013486715,-0.193273287413439,0.0810343067958005,0.108006270033432,-0.0305150438855452,0.296869026813181,0.164481547551123,0.0515371036078682,0.0941442810427719,-0.170390345507414,0.0409867468200858,-0.220972959730407,0.000583451763187087,-0.0351757290909334,-0.0299189635792632,0.219701538057706,-0.0363489078262111,0.332707841732196,0.096086458626254
"8",0.458281753715115,-0.153938485114189,0.060846313774103,0.138881876829707,0.106428308732611,0.145521460706308,0.0990961961521867,-0.427775743084208,0.188914455252275,-0.0218467336818138,0.135682924055171,0.0589878801789007,0.0900113681174831,-0.111042702577614,-0.0775727335968873,0.029082712605832,-0.0849133234894514,-0.0742329222452388,0.00473488189262527,0.478015579595961,0.0336427301296613,-0.00679214507876951,-0.0818520566521626,0.0797096681762865,-0.181528146644549,-0.147234152985562,0.190037592950289,-0.262653425841969,0.0487046060526177,-0.12266370764062
"9",0.0376388168789989,0.0321930934550211,-0.0914876101749992,-0.0347679949426232,0.0108219812136856,-0.128722160331829,0.0533366927769948,0.078779469740109,-0.0167528788287173,-0.00624229367142562,-0.112086837552583,-0.0142284044728205,0.033821082286291,0.112320395554148,-0.00965292880734451,0.282549442375522,-0.11755648059093,0.345132221211685,-0.455694708349245,-0.545999433396748,-0.00867208293127661,-0.0940095128040638,-0.0403435460734562,-0.419306619907692,0.0939615758677575,0.0381225506082153,-0.0374213072815999,0.124911501392626,0.0411267028346319,-0.0376000550478799
"10",0.00684269946115333,0.104282406479318,-0.24019654572731,-0.490697699234859,0.0520964344953129,0.0197138172449804,0.222366385047487,-0.0175241827412013,0.0775646724135552,-0.0982064406163716,-0.193599764935038,0.190044521437625,-0.23998930611573,-0.136463718573546,0.0620101235428572,-0.209924366013454,-0.033445116206941,-0.201172135875306,0.079809497227498,-0.165201708321117,-0.0377157106812374,0.25951556655679,-0.294301513074599,0.0313966764005068,0.0165362916839196,0.00253493895930286,0.0679921553522189,0.0250326784082346,0.183165907887302,0.391988253915093
"11",0.106489111680814,0.432979146499782,0.117937316132465,0.106205905646716,-0.104239696227508,0.118293108424709,0.00360788743590049,0.0398763589838658,0.0820759168358133,0.00111290379091182,-0.0375084197635002,0.083321084776972,-0.130309378826125,-0.0755254044408863,-0.300408005179353,0.106383183823865,-0.372107679197838,0.13411719303627,-0.0451832344520594,-0.216513947851407,0.144290657975438,-0.0702248192757348,0.463125881906495,-0.175604434421137,-0.0840915294418362,-0.339969668585625,0.05302999960987,0.0854280526670125,-0.00132810408961448,0.0315613524292716
"12",0.00218083311096759,0.015627582179827,0.0058701980906814,0.0251961107403924,0.21982664582402,0.21389626909454,-0.114948816664237,0.0723303876544331,-0.117034709863679,0.124996632783344,0.0393341677932227,-0.133769621923375,-0.0906004587935329,0.00439331287504307,-0.357356800049767,-0.0390532648048084,0.335824321761207,-0.140148805391781,0.116829130245912,-0.0734628149349482,0.173494726545218,0.153621816760771,0.127656832763324,0.00966077916404531,-0.360494121856796,0.108612893203955,0.0409761684218527,0.483300637728162,0.242124918974242,-0.207727961219801
"13",0.0146851986409133,0.0329271536162245,0.116342381799593,-0.0571815522944768,-0.107223351299806,0.389933561496987,-0.0042356563072294,-0.0369166922357096,0.112956989201094,-0.0597054033351699,0.122795002603691,-0.21833506367233,0.173436164463929,0.119873492261436,-0.210374000295216,0.150404259297872,0.0883083709269225,0.0718294610291253,-0.311539679182797,0.0859225038837737,0.149078691644333,0.250631463845221,0.121049321405979,-0.268015429581254,-0.104239487727136,-0.169143813695907,-0.132207652668937,0.318988296840993,-0.39335899984437,0.155580601156384
"14",0.0251917972171381,-0.0614083820312634,-0.15085295745354,0.287035769797291,-0.367502706587173,-0.175510825072823,0.0079159753539338,-0.0155906347045569,-0.143857602666179,-0.226796136659299,0.202167580019155,0.0891835166462198,0.321638667594459,-0.198832569578131,-0.0173235756552581,-0.00256977434375934,0.0723787452495542,0.0137973939010875,-0.0892893625517627,-0.0746838417347055,-0.334573862838811,-0.150517327131076,0.370784104728498,-0.043170528089586,0.182761772165001,0.0348627187992803,-0.0839810866961229,-0.135391021156697,-0.318888402876676,0.0736282320228248
"15",0.395740884357325,0.312251182480556,-0.0867671682970285,-0.0115970383955332,0.0413948969716187,-0.162043599181201,0.104381135687301,-0.102833649760891,-0.0453796421963184,0.362964310318007,0.00372350813214922,0.0620005421601604,-0.338146227584672,-0.0773184693291881,0.0171807942286663,0.095872483430058,-0.043184617113845,0.0684129447890502,-0.0331496013583255,-0.0513505085802781,0.0897423167039953,-0.0156567486548843,-0.0679605587128667,0.0135517471101505,-0.108689061248203,-0.116389060410701,-0.0659558220012273,-0.580235396990882,-0.0653505732068437,0.165165315550126
"16",0.117331652279933,-0.28580528268748,0.425832067860103,0.017682952449205,0.050568400350172,-0.036054040504658,-0.243831004748939,0.171980490040491,0.0510881867868256,0.0995266444585872,0.0561261064609548,-0.231027648474853,-0.160411082649236,-0.14465797179379,0.211791915514538,-0.014773899817318,0.338746649776932,-0.0281138219661466,0.0443433758260616,0.0432535992627956,-0.191423874150421,0.108849463587153,0.198260861642981,0.124236032478799,-0.207062335638197,-0.351852332125529,-0.169606803793338,-0.0387182980546989,-0.13286348735748,0.178998810673917
"17",0.0903607954532194,0.235634899852329,0.17199216026835,-0.342734649664342,0.13948554356094,0.0670247244472308,0.189346545550166,0.0356474968425538,-0.121261403438155,0.0951615048698026,-0.0843138086064995,0.245360781028632,-0.183864824305421,-0.127025733744559,0.0517688455216192,-0.0142963926238228,0.0873265780935098,0.202830046146665,0.0108931498834689,0.233624333088035,0.0568247917887779,0.447939513355927,-0.211688710743425,0.168176344169226,0.13521369214544,0.305676539226363,-0.143170431395133,0.110186437848959,-0.205123003948114,0.131985002267179
"18",0.0104767733754198,-0.151578747945768,0.00704023806138808,-0.0403338629783654,-0.080776853003987,0.237633409550974,0.218187527765126,0.252951055289013,-0.183876390122909,0.419535166710342,0.0190895739930419,0.215151809720715,0.355815574117949,-0.14990779990455,0.221978355674443,0.0915418049531212,-0.165861913172341,0.264411875167284,-0.0889102914541792,0.0594962858528309,-0.00257935507850019,-0.281774087802156,0.172827416869659,-0.216500653591603,-0.00970002674553396,-0.0532034590158977,-0.00480813732499517,-0.0141147984623121,0.26287399880768,0.0135358834434657
"19",0.130696556209009,0.0655982751909386,0.0467099640631771,0.00771950620841836,-0.153034508404393,-0.0153507577393135,-0.0351942066043939,0.395097558415072,-0.0858683223928263,-0.111427326897428,-0.127057526923474,0.131331827198946,0.0337823287708613,-0.0639122353647106,-0.39412217448904,0.188099250634987,0.134461085505821,0.045964089628703,0.215523120054495,-0.173680165006972,-0.16364009592512,0.132082539473079,-0.165737012731918,0.0258146373470684,-0.307934651154259,-0.0593204605061033,-0.232660313349588,0.171292990028926,-0.273229181924344,-0.347306404041933
"20",0.0367763829554782,0.0367435146041873,0.13100981228126,0.0367385367804687,-0.0328855414515862,0.333099133697205,-0.0927744641129616,0.0307566709567522,-0.18174706585919,-0.43107010727835,-0.126060821469193,-0.088999925810081,0.0160044918037272,0.0392027187866541,-0.0894146300683367,0.177574365171703,0.198681921113504,-0.111446678741375,-0.123871399102147,-0.197749794743889,0.500152024871561,-0.130969258548867,-0.29161837766995,-0.0470080443660144,0.0227376808785163,0.0185445403700898,0.0235568794948432,0.187145431344338,-0.0403687836850692,-0.272468886895495
"21",0.106816104437866,0.0423002742389686,0.0782653721666291,0.137824359469228,-0.13781843230506,0.0489011987440514,-0.0374155165858759,0.153420388970805,0.448906772992473,-0.213209268717671,0.358337453719359,0.066426579212629,-0.398752398791028,-0.123752769175293,-0.123776013317168,0.000214933487949492,-0.0641740805841265,0.00355618223616149,0.0160838965088776,0.443877632895412,-0.107512170792813,-0.0508910469235723,0.0833390218130785,-0.0581693791679421,0.0751876085221593,0.0527780932743905,-0.0763290364251301,0.177184665453566,-0.270964731870004,0.0307988483734615
"22",0.203883510557463,0.0198480526742525,-0.17044969665574,0.0758507424691391,-0.2676916831839,0.31426671211405,-0.119134643084276,-0.13939695277911,0.0364012524904174,0.0377466058279643,-0.0417199673181432,0.12626292111409,0.0262323755386139,-0.150062808808085,-0.453459501157072,-0.143208705886136,-0.137694173091841,0.152862982032182,-0.138392157661398,-0.0845463211439807,-0.521204451337429,-0.0673604728720091,0.17725605379935,-0.219998322301099,0.00522974431572188,-0.0545300837736142,0.121094423668033,0.0475877776872773,0.0399024710465644,-0.0570167412106713
"23",0.13938863256757,-0.171323673649152,-0.117562877063993,0.175076641018979,-0.192442386663658,0.0157731081304858,0.0727398334101723,-0.0188281823253016,-0.365488973200817,-0.167955996693454,-0.0834784957251436,-0.0611793438634858,0.0973268304339326,-0.027178158407039,-0.222416342008976,0.0247843429311644,0.118202445018406,0.3861501625166,0.0889901100152237,-0.10516504116477,-0.109544536431869,-0.185661071432036,-0.237074006437918,0.0380329724658131,0.325438916385497,-0.450379917183265,-0.0492525724363665,-0.0953472894669035,0.143539255391622,-0.0629598799832898
"24",0.00347999335929269,-0.113954202674458,-0.148108110035764,0.00521926521184586,0.118351172803195,-0.0366136584443243,0.178434309237599,0.0623379659529798,-0.0920656111638957,0.0462401250017123,0.216808901019483,-0.201307463048062,-0.0149157170642143,0.0489564930265852,0.11033786943115,0.418263091949761,-0.133124328259835,0.156969997584664,-0.168905615783232,-0.0104438352221255,0.141721625078396,0.0203270601968904,-0.370981756486334,-0.082308000591225,0.117826245172163,0.326587393373532,0.0922316479172593,-0.0345417607657261,-0.240897686528776,0.449343981093961
"25",0.0158617416174413,0.204738948849866,-0.0525436591369707,-0.0798121048717502,-0.00974405831071168,0.22520819791021,0.118931012983658,0.149128253115009,0.0902408905415384,-0.0529890741288946,0.38680001001521,0.011567745965387,0.146675176168643,-0.0166031051573042,-0.0257384418320883,0.399549744725672,-0.0822179990458034,0.185984418949304,0.169052155058533,-0.443966470960869,0.0255401029606616,0.0191411008503108,0.000991650445017749,0.0545022832981352,-0.14620248665184,-0.328515229276531,0.333161064972117,0.0808838154253224,0.0223923964702355,-0.0186721688232687
