-1.957053436187269208e-02,3.720700253303485527e-02,5.682699355244457545e-02,-6.419941790736910514e-02,-2.528581155388644457e-03,-7.909914682341059877e-02,-4.388858636705258304e-02,-4.878708214636522794e-02,-2.284262400827925116e-02,-4.523873691834246619e-02,1.903830987494423838e-02,-2.318156487758286227e-02,4.996983154102316305e-02,-6.545418276805764490e-02,-5.109422920047956840e-02,-3.202868057888264008e-02,2.838480078530839640e-02,-1.709812846065110123e-02,2.060065807667109741e-02,8.038586126134208976e-02,7.376856152050501048e-02,3.613794229209844194e-02,-6.662823827968385182e-02,4.324137685321109009e-02,1.501886389847556166e-02,5.798568812886145153e-03,2.937597142801241009e-03,5.080339029970332848e-02,-2.839906703726963189e-02,8.991904244623857845e-02
-2.211167997964159915e-02,-1.785745630438649936e-02,-1.317140397023987969e-02,-1.899407976099086459e-02,3.450205357615740431e-02,9.254235329091448081e-02,-9.827732291522406349e-02,-5.069570587965015890e-02,4.394202338783714671e-04,8.090872819596278687e-02,1.090130165491164614e-02,-3.178268674064903265e-02,-3.466363847479505406e-02,-5.548814713900435125e-02,-8.181068341067103053e-03,-6.824703997712448789e-02,2.000652384240296598e-03,-3.743586258854278426e-02,1.042458403587686183e-01,-1.006283712953256505e-02,-1.180939237193927467e-02,5.934169577520149313e-02,3.521925850181611972e-02,3.394451049190848335e-02,6.480208021097612348e-02,-5.419694930217742318e-02,-2.827762298449074119e-02,4.872988890218783731e-02,-5.101713782008907190e-03,-1.223175935458788079e-03
9.204052293256633280e-03,8.151695184717579201e-02,1.949636918260928484e-02,2.021273507441355075e-03,-3.990370834461296617e-02,1.227674454163900017e-02,-2.847836419331094618e-02,1.074561285381164522e-01,6.767575178636636712e-02,-9.446287137348842455e-02,-2.529006162330886456e-03,-7.039137442241002497e-03,-1.277201615191386232e-02,-6.104034047922898137e-02,6.631938600784618651e-03,4.071990947670610372e-02,-5.337671317955385714e-02,-5.227892134870772145e-02,2.311023582813124394e-02,-4.834863480727421420e-02,-2.737070619058470586e-02,-1.842684966324613718e-02,-4.713480640379751757e-03,4.058894354620538880e-02,5.318306221184630755e-02,1.227727277614940569e-02,-1.357774835394839896e-02,2.625151700829817317e-02,-6.518727710690714813e-03,-3.157292510321361989e-02
-8.390034872310813199e-03,4.310202249123212814e-02,3.888405201237115499e-02,-2.923859300574668807e-02,-2.083194696596295942e-02,5.597630226821579541e-02,1.517138717798642480e-03,5.683706910467680590e-03,-2.115221337216554448e-02,2.148003113256299890e-02,-2.660915794171286181e-02,-5.677004754335429615e-02,2.311062392331693707e-02,-5.360507667679908356e-02,2.349895054182531487e-02,3.390754635811112777e-02,-5.832779907967054756e-02,-6.676398819063633638e-02,-9.031400429114190553e-02,-3.741295562065567043e-02,-4.809340017966478448e-02,-9.754674427205079976e-03,4.452661150972409693e-02,5.014597893708512555e-02,6.649291104678967113e-02,3.979715937883097215e-02,3.457452030363857010e-02,-1.433113023281864899e-02,2.670372304025179014e-02,3.219374382762311276e-02
2.503871389269188633e-02,-2.364921451966738725e-02,-7.171132319752740458e-02,5.251544205169911272e-02,-1.058459024336214083e-02,5.457795779076101556e-02,-7.360828225477146318e-03,2.991060899127100797e-02,2.233032190028426400e-02,-5.809576653989999284e-02,-1.133927949293737567e-02,-3.560668692997008555e-02,4.684933613535394864e-02,3.444022173825474903e-02,-1.646915010420779008e-02,1.720557776040811462e-02,4.277193881010055848e-02,-3.529918984260117798e-02,-1.031114227818924339e-01,-5.009949145579922769e-02,-2.514521171583379913e-02,-3.664325315969863689e-02,-3.929666885457819324e-04,2.802398639683077036e-02,-2.991130814843499103e-02,3.580688948265712407e-02,4.701610268179457625e-02,1.796676387816195999e-02,3.383364851399307122e-02,2.713217302159318806e-02
3.555413122492664946e-02,-2.248764715616333176e-02,1.175340850299421008e-01,3.034015187418068193e-02,-6.382585698136998553e-02,-1.394537672883192948e-02,-4.578143221527049972e-02,6.364021060431512833e-02,-1.052308774405258038e-02,-3.557680302472745332e-02,2.598676948082044233e-02,-3.919166134953345343e-02,9.127793177248931175e-03,4.355097708071561241e-02,6.442746132147350591e-02,-7.300982265292121909e-02,7.351996810730977716e-02,-2.422237152772733527e-03,-3.657947919256062524e-02,1.475553224284328890e-02,3.099345168135538009e-02,2.996705786494032256e-02,-1.181280678058951872e-01,1.907156923279027666e-02,-3.698501536470011342e-02,1.201758880310060083e-02,-5.335307388737350887e-02,4.496094784885222868e-06,1.347277024166590627e-02,-3.215445280624089353e-02
-1.508190043610701039e-02,-9.568656067590771558e-03,8.175599097122722425e-02,-1.126207271521779962e-02,-4.511565107184811046e-02,-4.846610915890587484e-02,7.843197383389739763e-02,9.886623310095957184e-02,2.210471824318319643e-03,-7.042547626481446277e-03,-6.130027564066358597e-02,-3.539077490659695013e-02,8.285501322463036111e-02,-3.140824930685606753e-02,1.277091794075812907e-02,-7.302697589611092943e-02,9.252689113150969202e-03,-2.558763111433644960e-02,3.990057104246415298e-02,-8.293849497030260365e-02,2.778331800164843962e-02,-9.954621887702443106e-03,-6.130748437663485068e-02,-5.532334293748926088e-03,1.340169534257989147e-02,1.041027658720706899e-02,-1.901634216133646360e-02,8.860224205717850965e-02,-9.799042813177843633e-04,-3.261367128261937354e-03
1.753126411587255587e-02,-4.858009491509990285e-02,1.486353440643548192e-02,-1.539396301724225806e-02,5.610684492834335652e-02,1.746803848160722802e-02,5.079608301584998681e-02,-3.162009363861851413e-02,4.535410191925083601e-02,7.140954446098768393e-02,-1.115688157872655323e-01,1.945052805581811177e-03,8.786872084044713288e-03,2.598948187151076117e-02,-5.213318006784312120e-02,-3.330092344500287793e-02,-1.320036313505998024e-02,-1.680236567928696033e-04,6.020835355544775641e-02,1.809583681118298940e-02,-3.266188414062036471e-02,-3.424568804369538394e-02,-3.988556012146760900e-03,-6.704001838135269231e-02,-1.271556109740185764e-02,5.704320244021527514e-02,-1.383022010837182264e-02,5.672445467063612530e-03,8.609264462363219739e-02,-6.691591554051223856e-02
1.321909194185544589e-01,1.120109461958795037e-02,6.249948778453736503e-02,3.791781981502944515e-02,-3.807446422274268771e-02,8.917901860861455685e-03,-2.840190455876235101e-02,5.330495427281200203e-03,-3.109364320873099236e-03,5.049742549688846643e-02,-4.585381106440067356e-02,-8.669185748902115060e-03,-8.782820039610199359e-02,-3.998472871161522224e-02,9.650457313565816847e-03,2.054403458865513513e-03,2.345232609162962306e-02,-3.170203082169447545e-02,2.259373298507943301e-02,-1.593917684342382665e-02,-3.309268368605668142e-02,2.107817043053068426e-02,-1.520674494168546519e-02,3.939194006171545075e-03,-5.534499159987465305e-02,1.855670354237371963e-02,1.583542985156111485e-02,-1.072483517168286785e-02,1.930374840318120969e-02,-3.108718841788287932e-02
9.779858348409961252e-03,-3.454773372847259969e-03,1.857438052526816721e-02,-9.155840113879367900e-03,7.034976879790604161e-03,5.770062190743274061e-02,-8.456097755446671804e-02,1.196602748555878476e-02,1.797579794546562328e-03,-7.077328584723264517e-03,2.058202287988185678e-02,1.083852194934864163e-02,2.308681452276578269e-02,-6.682567671107668417e-02,2.645795399721279084e-02,4.654580056874629314e-03,9.005325516604420488e-03,2.302068427123617894e-02,-9.376029246655497376e-03,-7.770880976549068364e-04,-6.422625656964180141e-02,3.488961331833404650e-02,-1.437285816331675646e-02,-6.893167391194500448e-02,3.469119950665024241e-03,-1.572399853773166767e-02,1.078285017444978976e-02,9.308965821572180721e-02,-2.416482562549459017e-03,-1.983160636761340315e-02
