"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0.424197268551135,0.431658620501579,-0.431421668668773,-0.438642216895605,0.426308008948451,0.0270151290326348,-0.0197717837169283,-0.037675730059217,-0.0545177624493674,-0.0487636421828397,0.0202800054427712,-0.0266271800459418,-0.0446282631146787,0.0439645240752383,0.0971844876521818,0.0749967251433506,0.0484293536885645,0.0218351311642954,-0.0308083450507099,0.0713978493137369,0.0678898163364295,-0.0326083806891356,-0.0475417158801173,0.0553033592704352,0.113081469090232,0.00927206162502505,0.0932091952547252,-0.0546936211016649,0.0299613859703389,0.0119360867525825
0.441527412631451,-0.423398490758818,0.437957335187045,0.446426223725984,-0.418926428191149,0.0296210070242003,-0.0773424479493726,-0.0594987229703489,0.0857329457350966,0.0716394969225547,0.0905275336547483,0.00831567648189137,0.0379977967712219,0.0220829484603325,-0.0159188030324622,-0.0153980933494323,-0.0158190949504876,0.00714998669471639,0.0696014441971181,-0.0207517798766912,-0.101523320901689,0.0213758150497312,-0.0360341543066545,-0.0655948319280205,-0.0349013434435204,-0.02910789207884,0.0191638794788558,0.0087220704067161,0.0324421927522108,0.0106864348516398
0.432802613796093,0.414499894010072,0.447327787181791,-0.44017103563729,0.446300214395684,-0.0182964137622435,0.0328471561986835,0.00987089758052856,0.0148475926208231,0.0300203569548583,0.00738361950700729,0.00145461088982527,0.0939187782222855,0.0260255386100081,-0.0518679715723223,-0.0444600117800085,0.0212360794862899,-0.0535964153019837,0.111009488376471,0.000214605816919416,-0.0090413551988238,-0.00170009182152105,0.0759644078366136,0.013402252106527,0.0652426651478524,-0.0118443759843253,0.0457865111587923,-0.047043864681272,-0.01925046976615,-0.0149040763042988
0.430590080076831,-0.437830845104994,-0.419763191190394,-0.430181147167919,0.431159168998337,0.0184937438676255,-0.0403358605808818,-0.0224859088837837,0.0865118590507949,0.00871795503741599,-0.0234100550510183,-0.0140658355223141,0.0263144975862814,-0.00941892009002423,-0.031356716626006,0.037175275504954,-0.140623710565608,0.000240241406958788,0.0869418640425974,0.0548378840757012,0.0529606080234466,-0.0635594110062742,-0.0344642760361695,0.0217897456479925,-0.0522395472214299,-0.0509967106258778,0.0361092311914105,0.0621549600799541,0.101848986604085,-0.0457777085211066
0.425774149378872,0.429427725513049,-0.410044078297605,-0.413787295688631,0.434956970475083,-0.00185080209286614,-0.0803567763258404,0.0934596053163389,-0.00823271088928342,-0.00886994231411776,-0.0872812420474376,-0.0510347878183698,-0.0255181635937532,-0.00206821004712512,-0.00228573971971946,0.05756965975968,0.121281798886004,0.0541591298565802,-0.00923208949769243,0.054871371359839,0.0475923001898806,-0.132860963212032,0.10345402052601,0.0290983016158322,0.0972136258676387,-0.0301318223435458,0.06070953527651,0.0579786035989008,-0.0228803771769257,0.0780453699754244
0.422017454759686,0.437328448143236,-0.43127682912515,-0.441924560180244,-0.433579734686856,0.0580944669970744,-0.020830433794696,-0.0441434252670738,-0.0372152909292846,0.0677065574362923,-0.0778401651808525,-0.00268172585680993,-0.0633556740395263,-0.0151276344958828,0.0186526404800811,0.0557794043496495,0.0155809981817058,-0.0146477981136612,0.0021282366546443,0.103627106734027,-0.0298197008851216,-0.00150425851606697,-0.000821452194430103,0.0469353501361237,0.0192257798309456,-0.0386285944821762,0.0761146702755659,-0.0431143219357382,0.0546506062964741,0.0952123856583644
0.429980306165614,0.426772298132372,0.438865879415372,-0.419174523097627,-0.428884001160433,0.0239415813514363,-0.100795247069221,-0.0372831529511859,-0.106943339648435,0.0109147983043793,0.0213142264300102,0.0692696106744443,0.0111430160458668,0.059712771017282,0.0244957410264186,-0.0244113048393189,-0.0459652673500169,-0.0145390107012103,0.00881579333264108,-0.0957023442593423,0.0580487174096076,0.00928612233485401,-0.0766774447724272,0.00350639714652601,-0.0813926275774182,0.0212539828892695,0.014365661675993,-0.100907617371055,-0.0804211667047297,0.0455175486459403
0.437085547247782,-0.426786430550257,-0.44497083756674,0.437413074584892,-0.434233855938057,0.00556358499488274,0.0338691382048636,-0.00972202615305799,0.00461687189779178,0.126269361577562,-0.0845172991480552,0.0281164774985421,-0.0321116442757936,-0.0673661632958179,-0.0201761163658823,0.0163757178224621,0.042956270544602,-0.0438988268249669,0.0435267962367207,0.0450918855447021,-0.0171229795372025,0.065692233058048,0.0466011792472979,0.0303680180596893,-0.00229845387989963,-0.000945556752037342,0.00756901637473006,-0.0409880162805332,-0.0133040362717553,-0.0134860764737406
0.434639837671659,-0.425907057949614,-0.438361097467295,-0.4303490026784,0.421830277412209,-0.0379641051806969,-0.04041029366432,-0.00206814246665075,-0.0227789505523889,0.0363204647137403,-0.0298362457759001,0.0792512435315126,-0.0174436975796162,0.0476689892147956,0.0118242386151128,-0.116109848709105,-0.0136946355541118,-0.0613224589590042,0.0413611832031606,0.00677194192504348,0.060720806722855,-0.0213028003192668,-0.10847355118939,0.103944539533703,-0.0143330198601296,-0.094401973746229,0.00251603209216759,0.0161455897722466,-0.0655484239768349,0.0026894777451847
0.440814966993609,0.438277228882452,-0.426268769251562,0.41822031981989,-0.440752918373983,0.0172499036721793,0.0524845328832921,-0.0509117311943602,0.0371203595056157,-0.00621188369267072,0.0398570227598148,-0.0225136111556565,0.0415812004064665,-0.0199486547182071,-0.068191116387358,0.00468576257287651,0.0377867681208754,0.069328633250746,-0.0209638416761336,0.0428703521634297,0.0639957883191108,0.0386573501235297,0.000848394391711947,-0.0797982155637317,0.0352803846936378,-0.00914715431908694,-0.0289467580612426,-0.136938167336983,0.0674286129522652,0.0287885732576912
