,u2_1
0,0.0
1,-0.010721647405838766
2,-0.016977433124250166
3,-1.0408340855860843e-16
4,8.326672684688674e-17
5,0.02777342314035841
6,-1.1102230246251565e-16
7,0.014834336896376143
8,-0.01795031428216398
9,-5.551115123125783e-17
10,-1.3877787807814457e-17
11,-0.03874706937510698
12,0.008988227034802065
13,-0.060987268915633296
14,0.016734906665502248
15,0.0
16,1.6940658945086007e-21
17,4.235164736271502e-22
18,2.117582368135751e-22
19,0.0
20,0.0
21,-0.029173317184401457
22,2.5849394142282115e-26
23,3.2311742677852644e-27
24,0.01751481663624316
25,2.524354896707238e-29
26,0.002148831716964087
27,0.0002792788857355488
28,0.0
29,0.020265379982168995
30,0.0
31,0.0
32,-6.018531076210112e-36
33,-3.76158192263132e-37
34,-0.020256921614836908
35,-0.0027604496776363523
36,0.004933249850691274
37,0.0026926667769948086
38,-0.03470876573685451
39,-0.0036204020926821384
40,0.004348369137623935
41,0.01467150190051163
42,7.006492321624085e-46
43,-7.006492321624085e-46
44,6.56858655152258e-47
45,0.0167229748827658
46,1.7516230804060213e-46
47,-0.0005563504981743006
48,1.7516230804060213e-46
49,0.03356090087249645
50,0.03413631717387814
51,0.0
52,0.005574766757282384
53,-0.034540489819126594
54,0.0
55,0.0
56,0.0
57,0.0
58,-0.02337450977989704
59,-0.014128206812726802
60,0.0018891742433603186
61,0.018282937802981427
62,0.0
63,0.0
64,0.0
65,0.0
66,-0.020563049382897238
67,0.029677379004475594
68,0.0
69,0.0
70,0.0
71,-0.016448296555113935
72,0.028638162367476194
73,0.0
74,0.03025009002572587
75,0.011405483941252448
76,0.0
77,0.0
78,0.0005844800286812704
79,0.0
80,-0.028801359750822056
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.01616240453134575
91,-0.02542412416348753
92,-0.08272380751704057
93,0.018611449668486872
94,-0.03476373348557272
95,0.029853313653157656
96,0.028079248721674395
97,0.022436963757685575
98,0.0
99,0.015604396022158698
100,0.0014121920323074118
101,0.0
102,0.0
103,-0.019238510973009895
104,0.0
105,0.0
106,0.02971927041485473
107,0.0
108,0.028873883255794385
