,0
1037,1.8094328166994846e-13
1038,1.8110968898294525e-13
1039,1.8117915580717416e-13
1040,1.8120252693679152e-13
1041,1.8177378317570606e-13
1042,1.8246541715842694e-13
1043,1.832307789532005e-13
1044,1.832979436976918e-13
1045,1.842683641134575e-13
1046,1.8451310720457773e-13
1047,1.8456222855599517e-13
1048,1.8549873376768143e-13
1049,1.8572798500464747e-13
1050,1.8597554431447305e-13
1051,1.861691910019557e-13
1052,1.8620360316007004e-13
1053,1.8626916620771557e-13
1054,1.8639590261677428e-13
1055,1.8656766799353212e-13
1056,1.867094966715309e-13
1057,1.8700589854283404e-13
1058,1.8737124082296064e-13
1059,1.8748025434527126e-13
1060,1.8766695494075975e-13
1061,1.879687190849592e-13
1062,1.8832573477877988e-13
1063,1.8854585200983123e-13
1064,1.889409933187045e-13
1065,1.8915212557706513e-13
1066,1.892021529700235e-13
1067,1.8968221293517197e-13
1068,1.900742486997372e-13
1069,1.9007487077250719e-13
1070,1.9017064946670108e-13
1071,1.9039557905927276e-13
1072,1.9050901290588713e-13
1073,1.905560421209581e-13
1074,1.9063431293526851e-13
1075,1.9069620438303343e-13
1076,1.911105609146812e-13
1077,1.913481528340858e-13
1078,1.914140435363175e-13
1079,1.9370179079586944e-13
1080,1.937901845848753e-13
1081,1.9400906219740085e-13
1082,1.9414898806741632e-13
1083,1.9421274795969095e-13
1084,1.942756657959805e-13
1085,1.9458873555023209e-13
1086,1.9469594718936352e-13
1087,1.9470287588648158e-13
1088,1.9501500403340105e-13
1089,1.9558137834813288e-13
1090,1.9580447367848834e-13
1091,1.9608366354763437e-13
1092,1.96644013939591e-13
1093,1.9692784948851907e-13
1094,1.9751001881534257e-13
1095,1.9754116436243683e-13
1096,1.975489671022943e-13
1097,1.9784573674863447e-13
1098,1.983718737297922e-13
1099,1.9881208278804355e-13
1100,1.9998056654210977e-13
1101,2.003557598453461e-13
1102,2.007414249727003e-13
1103,2.00789564323173e-13
1104,2.0117057592162296e-13
1105,2.0141061206619567e-13
1106,2.0143732535887574e-13
1107,2.016793642450482e-13
1108,2.0192890847490552e-13
1109,2.0215559019508148e-13
1110,2.024048643649311e-13
1111,2.026237360603847e-13
1112,2.0270701789896166e-13
1113,2.031397072288878e-13
1114,2.041026115907772e-13
1115,2.0423516627226396e-13
1116,2.0504202006715422e-13
1117,2.056756463465066e-13
1118,2.060217768613267e-13
1119,2.0625236653250075e-13
1120,2.0673245476887954e-13
1121,2.0683837890747984e-13
1122,2.0687116520193962e-13
1123,2.0749952217393504e-13
1124,2.0764587720528078e-13
1125,2.078294394114806e-13
1126,2.079428111707222e-13
1127,2.083686233167479e-13
1128,2.0874240915233443e-13
1129,2.0904262214536102e-13
1130,2.0917671345445424e-13
1131,2.0950395377971308e-13
1132,2.0957659880213048e-13
1133,2.100458584451602e-13
1134,2.1098376447476936e-13
1135,2.113562053460182e-13
1136,2.1153001739948065e-13
1137,2.1186586005320845e-13
1138,2.1195656120376514e-13
1139,2.120183250717965e-13
1140,2.1202376778819084e-13
1141,2.1276297622341534e-13
1142,2.1303035319100472e-13
1143,2.130911048877381e-13
1144,2.132300266132094e-13
1145,2.136986497275999e-13
1146,2.1375340773068649e-13
1147,2.1411880881881123e-13
1148,2.1431091585728788e-13
1149,2.1550345762184604e-13
1150,2.1620572451991208e-13
1151,2.1634979792002236e-13
1152,2.167799216138712e-13
1153,2.1680274205282308e-13
1154,2.1693480138734288e-13
1155,2.1741380103658307e-13
1156,2.1748402609420107e-13
1157,2.176173319715468e-13
1158,2.1776366554720087e-13
1159,2.1831909399453616e-13
1160,2.1893387800911883e-13
1161,2.1958607158513846e-13
1162,2.2020269177962685e-13
1163,2.2054867323029491e-13
1164,2.2079790323891937e-13
1165,2.2085336113108925e-13
1166,2.208618568522954e-13
1167,2.2119977552004074e-13
1168,2.2120161792742203e-13
1169,2.2136994178828931e-13
1170,2.219071627192914e-13
1171,2.2206451460786284e-13
1172,2.2300256257533932e-13
1173,2.2329025809949378e-13
1174,2.2378925364361366e-13
1175,2.2460650383449631e-13
1176,2.2474749392403394e-13
1177,2.2504072183547022e-13
1178,2.257066161325757e-13
1179,2.257554225211658e-13
1180,2.2613690005411274e-13
1181,2.2619619272353e-13
1182,2.2655362123506737e-13
1183,2.2671315466372038e-13
1184,2.2687652176503685e-13
1185,2.2717359245562288e-13
1186,2.280621514769867e-13
1187,2.2861431218366106e-13
1188,2.287259878174622e-13
1189,2.292543692592103e-13
1190,2.292744804401602e-13
1191,2.293211288958166e-13
1192,2.295218515588954e-13
1193,2.301061929361165e-13
1194,2.3016867936973634e-13
1195,2.3022909608700637e-13
1196,2.3026168835244707e-13
1197,2.310771897309174e-13
1198,2.314914558892577e-13
1199,2.31812376170319e-13
1200,2.322566485786627e-13
1201,2.3226880207825094e-13
1202,2.325735544955427e-13
1203,2.3259627475730444e-13
1204,2.326717976410984e-13
1205,2.3318294190445656e-13
1206,2.3374328841472226e-13
1207,2.3386978074039537e-13
1208,2.339874984904075e-13
1209,2.3462129326677784e-13
1210,2.351670180951459e-13
1211,2.3542781544434276e-13
1212,2.358183630609598e-13
1213,2.3622402943764534e-13
1214,2.3662926520757384e-13
1215,2.3691535929603647e-13
1216,2.372669451560888e-13
1217,2.3759899765191696e-13
1218,2.377216051655384e-13
1219,2.3787360923701607e-13
1220,2.379345018786965e-13
1221,2.3841904464243606e-13
1222,2.386892968813041e-13
1223,2.3934326236525845e-13
1224,2.4007644743192746e-13
1225,2.402407084282904e-13
1226,2.40281126682301e-13
1227,2.4057684708502064e-13
1228,2.4059430099733924e-13
1229,2.408285080365451e-13
1230,2.4228691763273194e-13
1231,2.4266249973026306e-13
1232,2.435612439668399e-13
1233,2.435865678128901e-13
1234,2.436035022873207e-13
1235,2.4398026345116924e-13
1236,2.454004297822172e-13
1237,2.456261948618127e-13
1238,2.4620054066678495e-13
1239,2.4631435313463983e-13
1240,2.470908550567426e-13
1241,2.477362365053092e-13
1242,2.480251523732794e-13
1243,2.4805875468589784e-13
1244,2.483388350720499e-13
1245,2.4834817949706535e-13
1246,2.4860656897791474e-13
1247,2.4870168544386437e-13
1248,2.4962066672754126e-13
1249,2.502487597299121e-13
1250,2.503790546475173e-13
1251,2.5050615883592504e-13
1252,2.5068700345011293e-13
1253,2.511881763988555e-13
1254,2.519171482869876e-13
1255,2.529022849617243e-13
1256,2.532644047669091e-13
1257,2.5367657254438124e-13
1258,2.540307523195496e-13
1259,2.5511392120245774e-13
1260,2.55250161505954e-13
1261,2.559784680994937e-13
1262,2.5618033133303463e-13
1263,2.562193822074637e-13
1264,2.5644033256387134e-13
1265,2.564597737431784e-13
1266,2.5682576264593806e-13
1267,2.5759654175750563e-13
1268,2.5857103147746383e-13
1269,2.585983985213346e-13
1270,2.586635343813692e-13
1271,2.587947181712522e-13
1272,2.587957105559126e-13
1273,2.588654203308076e-13
1274,2.5903380227737114e-13
1275,2.591980300572344e-13
1276,2.5976753571766267e-13
1277,2.598168653642636e-13
1278,2.605531726250806e-13
1279,2.6144656144976845e-13
1280,2.6157214433007584e-13
1281,2.616049560526729e-13
1282,2.616630779804573e-13
1283,2.6303474037086244e-13
1284,2.6324539711135816e-13
1285,2.6358340987846716e-13
1286,2.6375714436266037e-13
1287,2.640165817162829e-13
1288,2.6423903173545696e-13
1289,2.6451212188216156e-13
1290,2.649945354486244e-13
1291,2.6549790714772026e-13
1292,2.6590856353437134e-13
1293,2.6620775545642804e-13
1294,2.680349972183167e-13
1295,2.6913568630536433e-13
1296,2.6970525576868676e-13
1297,2.698007485969643e-13
1298,2.698968228646473e-13
1299,2.6990850337223406e-13
1300,2.7002561106124893e-13
1301,2.71452480480872e-13
1302,2.7146983702360416e-13
1303,2.719639942922795e-13
1304,2.7230908048555254e-13
1305,2.726010015045048e-13
1306,2.737287665333434e-13
1307,2.738192729215339e-13
1308,2.7407844265055594e-13
1309,2.7497888406808683e-13
1310,2.750060575336783e-13
1311,2.7503305098041404e-13
1312,2.7534702356229964e-13
1313,2.7577971372375126e-13
1314,2.7593165339752326e-13
1315,2.765478490466619e-13
1316,2.77040950836776e-13
1317,2.7711349544757653e-13
1318,2.7718359921638177e-13
1319,2.77337044406869e-13
1320,2.7751966140404023e-13
1321,2.775999629854341e-13
1322,2.785328526654174e-13
1323,2.78792997479134e-13
1324,2.805143295211631e-13
1325,2.807306518302471e-13
1326,2.815018416993024e-13
1327,2.819657393087817e-13
1328,2.8220016752663713e-13
1329,2.825544577998051e-13
1330,2.835869832347116e-13
1331,2.84571522496238e-13
1332,2.8474311918887e-13
1333,2.8519144477220606e-13
1334,2.855593196848067e-13
1335,2.8581187090677756e-13
1336,2.8595543295895067e-13
1337,2.862068189159912e-13
1338,2.863767446729188e-13
1339,2.8717236737458517e-13
1340,2.880139662377784e-13
1341,2.883211125160083e-13
1342,2.9002607780293456e-13
1343,2.902166238872571e-13
1344,2.90852987285638e-13
1345,2.911522423810751e-13
1346,2.9184467370050256e-13
1347,2.9190207417510326e-13
1348,2.9190665989028274e-13
1349,2.920716117957527e-13
1350,2.9299157174785657e-13
1351,2.9301543137336425e-13
1352,2.9325111845969477e-13
1353,2.939708812823411e-13
1354,2.9429695061744663e-13
1355,2.946835395624415e-13
1356,2.950591814344695e-13
1357,2.9510326798126855e-13
1358,2.9555582925438267e-13
1359,2.9563055907702605e-13
1360,2.9571805063804293e-13
1361,2.964410937877777e-13
1362,2.970589965085164e-13
1363,2.973387814520965e-13
1364,2.974764003017227e-13
1365,2.989102549107383e-13
1366,2.9912650662667324e-13
1367,2.9915058902656336e-13
1368,2.994352414499813e-13
1369,2.9948638781826133e-13
1370,2.9958402634000894e-13
1371,2.9985188375809316e-13
1372,3.0104882835139065e-13
1373,3.019820358747328e-13
1374,3.021546212069537e-13
1375,3.0268605564544845e-13
1376,3.028815418342895e-13
1377,3.0384184917977187e-13
1378,3.040102523040572e-13
1379,3.040382899381114e-13
1380,3.0512285850799057e-13
1381,3.0522060557459495e-13
1382,3.054076115703318e-13
1383,3.0654684561190504e-13
1384,3.0667605022446806e-13
1385,3.096566841528778e-13
1386,3.098432608593461e-13
1387,3.1020148071947443e-13
1388,3.112811244818318e-13
1389,3.115988672992229e-13
1390,3.124086694318474e-13
1391,3.1279279469541894e-13
1392,3.130710921069506e-13
1393,3.1410521377184217e-13
1394,3.1449140759253096e-13
1395,3.145833927493866e-13
1396,3.15092685377412e-13
1397,3.153675925560851e-13
1398,3.156502336343391e-13
1399,3.1617034478468274e-13
1400,3.164889971006527e-13
1401,3.165847983889396e-13
1402,3.1664600238054334e-13
1403,3.168803348451934e-13
1404,3.170716470785781e-13
1405,3.170775878896169e-13
1406,3.172640752500801e-13
1407,3.172863346605248e-13
1408,3.175535395911118e-13
1409,3.1854294518239375e-13
1410,3.186838015279886e-13
1411,3.1880148017904815e-13
1412,3.206473074795895e-13
1413,3.214962539009957e-13
1414,3.2282464372968524e-13
1415,3.229766041993968e-13
1416,3.23638820938519e-13
1417,3.2413069850468485e-13
1418,3.241559709567354e-13
1419,3.241630542435153e-13
1420,3.246598742088812e-13
1421,3.254836256498761e-13
1422,3.2573720315488774e-13
1423,3.2658456753587745e-13
1424,3.2687932989557993e-13
1425,3.2806713066317154e-13
1426,3.286204754053062e-13
1427,3.29848955952602e-13
1428,3.3000108385963384e-13
1429,3.306845725819615e-13
1430,3.3080529887578864e-13
1431,3.309203569871896e-13
1432,3.3224802581036643e-13
1433,3.3251834607040084e-13
1434,3.3278629948094414e-13
1435,3.3288195101540616e-13
1436,3.3394908851793565e-13
1437,3.339581482754758e-13
1438,3.3494277042559915e-13
1439,3.3501212899544373e-13
1440,3.3590295486622357e-13
1441,3.3603433389112657e-13
1442,3.360843999690011e-13
1443,3.3633155623012927e-13
1444,3.3658403370122143e-13
1445,3.3713169247256355e-13
1446,3.3729621124883406e-13
1447,3.382634427194629e-13
1448,3.387558461240844e-13
1449,3.389277349974387e-13
1450,3.389457152467361e-13
1451,3.3925477624244454e-13
1452,3.399074826786614e-13
1453,3.400743135387526e-13
1454,3.4072381983697426e-13
1455,3.4265538804797897e-13
1456,3.4291341376802274e-13
1457,3.4296001556772334e-13
1458,3.443607872349281e-13
1459,3.469969933642901e-13
1460,3.470819856907495e-13
1461,3.4795069366313603e-13
1462,3.481860671084186e-13
1463,3.482512155287105e-13
1464,3.4869620603492527e-13
1465,3.495509799783577e-13
1466,3.5006972895239027e-13
1467,3.5012418695746607e-13
1468,3.5036707186411e-13
1469,3.5054263717873585e-13
1470,3.5172419010506244e-13
1471,3.5293577157639607e-13
1472,3.536463133366605e-13
1473,3.542702488705198e-13
1474,3.5455152280213205e-13
1475,3.5577977204484495e-13
1476,3.56053154180847e-13
1477,3.5614940079396885e-13
1478,3.5671555317134925e-13
1479,3.575346460230619e-13
1480,3.5790452743662065e-13
1481,3.58161883020837e-13
1482,3.5875777239853086e-13
1483,3.597591762274638e-13
1484,3.599108730707761e-13
1485,3.606404593987084e-13
1486,3.6219372826426e-13
1487,3.623516940060557e-13
1488,3.6298400235834814e-13
1489,3.634839000448915e-13
1490,3.6389823457381383e-13
1491,3.640656912413775e-13
1492,3.6470302896525534e-13
1493,3.652951332315624e-13
1494,3.655357790505635e-13
1495,3.6601306241997944e-13
1496,3.672454796470437e-13
1497,3.6732265193895367e-13
1498,3.6896454363878876e-13
1499,3.6911771530431397e-13
1500,3.696961003677386e-13
1501,3.7094681529978633e-13
1502,3.713916172444627e-13
1503,3.715288718315859e-13
1504,3.7368446628367587e-13
1505,3.7374312422598636e-13
1506,3.74373195744582e-13
1507,3.7510158070613737e-13
1508,3.752066592800136e-13
1509,3.7551775374762367e-13
1510,3.7555196493025797e-13
1511,3.7613279722645153e-13
1512,3.766320773449322e-13
1513,3.7694388467161117e-13
1514,3.7720187685330485e-13
1515,3.7816937094641023e-13
1516,3.7859692596868233e-13
1517,3.7918377416638e-13
1518,3.800882139932743e-13
1519,3.8042075230436064e-13
1520,3.809625678854168e-13
1521,3.8137877098845684e-13
1522,3.8198877034597827e-13
1523,3.820949225039191e-13
1524,3.8255932569609854e-13
1525,3.8486666931088864e-13
1526,3.851970390578996e-13
1527,3.8601182796091065e-13
1528,3.8620433888147714e-13
1529,3.864910099369479e-13
1530,3.8653546010465074e-13
1531,3.8672032977488714e-13
1532,3.870313520268214e-13
1533,3.900067528095571e-13
1534,3.904897372618166e-13
1535,3.905010786045378e-13
1536,3.928388433324181e-13
1537,3.932658500190452e-13
1538,3.9381267265156093e-13
1539,3.9495649074314583e-13
1540,3.9550867885761686e-13
1541,3.968975123433264e-13
1542,3.982497337635173e-13
1543,3.984786214250355e-13
1544,4.0031029671369827e-13
1545,4.005795403111112e-13
1546,4.011855878149933e-13
1547,4.0159633763699187e-13
1548,4.023220829848407e-13
1549,4.030068865950754e-13
1550,4.0311664092170286e-13
1551,4.0341023717447386e-13
1552,4.0376767049937963e-13
1553,4.038233989433286e-13
1554,4.0477875714057323e-13
1555,4.05262480586407e-13
1556,4.0552472528463947e-13
1557,4.07520846039262e-13
1558,4.0814067864094977e-13
1559,4.086151073466495e-13
1560,4.0917924299420324e-13
1561,4.0928818722338526e-13
1562,4.1030537541427077e-13
1563,4.1073954650252216e-13
1564,4.1138797150297503e-13
1565,4.129655069866129e-13
1566,4.1363863150599615e-13
1567,4.1504986203503983e-13
1568,4.1517772343719526e-13
1569,4.1626355465788494e-13
1570,4.168184748456379e-13
1571,4.181222690721767e-13
1572,4.185302953659071e-13
1573,4.1892411612192547e-13
1574,4.191338417900102e-13
1575,4.194260114050306e-13
1576,4.2023657519306016e-13
1577,4.210256877804765e-13
1578,4.2172322528303783e-13
1579,4.219713858658316e-13
1580,4.2247390440215566e-13
1581,4.226436254526413e-13
1582,4.241693514268789e-13
1583,4.2467679414134875e-13
1584,4.2510494156867414e-13
1585,4.253357600955359e-13
1586,4.260264552481401e-13
1587,4.2616660495652525e-13
1588,4.2627120226246943e-13
1589,4.263682897540537e-13
1590,4.272053544058979e-13
1591,4.2736203838362526e-13
1592,4.278817901094433e-13
1593,4.281003926045434e-13
1594,4.2902828268682515e-13
1595,4.30129091641031e-13
1596,4.3119379284338155e-13
1597,4.361463432766071e-13
1598,4.362605854328796e-13
1599,4.376351870006439e-13
1600,4.378447279427037e-13
1601,4.381592533799812e-13
1602,4.3938080673237757e-13
1603,4.4035894191667317e-13
1604,4.4076472778110495e-13
1605,4.4080295526308194e-13
1606,4.4155895908363653e-13
1607,4.425269156888843e-13
1608,4.43672622365721e-13
1609,4.4396495516526207e-13
1610,4.444292966960413e-13
1611,4.4470651062066154e-13
1612,4.448668220136406e-13
1613,4.4491666608136225e-13
1614,4.452628186823773e-13
1615,4.4530311841934486e-13
1616,4.455108757723444e-13
1617,4.4773086559565276e-13
1618,4.489499939320032e-13
1619,4.5005462016375166e-13
1620,4.526845435907556e-13
1621,4.533212598610496e-13
1622,4.535365444798548e-13
1623,4.5380646553556427e-13
1624,4.5418164865851816e-13
1625,4.543436599811392e-13
1626,4.547730074330889e-13
1627,4.549495653363107e-13
1628,4.556186908280545e-13
1629,4.567556184849577e-13
1630,4.576547039040187e-13
1631,4.58572174157051e-13
1632,4.595146871117918e-13
1633,4.605150587369401e-13
1634,4.633418389703834e-13
1635,4.654018081506261e-13
1636,4.654339555369838e-13
1637,4.658059014073278e-13
1638,4.672406386398918e-13
1639,4.673601990532761e-13
1640,4.695452206218273e-13
1641,4.700488684127836e-13
1642,4.712745775141564e-13
1643,4.720209562894822e-13
1644,4.733442348475853e-13
1645,4.739236817313092e-13
1646,4.7411153502524e-13
1647,4.745307157705499e-13
1648,4.749405284400931e-13
1649,4.755843610808401e-13
1650,4.761166150225583e-13
1651,4.78670597643762e-13
1652,4.78706675344088e-13
1653,4.809395327490435e-13
1654,4.809875628880424e-13
1655,4.811531404243444e-13
1656,4.811984613936316e-13
1657,4.816970673374334e-13
1658,4.817943316123565e-13
1659,4.828649759080371e-13
1660,4.842402294976067e-13
1661,4.846362178161975e-13
1662,4.846413503056859e-13
1663,4.856950222041861e-13
1664,4.85927066821799e-13
1665,4.871143703700723e-13
1666,4.890068789480281e-13
1667,4.891594597119117e-13
1668,4.908801013237066e-13
1669,4.912092918277491e-13
1670,4.916177430384658e-13
1671,4.924374452048808e-13
1672,4.925902703268053e-13
1673,4.932719592267266e-13
1674,4.960044582336937e-13
1675,4.971352814514202e-13
1676,4.977533265853488e-13
1677,4.979894300020759e-13
1678,4.993706056883918e-13
1679,4.996486511469592e-13
1680,5.002169329685189e-13
1681,5.004432875790968e-13
1682,5.012943013994552e-13
1683,5.015928150306701e-13
1684,5.018922805193682e-13
1685,5.042206096901215e-13
1686,5.075357984496361e-13
1687,5.088365642670716e-13
1688,5.09207395379405e-13
1689,5.094830078018687e-13
1690,5.10806095100342e-13
1691,5.118627131402453e-13
1692,5.121774359531256e-13
1693,5.127454116025133e-13
1694,5.144167777520881e-13
1695,5.166917416030078e-13
1696,5.17303706081721e-13
1697,5.176830856665016e-13
1698,5.211622251969059e-13
1699,5.218069032873018e-13
1700,5.233376330548082e-13
1701,5.237640973143838e-13
1702,5.241148374356852e-13
1703,5.248014446274006e-13
1704,5.267508121920219e-13
1705,5.26812620314529e-13
1706,5.274886221308924e-13
1707,5.287713868509e-13
1708,5.305259687536241e-13
1709,5.320717141357461e-13
1710,5.334342713574181e-13
1711,5.342101292457189e-13
1712,5.343528109117696e-13
1713,5.345332274615856e-13
1714,5.349329286417732e-13
1715,5.35432175889494e-13
1716,5.356872660124623e-13
1717,5.385086127174944e-13
1718,5.390879194064296e-13
1719,5.392451539220511e-13
1720,5.39966168668643e-13
1721,5.410437995376017e-13
1722,5.410875680395133e-13
1723,5.431010223886807e-13
1724,5.434496148019368e-13
1725,5.444292193518613e-13
1726,5.460269992096551e-13
1727,5.464614284329397e-13
1728,5.470735371806454e-13
1729,5.491450099092641e-13
1730,5.494151689075788e-13
1731,5.498455162550737e-13
1732,5.498947907176262e-13
1733,5.500716960138214e-13
1734,5.50429629116025e-13
1735,5.512968327934331e-13
1736,5.544506390171289e-13
1737,5.583487543903785e-13
1738,5.624763560887117e-13
1739,5.624965009270443e-13
1740,5.629027647685441e-13
1741,5.630837306753425e-13
1742,5.632327469150705e-13
1743,5.635222993169946e-13
1744,5.637265317341246e-13
1745,5.641244934586154e-13
1746,5.645276910596781e-13
1747,5.651995619772493e-13
1748,5.673381924322202e-13
1749,5.687082543065946e-13
1750,5.69052802022073e-13
1751,5.696350574587014e-13
1752,5.700746461510322e-13
1753,5.707607687373108e-13
1754,5.711375276389049e-13
1755,5.724750401419363e-13
1756,5.729110259195097e-13
1757,5.737462496445067e-13
1758,5.756482801050133e-13
1759,5.759887008605755e-13
1760,5.77349919551981e-13
1761,5.807922471097294e-13
1762,5.817446876346861e-13
1763,5.822669867018487e-13
1764,5.837822510022909e-13
1765,5.859412548023313e-13
1766,5.871064883013664e-13
1767,5.887545777556505e-13
1768,5.893739494945649e-13
1769,5.900105259460152e-13
1770,5.920011456735579e-13
1771,5.940353727497892e-13
1772,5.945460498069191e-13
1773,5.948252434586465e-13
1774,5.952425698397896e-13
1775,5.9751747664619e-13
1776,5.980321496104624e-13
1777,5.995769958851464e-13
1778,6.015340149301081e-13
1779,6.025572003082167e-13
1780,6.028713769017188e-13
1781,6.030275262804065e-13
1782,6.052627145412067e-13
1783,6.075089083680878e-13
1784,6.07829561945948e-13
1785,6.081962246573247e-13
1786,6.105772980963683e-13
1787,6.111087088493694e-13
1788,6.111664858844528e-13
1789,6.124867991801178e-13
1790,6.158024624318562e-13
1791,6.177332201077324e-13
1792,6.198398120226599e-13
1793,6.206715832455193e-13
1794,6.221226913422946e-13
1795,6.23146903226808e-13
1796,6.243649835057069e-13
1797,6.249647491111958e-13
1798,6.252214383295599e-13
1799,6.263058123199704e-13
1800,6.263911641830813e-13
1801,6.269889501845976e-13
1802,6.275934422913767e-13
1803,6.303576377867536e-13
1804,6.303734178542321e-13
1805,6.315001241445762e-13
1806,6.315318497677387e-13
1807,6.371903322863572e-13
1808,6.375924649359964e-13
1809,6.390107387692522e-13
1810,6.392183004442107e-13
1811,6.393000825791379e-13
1812,6.396294528541487e-13
1813,6.397787120955388e-13
1814,6.398576303820316e-13
1815,6.403371949040098e-13
1816,6.44078106358189e-13
1817,6.460806592085896e-13
1818,6.489995929359244e-13
1819,6.498644796041724e-13
1820,6.51843914753966e-13
1821,6.533235677582623e-13
1822,6.557337956540623e-13
1823,6.561822076845188e-13
1824,6.58723151821868e-13
1825,6.591204192655595e-13
1826,6.592584074564512e-13
1827,6.608278926027568e-13
1828,6.610713194415961e-13
1829,6.618796932984811e-13
1830,6.623320650729191e-13
1831,6.646752069375811e-13
1832,6.651658653539119e-13
1833,6.671268356800025e-13
1834,6.679974586597277e-13
1835,6.687175178643317e-13
1836,6.691132056942939e-13
1837,6.745975379976504e-13
1838,6.746191227071454e-13
1839,6.748751524471028e-13
1840,6.750500537289413e-13
1841,6.753584669962135e-13
1842,6.79216061090711e-13
1843,6.807571527426456e-13
1844,6.843045159447871e-13
1845,6.865406927437994e-13
1846,6.880797519347527e-13
1847,6.893926155728211e-13
1848,6.896700641184173e-13
1849,6.915486563676373e-13
1850,6.915715542572066e-13
1851,6.921215516090682e-13
1852,6.937425964613395e-13
1853,6.943048806420363e-13
1854,6.951727784241701e-13
1855,6.953139103611812e-13
1856,6.9588324074539e-13
1857,6.964148459316029e-13
1858,6.970404349882907e-13
1859,6.986331073084257e-13
1860,6.987716878494818e-13
1861,7.027642907542497e-13
1862,7.030748130353377e-13
1863,7.099820007468921e-13
1864,7.105724836716713e-13
1865,7.106110920949281e-13
1866,7.118555831448541e-13
1867,7.126939224068525e-13
1868,7.137908947133497e-13
1869,7.138708081926593e-13
1870,7.164503864040521e-13
1871,7.179221444889729e-13
1872,7.179833979480383e-13
1873,7.19756496202817e-13
1874,7.211349328886153e-13
1875,7.214229308563489e-13
1876,7.238432518562819e-13
1877,7.243525077868369e-13
1878,7.266547387481425e-13
1879,7.267041107949215e-13
1880,7.292399833431301e-13
1881,7.299358282491176e-13
1882,7.30353645328819e-13
1883,7.320269112024199e-13
1884,7.334053619688753e-13
1885,7.369126847220444e-13
1886,7.376099636522e-13
1887,7.3858680734447e-13
1888,7.390181282461759e-13
1889,7.394165623767064e-13
1890,7.456428598096267e-13
1891,7.460064863659701e-13
1892,7.479434150539841e-13
1893,7.495676456451196e-13
1894,7.516176523289866e-13
1895,7.533088912198285e-13
1896,7.60419561980355e-13
1897,7.614315923345468e-13
1898,7.617233013502509e-13
1899,7.634503623860556e-13
1900,7.657376310702927e-13
1901,7.694334619201636e-13
1902,7.696618940780724e-13
1903,7.715191191003363e-13
1904,7.729140318274982e-13
1905,7.753386245914458e-13
1906,7.764588854789296e-13
1907,7.790528328841795e-13
1908,7.796810770671284e-13
1909,7.829040182956116e-13
1910,7.831135274161656e-13
1911,7.842753983115553e-13
1912,7.855784345302976e-13
1913,7.86181917751178e-13
1914,7.866249492822372e-13
1915,7.891923160324545e-13
1916,7.913329308522482e-13
1917,7.917220443178551e-13
1918,7.954766647387892e-13
1919,7.960901395240943e-13
1920,7.989704688939348e-13
1921,8.001253185313372e-13
1922,8.009091712274945e-13
1923,8.022540874889552e-13
1924,8.058257385194908e-13
1925,8.068623077981805e-13
1926,8.095630961551306e-13
1927,8.158161568924241e-13
1928,8.160270228592629e-13
1929,8.162633560061385e-13
1930,8.163278263905945e-13
1931,8.166645388197295e-13
1932,8.180211589997987e-13
1933,8.183169398804651e-13
1934,8.186543328036155e-13
1935,8.212966285744555e-13
1936,8.26206942355538e-13
1937,8.265919604308298e-13
1938,8.276342887181346e-13
1939,8.281000343244783e-13
1940,8.30572399156329e-13
1941,8.336224915300228e-13
1942,8.343313010591734e-13
1943,8.352603481670141e-13
1944,8.3814576919586e-13
1945,8.447347023820186e-13
1946,8.464499193879154e-13
1947,8.473579545876829e-13
1948,8.48512969290446e-13
1949,8.490523745235747e-13
1950,8.517095969521162e-13
1951,8.53748752956566e-13
1952,8.577072896762517e-13
1953,8.582547948646461e-13
1954,8.605033997838681e-13
1955,8.625011778786268e-13
1956,8.626751389513092e-13
1957,8.630655182487203e-13
1958,8.633538813453167e-13
1959,8.66670191090818e-13
1960,8.680825957853442e-13
1961,8.694149672946989e-13
1962,8.694287474745835e-13
1963,8.702094775548955e-13
1964,8.714078079887437e-13
1965,8.754741017287048e-13
1966,8.760149487516557e-13
1967,8.863144185838641e-13
1968,8.878835290918323e-13
1969,8.88648736342642e-13
1970,8.88808281473291e-13
1971,8.892427737912129e-13
1972,8.911915542855557e-13
1973,8.927265894315306e-13
1974,8.952649686561952e-13
1975,8.953269837461311e-13
1976,8.965415608156448e-13
1977,8.982105239566745e-13
1978,9.02041396361289e-13
1979,9.066180623801166e-13
1980,9.078782826459347e-13
1981,9.091041400436004e-13
1982,9.098059165762602e-13
1983,9.121317743890232e-13
1984,9.131578854088776e-13
1985,9.159759632363919e-13
1986,9.166218574341757e-13
1987,9.193388079696476e-13
1988,9.21707791445278e-13
1989,9.228286643633528e-13
1990,9.23793623459095e-13
1991,9.288785096633397e-13
1992,9.289441828259126e-13
1993,9.302297733790168e-13
1994,9.313149841382544e-13
1995,9.317927998691344e-13
1996,9.327740237211214e-13
1997,9.363333989498725e-13
1998,9.393828426773867e-13
1999,9.413110668753658e-13
2000,9.422355645489418e-13
2001,9.432224072802248e-13
2002,9.44610321763233e-13
2003,9.469745155297145e-13
2004,9.488794764376676e-13
2005,9.498213613770398e-13
2006,9.505552169870731e-13
2007,9.615325271062208e-13
2008,9.625264711750376e-13
2009,9.636980217933985e-13
2010,9.707944489651998e-13
2011,9.732876883582254e-13
2012,9.799749312118743e-13
2013,9.825714409383387e-13
