"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0,0,-0.999943160841285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106618519376414,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0.0433605625907121,0,0,0,-0.999059488524991,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.998513118496132,0.0545119453984966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0323380498410551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999476988495722,0,0,0,0,0,0,0,0,0,0
0.997013993013521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07722109643896,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0214398863389545,0,-0.999770139218897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0887897080525022,0,-0.996050394178905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.0772210964389605,0,0,0,0,0,0,0,0,0,0,-0.997013993013521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.996050394178905,0,0,0,-0.0887897080525013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0545119453984963,0,0.998513118496132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106618519376418,0,0,0,-0.999943160841285
0.0887897080525061,0,0,0,0,0.996050394178904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.999943160841285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106618519376408,0,0,0,0,0,0
0.0214398863389541,0,0,0,0,0,0,-0.999770139218897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.100508962005208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994936153005124
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214398863389535,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.999770139218897,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.998894600220079,0,0,-0.039925406363759,0,0,0,0,-0.0248100700897164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.999059488524991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433605625907122,0,0,0,0,0,0,0,0,0,0,0
0.0545119453984973,0,0,0,0.998513118496132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0887897080525003,0,0,-0.996050394178905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-0.999476988495722,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323380498410549,0,0,0,0,0,0
0.088789708052502,0,0,0,0,0,0,0,0,0,0,0,0,0.996050394178905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.999770139218897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214398863389549,0,0,0,0,0
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.999059488524991,0,-0.0433605625907119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.9978330261858,0,0,0.0657970504877555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.0323380498410578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999476988495722,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214398863389566,0,-0.999770139218897,0,0,0,0,0
0,-0.999636385404866,0,0,0,0,0.00585790128571204,0,0,0,0,0,0,0,0,0,0,-0.0263207516461988,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999943160841285,0,0,0,0,0,0,0,0,0,0,0,0.0106618519376412
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.9978330261858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0657970504877548,0,0,0,0,0,0,0,0,0
0.0772210964389596,0,0,0.997013993013521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.999968895861499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0069979123204447,0,0,0,0,0,0.00363820459698195
0,0,0.0323380498410559,0,0,0,0,0,0,0,0,0,-0.999476988495722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0887897080524983,0,0,0,0,0,0,0,-0.996050394178905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.0106618519376411,-0.999943160841285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.999476988495722,0.0323380498410555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.999943160841285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010661851937641,0,0,0,0,0,0,0,0,0
0,0,-0.999943160841285,0,0,0,0,0,-0.0106618519376417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106618519376413,0,0,0,0,0.999943160841285,0,0,0,0,0,0
0,-0.998513118496132,0,0,0.0545119453984963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.996503480953135,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0817670162889699,0,0,0,0,0,0,-0.0171746177682274,0,0,0,0,0
0.0657970504877513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9978330261858,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.999943160841285,0,0,0,0,0,0,0.0106618519376405,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.999943160841285,0,0,0,0,0,0,0.010661851937641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.994936153005124,0.100508962005209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.996050394178905,0,0,0,0,0.0887897080525015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
