"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0.0364643786585334,-0.358162647176866,-0.236637613473213,-0.0710195901947082,0.0474697816894539,0.106685405567646,0.0850540239350691,0.18905190669159,-0.135152549152839,0.0602401095072773,0.0295451453125279,-0.0727373181785776,-0.200233776255959,-0.0580261199950929,-0.174088262095693,0.0169624735926344,-0.341044786625303,-0.0500898199497202,-0.0536070161506061,-0.0297748620531758,0.179454474373634,-0.188569615487554,0.524910720655013,0.131823632386457,0.120415793701422,-0.184959957429853,-0.303603148129116,0.142298457363562,-0.0241694477358146,0.0751999393564371
0.171783221681232,0.291041468415949,0.06109421552469,-0.0347864043527067,-0.0936983642388855,0.133371292727429,0.122982057911163,0.384094773676823,0.0590328373613791,0.0337953186442571,0.170262565864504,0.0133456662449604,-0.128200328379841,0.0171642869445882,0.0242336708772861,-0.21988040211436,-0.454220204536248,-0.0144154726484023,0.0602603778933717,0.193202570259416,0.338675371864195,0.205030492087615,0.190596289565889,-0.0681421732612942,0.0120529132327214,-0.323123888884919,-0.138820949473187,-0.106934625316509,0.013293078061954,0.107399364904166
0.12554047508454,0.112106969128532,0.0928007765345769,-0.100127880163045,-0.11695977994252,-0.226618851906087,0.223446857173714,0.198376843921751,-0.0136297473132817,0.357313432726378,0.111100409811168,-0.143214196120171,0.0725455094385625,-0.246687265920205,-0.109927139672152,-0.00970266264877683,-0.270441231489475,-0.261359227787666,-0.0296945265054976,-0.356812778690778,0.112580168169648,0.0265324893865484,0.0148553981557996,0.0451029370408202,-0.317544732432052,-0.106075362807561,-0.0375736559391295,-0.096493710368186,-0.303091762439496,-0.244452668507539
0.0638103846221593,-0.144380335961181,-0.393746804268046,-0.28530684735944,0.0994605676367843,0.0277379706949695,0.138093775404854,0.403242968074407,0.0419336952180078,0.326749193475839,-0.0502121576496639,-0.0789908132612565,-0.0566528578266523,-0.171599525922427,0.197848687458568,0.326452423894039,-0.0805341868400171,0.169171094315675,0.0728364427719142,-0.151156661078938,0.0273158891252797,0.109538042081741,-0.0170622212179946,0.173135993007175,-0.11235535909178,-0.217311017687139,-0.22051686229697,-0.0167524146486859,0.0851176937070397,-0.168471750110175
0.0230046174799549,0.0445610716330493,-0.303644613015105,0.117598589123665,-0.0582435589543793,-0.180351426087403,-0.249147266850673,-0.145163764390505,-0.239693821095084,0.0650294431685824,0.0895004379310199,-0.285843335800937,0.118111716560757,0.274789680019072,-0.0904858155915464,-0.185342832889528,0.064417024578696,-0.319320912929173,0.0500482201634183,0.215649041244267,0.228362966460579,0.0199080126122936,0.34067928906636,0.0306949981373502,-0.026567096326029,-0.0740309203426153,-0.397409296579241,-0.0114168634985426,0.00364396847736254,0.00723002356633441
0.139204390933589,-0.136998622911671,0.0915850196691654,0.104973104308799,0.239745915970271,-0.0960988182672623,0.290709989320004,0.293044176904415,-0.181527951035625,0.0710792963578181,-0.233094356827697,-0.0159885680574985,0.16449791991461,0.0389848596910658,-0.062278087814817,0.288889332351529,0.358485321019475,-0.21235785457617,-0.116168537735447,-0.027228077102068,0.102626770954903,-0.328440382960969,-0.0969276548278422,-0.242747435434835,-0.0707360468956251,0.161770264613678,-0.0711586629719255,0.0202326877686651,0.292121788449579,0.0169065737687482
0.0927864325906185,-0.262516220046489,0.226978137907714,-0.142340869815949,0.0298514999200843,-0.266093810610726,-0.019971468049843,0.183119121801247,0.0166421043008989,-0.246108099695845,0.260834595978914,0.251479868731386,0.0347587387792871,-0.337471721426035,-0.110024529080517,0.040377809028755,0.202912086622432,-0.241848183575233,-0.146437282409445,0.0925616852815804,-0.0698462892288331,0.165322052584453,-0.0291382040310706,0.0860922306423792,-0.417420172798057,-0.0559313693091133,-0.243318652253539,-0.0493146715024257,0.0807489984325585,0.0918854280192955
0.262500465031428,-0.181723285506581,-0.0112002105677809,0.103899789717526,0.198084359315531,-0.0891176111364398,-0.013259406247955,0.173428535394062,-0.119351278361101,-0.194460341372928,-0.422294568629544,0.129480864149323,-0.0817442953199438,-0.421507093495776,0.147571934505993,0.0977845039861954,-0.309537063010284,0.187866673261488,-0.0731177610500919,-0.144013015608422,-0.324082883242701,0.20545074600674,-0.0149678663119,0.0488366982317857,0.0984764552830126,0.00997651326544626,-0.0660326961645011,0.111881472587841,-0.0735321019705218,-0.0880113837704165
0.190111952041331,-0.100164136133319,0.0631895104120008,0.134341461415917,0.173805437707799,-0.247435452149315,0.0226847851339741,0.0711167590399523,-0.163462693198167,-0.0476188604760891,0.0388116074427861,-0.146893093011185,-0.0544671699154586,-0.657665222646846,-0.0424278455130233,0.0900565646817059,-0.169914474158196,-0.0559078461979975,-0.236584259981678,-0.0173135116223556,0.0626751461534924,-0.092242290339916,0.0442536545079727,0.313948317136791,0.0286119268698623,-0.0305670599423364,-0.204636048448491,-0.145061170951678,0.171788191898591,0.20468783888008
0.0665020701655741,-0.398931261530657,-0.137876781892115,0.133431270497244,0.209175505961807,0.0619406077869982,-0.277953459340891,0.13036549085722,-0.136143724127318,-0.0674294251099709,-0.564026105480043,0.138250822596741,-0.014736889729816,0.0389295562884177,0.16393855099636,0.0542300081013143,-0.080258607887508,0.290531591554086,0.179591908178439,0.000123738007968676,0.132089600186933,0.137131304721151,0.0895143487677982,-0.123259532978032,-0.110591196800968,-0.0665623586808453,-0.00180081440861189,-0.121060646516983,-0.114658805157017,-0.197167074290642
0.0848429951144827,-0.0356649844054189,-0.103624805050173,0.155841467684957,0.326210599424957,-0.102804612113739,0.0467378274290674,0.0248222861077778,-0.0540415087890934,0.0114252720101617,-0.142135940853033,-0.0469533909415494,-0.384594913433129,-0.136438885089205,0.408585932527024,0.0522913110306948,0.203383763637332,-0.051075332602382,0.16390017179243,0.130104858254928,0.0637797611336023,-0.0462899415913917,-0.28015296543921,0.123230500863349,-0.351037449774044,-0.260581311204242,0.0733393936731804,-0.230906540411027,-0.0103089113259037,-0.193596083553906
