,u3_1
0,0.053544890061875974
1,0.06724642685308953
2,0.05945022154810281
3,-0.07305614790211845
4,0.05993699372062463
5,-0.0002758707586524387
6,0.07063711308511245
7,0.0322869256826943
8,-0.04804883900933984
9,0.03519521482050755
10,0.013288985587172317
11,0.01901429471379849
12,-0.02020219238164553
13,-0.017961723718852882
14,0.026444445707609718
15,0.01734290891462093
16,-0.11371291031511585
17,-0.01985956375033536
18,-0.03181635302241099
19,0.0023678206969403714
20,0.05408488225627138
21,-0.04809598807355023
22,0.004725602506606037
23,-0.011196352338026315
24,0.0344815130648992
25,0.02277935599126698
26,0.08385216511693465
27,0.03662504594378736
28,-0.09933953788475483
29,-0.05395213619238149
30,-0.07830603203800299
31,-0.029132549717203138
32,0.01035930225758918
33,-0.0005178667478669234
34,-0.00740573634363778
35,-0.03963432887036663
36,0.03056066081961549
37,-0.021758778327870897
38,-0.004001474700043254
39,0.0004445178430047686
40,-0.07507925083404536
41,-0.015377716648041505
42,0.010161444641534168
43,0.008407286776848627
44,0.020035918263907746
45,-0.018420181964555363
46,0.01947000873004511
47,0.012663879018695198
48,0.019840938380579258
49,0.005493448599429067
50,-0.05344383277623215
51,0.00017252772506068392
52,0.004751399738181377
53,0.026934566562665133
54,0.008159125694001654
55,0.013668570491394428
56,-0.014243545487966094
57,-0.003614089083211587
58,-0.007792318331969569
59,0.03249910681418715
60,0.0009678763057417387
61,0.0017433218684171775
62,0.11565958507288211
63,0.02236492029590798
64,0.08637932279665925
65,0.03205985318798178
66,-0.08777981894284509
67,-0.03579046348445938
68,-0.057114974044065465
69,0.016938265931805484
70,0.0071824212154738
71,0.00624624332770887
72,0.009610744741150017
73,0.012437756560586379
74,0.04234190714131184
75,-2.067445648638649e-05
76,-0.026661547718682788
77,-0.03863103435042297
78,0.009870577361369424
79,-0.030781297860693217
80,0.05977870776848357
81,-0.00175783600728548
82,-0.08341717805042653
83,0.031317036470509915
84,-0.005217103503260967
85,0.0229476689488839
