,u2_1
0,0.0
1,0.016072644116284084
2,0.02753558568747876
3,-0.0030561733982705577
4,-9.020562075079397e-17
5,-0.03963755748655087
6,-1.3877787807814457e-17
7,-0.01675986433120774
8,-0.018303943620000457
9,-1.5265566588595902e-16
10,1.3877787807814457e-16
11,0.03154548018697745
12,-0.033746142481405283
13,-0.06581636699966176
14,0.0007299754213466736
15,1.3877787807814457e-17
16,-1.3877787807814457e-17
17,3.469446951953614e-18
18,0.0
19,-4.336808689942018e-19
20,1.0842021724855044e-19
21,-0.022912497994411977
22,0.0
23,8.470329472543003e-22
24,0.035719265746121415
25,5.293955920339377e-23
26,0.02980596929098559
27,-3.308722450212111e-24
28,0.0
29,-0.02681191951087982
30,6.462348535570529e-27
31,0.0
32,0.0
33,0.0
34,-0.01536434165910099
35,-0.04128565500277469
36,-0.006051429728239494
37,-1.232595164407831e-32
38,0.02991340780455342
39,-0.01931732114500882
40,-0.018962246606894766
41,-0.002867941436917555
42,0.0
43,-0.004645199644559769
44,-2.938735877055719e-39
45,-0.003828293235172505
46,1.4693679385278594e-39
47,-0.045065701524873034
48,1.8367099231598242e-40
49,-0.010771638479998806
50,-0.00042401930574042135
51,0.0
52,-0.016334537024431203
53,-0.04329112647169122
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0350167312863635
59,0.03377313813756271
60,-0.002861416737075648
61,-0.023931754830297497
62,0.0
63,0.0
64,0.0
65,0.0
66,-0.04506976165245511
67,-0.011313903503682629
68,0.0
69,0.0
70,0.0
71,-0.031517379259711244
72,-0.0021148308475522582
73,0.0
74,0.03718811591987565
75,-0.02344351709961664
76,0.0
77,0.0
78,-0.011074666772759973
79,0.0
80,0.013866255927373257
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,-0.010116280010982057
91,-0.02733685941427625
92,0.06042695829177331
93,-0.026022447808676363
94,0.024076895575643423
95,-0.0020498878734838935
96,0.0
97,0.011316184272119697
98,0.0
99,-0.0008823711119864384
100,0.025070874026920174
101,0.0
102,0.0
103,-0.021239018656036127
104,0.0
105,0.0
106,0.045750712902797135
107,0.0
108,-0.014993518749937698
109,-0.00169347936244762
110,0.0
111,0.0
112,-0.0032946111688624533
113,0.0
114,0.0
115,-0.003157563642377102
116,0.004262703766985629
117,-0.026854780194001775
118,0.0
119,0.04496196951952497
120,-0.01591377496691399
121,0.03569617531083851
122,0.0
123,0.0
124,0.006448139696369374
125,-0.005078244231090037
126,0.0
127,0.0
128,0.0
129,-0.0443399766064034
130,0.0
131,0.010801436097959749
132,0.0
133,0.0032299648906649724
134,0.0
135,0.0
136,0.04073956826912133
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.060722212549881346
143,0.0
144,0.0
145,-0.01749557023964397
146,0.020772954329785532
147,0.0
148,0.0
149,-0.008642616015190422
150,0.0
151,0.0
152,0.0
153,-0.03226392069904083
154,0.030435697017796845
155,0.0
156,0.0
157,-0.03429403686892186
158,0.0
159,0.0
160,-0.005565320680930322
161,0.017427410091952852
162,0.0
163,0.0
164,0.0
165,0.0
166,-0.011200901038415674
167,0.0
168,0.0
169,0.0
170,0.0
171,-0.010528574428321221
172,-0.02268137528726817
173,0.0
174,0.0
175,-0.024620839875421154
176,0.0
177,0.0
178,0.004331006280584454
179,0.0
180,0.0
181,-0.027171879242316566
182,0.0
183,0.0
184,-0.0008575979435100948
185,0.0
186,0.0
187,0.0
188,-0.049442053951323985
189,-0.025243576431727494
190,0.0
191,0.030535032878348717
