"","V1"
"V1_1",0.00280304275596746
"V1_2",-0.0336844739002343
"V1_3",0.0417187555850035
"V1_4",0.00694439380635149
"V1_5",0.0294022726776581
"V1_6",-0.0379793167158879
"V1_7",-0.0104581183760357
"V1_8",-0.0130704982510456
"V1_9",0.0318436572599881
"V1_10",0.00327915094474075
"V1_11",-0.012605038770713
"V1_12",-0.0153916338242577
"V1_13",-0.0128405804471182
"V1_14",-0.00287907843353359
"V1_15",-0.0315218170125062
"V1_16",-0.00281601703871119
"V1_17",-0.0146685112957988
"V1_18",0.00767401238750191
"V1_19",-0.00900850131175947
"V1_20",-0.0146931096324114
"V1_21",-0.0369667152584527
"V1_22",0.0127147071140147
"V1_23",-0.00999496748019179
"V1_24",-0.00877085718402155
"V1_25",-0.0392029121956614
"V1_26",0.00248980323639941
"V1_27",0.013552802445645
"V1_28",0.0133671305491291
"V1_29",0.0202791067074195
"V1_30",-0.00855714045674326
"V1_31",0.0345878167344001
"V1_32",-0.00915051301376823
"V1_33",-0.0302339453053774
"V1_34",0.0129446696747376
"V1_35",-0.0266948639650399
"V1_36",0.00385071304152643
"V1_37",0.00180809127556065
"V1_38",0.0164140249792163
"V1_39",0.0269233937759855
"V1_40",0.0147035282665293
"V1_41",-0.000767614814705987
"V1_42",0.0185510287832801
"V1_43",-0.0195242641647862
"V1_44",-0.0114007144776851
"V1_45",-0.00651941979800964
"V1_46",0.0116789814075668
"V1_47",-0.0167214801079199
"V1_48",0.015558146240229
"V1_49",0.0235009218814341
"V1_50",-0.0364726193226808
"V1_51",-0.0113644246081314
"V1_52",-0.00569751573373885
"V1_53",-0.0123241780688728
"V1_54",-0.00420415885686511
"V1_55",-0.0310736627030879
"V1_56",-0.0258299289290705
"V1_57",0.00615044020276875
"V1_58",-0.0220952225916125
"V1_59",0.003653984514375
"V1_60",0.0246907248677875
"V1_61",-0.00555346155373341
"V1_62",-0.0112242345464301
"V1_63",-0.00567857028824883
"V1_64",-0.0109165583415538
"V1_65",0.00939867391967263
"V1_66",-0.0265319798064604
"V1_67",-0.0157674884489649
"V1_68",0.00354888521564549
"V1_69",-0.0420637437120395
"V1_70",-0.0138309712768304
"V1_71",-0.0464411863872335
"V1_72",-0.0472469824663432
"V1_73",-0.0282179693062993
"V1_74",-0.00407470131887578
"V1_75",-0.00890941615046796
"V1_76",0.018386846395555
"V1_77",0.0268676352017266
"V1_78",-0.0123560955992903
"V1_79",0.00250765466503306
"V1_80",0.0203372052426891
"V1_81",0.0128373349960847
"V1_82",0.00896021925931098
"V1_83",-0.00497319086075121
"V1_84",0.0369196873358561
"V1_85",-0.0342200760995697
"V1_86",-0.0105454473049321
"V1_87",-0.00675010107467838
"V1_88",0.00622056153527784
"V1_89",0.00839599494102532
"V1_90",-0.0123641852697317
"V1_91",0.00128406974699713
"V1_92",0.0107985764565066
"V1_93",-0.00763184042059841
"V1_94",-0.0052884079361185
"V1_95",-0.0125700877704328
"V1_96",0.00560734721526433
"V1_97",-0.0150567928078258
"V1_98",-0.0200883428739367
"V1_99",-0.00839561901241512
"V1_100",0.00649306555909776
"V1_101",-0.0205816049899692
"V1_102",0.0394467731778237
"V1_103",-0.0161808272338476
"V1_104",0.018952856221895
"V1_105",0.000728281933346361
"V1_106",-0.00092153038592464
"V1_107",-0.0135402349658565
"V1_108",0.0172896572616865
"V1_109",-0.0338377817396973
"V1_110",-0.0288692801231282
"V1_111",0.0110174960871258
"V1_112",-0.0271237404131492
"V1_113",-0.00942350184315185
"V1_114",0.00070899823911243
"V1_115",-0.0124930855856233
"V1_116",0.0014839072556639
"V1_117",0.0168005265881985
"V1_118",0.0211221376862544
"V1_119",0.0216862995124823
"V1_120",-0.043908019097515
"V1_121",-0.0098110628578069
"V1_122",0.00131351667846193
"V1_123",0.0328218612536791
"V1_124",0.0206265566503286
"V1_125",0.00479871068568774
"V1_126",-0.00606638997795898
"V1_127",0.0237424048333081
"V1_128",0.0163002244662167
"V1_129",-0.000671250091229176
"V1_130",-0.0069928475850801
"V1_131",-0.0132712038658759
"V1_132",0.00389837518218828
"V1_133",0.0162206277376097
"V1_134",0.0268082589348721
"V1_135",0.00957156074134433
"V1_136",0.000796814487263479
"V1_137",-0.0120300151769721
"V1_138",0.0276401579662948
"V1_139",0.00145848122251616
"V1_140",0.000576643444474673
"V1_141",-0.00776774173633501
"V1_142",-0.00910186344532942
"V1_143",0.0105332670161372
"V1_144",-0.0245878995030413
"V1_145",0.0336526492494565
"V1_146",-0.0099980549727801
"V1_147",-0.0131719829313452
"V1_148",0.0076933845419041
"V1_149",0.0447448749596299
"V1_150",-0.0020404643786988
"V1_151",-0.0137617173231624
"V1_152",-0.0437635803967523
"V1_153",-0.0165437769291729
"V1_154",0.0116399414819546
"V1_155",-0.00758205657046934
"V1_156",0.0054533087779123
"V1_157",-0.0214410438200875
"V1_158",0.0153894582442571
"V1_159",0.0287086283343245
"V1_160",0.00137219921095255
"V1_161",-0.0028827360470397
"V1_162",-0.00276945734962037
"V1_163",0.0254890946865454
"V1_164",0.0131589301388568
"V1_165",0.00384944484695698
"V1_166",0.0232747731081487
"V1_167",-0.0291368456055946
"V1_168",-0.00249452234398707
"V1_169",-0.0284923951252643
"V1_170",0.0155401721466232
"V1_171",0.0193410492560815
"V1_172",0.000174587237161325
"V1_173",-0.00423794356755412
"V1_174",-0.0113267049145834
"V1_175",-0.0171535824302359
"V1_176",-0.0188864113253169
"V1_177",-0.0148351360347261
"V1_178",-0.00384024180973098
"V1_179",0.0239561361313823
"V1_180",0.0264261818842716
"V1_181",0.0281507411115317
"V1_182",0.00410214319206646
"V1_183",-0.00247896386084953
"V1_184",0.00300432787860165
"V1_185",-0.00267512326763651
"V1_186",-0.0315212492510202
"V1_187",0.0370397713108402
"V1_188",-0.0263767263211809
"V1_189",0.00867591711788803
"V1_190",0.0126158048544245
"V1_191",0.0227910727527508
"V1_192",0.0153087995337085
"V1_193",0.0285493558217875
"V1_194",0.00312929856370956
"V1_195",-0.0421935831600041
"V1_196",-0.00498010072093753
"V1_197",0.0431126741800447
"V1_198",0.0247344689388873
"V1_199",0.0261072642129441
"V1_200",-0.00855203247732605
"V1_201",0.0118338861892775
"V1_202",-0.00604054738050578
"V1_203",-0.00841838297898182
"V1_204",0.0122886880792412
"V1_205",-0.000305465138523274
"V1_206",0.0124221086509628
"V1_207",0.00741991896236448
"V1_208",-0.0194165322871236
"V1_209",0.0130494271352798
"V1_210",0.00755557305301042
"V1_211",-0.00802702100673442
"V1_212",-0.0261334133066862
"V1_213",-0.0107352600281922
"V1_214",0.0146578503114149
"V1_215",-0.0203260644491384
"V1_216",-0.017006360593893
"V1_217",0.0363476473278391
"V1_218",-0.0110184162983835
"V1_219",0.00560199790370742
"V1_220",0.0185185734233525
"V1_221",-0.0140657025084024
"V1_222",-0.0320749903723438
"V1_223",0.0089041966826682
"V1_224",-0.0344458354712066
"V1_225",0.00665301619801288
"V1_226",-0.0212843156677479
