,u2_1
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,-5.921060707636226e-17
6,1.0364952622822497e-06
7,0.0002042012690637397
8,-0.00023838869886850817
9,-6.192591006184985e-05
10,-0.00047564004111631705
11,-0.00014701657254087542
12,0.00039002260630895943
13,-1.4433441421213274e-18
14,0.0010825563808917569
15,-0.0012272363050944187
16,0.001213569076785037
17,3.9428524464465976e-13
18,-0.0006997494182476681
19,-0.0017306410774114713
20,0.0010315060554625761
21,0.0023995756919060686
22,0.007826796924357973
23,6.980585586146626e-07
24,-1.7913730394891742e-16
25,-0.00040230044966202395
26,0.0027169137338415267
27,-0.0021016677139900713
28,0.0004184693181935958
29,0.0018250770526311985
30,0.003919850208816263
31,3.0769982915790355e-14
32,0.002060467568142463
33,-0.025065712352805667
34,0.00852286289193756
35,-1.160390769583408e-09
36,0.007221615410448161
37,0.0025251230823447497
38,3.885258109703227e-10
39,4.533159654943052e-12
40,-1.851004158975877e-16
41,-0.008117156203556594
42,-0.0024491663467617526
43,-0.002248003331744935
44,-0.001953761932325378
45,3.878039382676501e-14
46,-0.0026108608748770337
47,1.4431381437085552e-14
48,0.009510199315420619
49,-3.2690303046999096e-11
50,0.004938192333558303
51,0.0030547214502084975
52,-0.0037718838579521644
53,0.005539922376625794
54,6.3337464613344425e-15
55,-0.013334069231698492
56,-0.008539401663766481
57,-0.01528022968030934
58,6.234820498938574e-06
59,-0.007629107092416122
60,-0.011318815813629793
61,0.0014758546747931374
62,-0.005306359271629304
63,0.00524795791363283
64,-0.0027831846612754985
65,-0.009310677253488778
66,-4.738614015065145e-15
67,0.004019143061263529
68,-0.02242706493236454
69,-0.017412654242405786
70,0.014381376993202365
71,0.010588791809759995
72,0.010351874788102138
73,-0.006954625555550193
74,-0.014375518492983064
75,-0.005482175282543959
76,-0.002878968560889502
77,0.015046076189106751
78,0.008953464324353195
79,0.0024988964642004945
80,-0.014305562526050435
81,-0.024939609847115157
82,-0.01271965317723562
83,0.015697460587639905
84,-0.001593831027973234
85,0.034309106229819794
86,-0.0018277313308735273
87,-0.004903624246584413
88,0.0005531768190728595
89,0.002435251975154159
90,0.003322004997197924
91,-0.0035625867523726854
92,-2.1684043449710085e-18
93,-0.025805296895729277
94,-0.02373875694307352
95,-0.01739888900570887
96,-0.009854453480939555
97,4.341579179500953e-15
98,0.035534874115348745
99,-0.0018940660546950317
100,-2.3852447794681094e-18
101,-0.01605531594169874
102,-0.003990075813369002
103,-0.013228678788273388
104,0.014639105574541095
105,-0.011814101074131148
106,-1.043002489931055e-16
107,0.025816037149875758
108,-6.610773343670993e-12
109,1.3227266504323151e-17
110,0.012587010181406046
111,0.0027480324626978072
112,0.0062980511499204
113,0.013776222813255705
114,-0.011634876284312555
115,-0.025060098916511925
116,6.7274194570123e-13
117,-4.0115480381963654e-16
118,-0.020578308191259345
119,-4.538470294024321e-16
120,0.016518710955006868
121,-0.03690090716564113
122,1.1452256474005128e-05
123,-0.0036191373934899027
124,9.733602580105219e-08
125,1.2550298040397975e-11
126,-0.0180231546868754
127,-0.024012989766755928
128,-0.006399575495464279
129,-1.0408340855860841e-17
130,-0.053213905758967166
131,7.29131382007364e-15
132,0.0069841375411182115
133,2.003857366497663e-12
134,-0.019935221037709165
135,0.034984460281523896
136,9.194034422677075e-17
137,-9.625021409938575e-06
138,-0.02323060960315345
139,0.020479745046576747
140,5.984795992119983e-17
141,3.794707603699265e-17
142,-8.673617379884034e-18
143,-0.013994923903090522
144,0.011567361014697514
145,0.021643783030201723
146,0.009524695418988366
147,-0.010183588745685625
148,-0.03165106705390229
149,0.02061116075477541
150,-0.018249017832380362
151,-0.01013014502120621
152,0.011882722101158545
153,1.6638860783635148e-05
154,0.01614813255602359
155,-0.007562890907010922
156,0.00754981477384434
157,0.0008297253951923688
158,0.011296177377395416
159,0.013345032587162324
160,0.03453127650347727
161,0.006509684551837171
162,-0.01030171918788665
163,0.03396602220281935
164,-0.03073012013710322
165,-0.0033108806542338667
166,0.017312246221409384
167,0.02028369837590186
168,2.53703308361608e-16
169,0.012752420264029493
170,-0.02200435761840978
171,-0.014093533528493291
172,0.022866243219577444
173,-0.014637568337803539
174,-0.003889620275422986
175,0.011576715828147701
176,0.001315254121459888
177,-0.05251715030812084
178,-0.009043383487739668
179,-0.008181442235002329
180,-0.02391552529384477
181,-0.006382053675783459
182,-0.010283653098148117
183,-0.019174936504035414
184,-0.005008164494055489
185,0.010301848521741265
186,-0.009081575563579187
187,-0.032128867109801104
188,7.003946034256357e-17
189,0.04300101279546493
190,-0.01243129548478264
191,-0.024070687031947438
192,-9.26776017040609e-16
193,-0.03200036996404599
194,0.025595891325196237
195,0.012355422967145618
196,-0.019678265844942394
197,-0.010882929206544828
198,0.010779392026132022
199,-1.0842021724855042e-18
200,1.9298798670241976e-17
201,0.01164958235906751
202,-0.03489304417519007
203,-0.013437373327906193
204,0.037964173161543824
205,-0.011970049921977659
206,-1.3487475025719673e-16
207,-0.0017249761162286537
208,-0.0291980421779007
209,-0.010478849162311102
210,-0.010249659714929929
211,0.03147580762567415
212,2.7755575615628907e-17
213,0.011064119630179765
214,-0.0033614969536333575
215,2.913593801986968e-11
216,0.027199953513001897
217,-0.010992484412542258
218,-0.019745557615776455
219,-0.02251161974458514
220,0.04518517768479751
221,-0.0030409935301252875
222,-0.02525427077217736
223,0.018825300803463518
224,1.778091562876227e-17
225,0.02511213665973527
226,0.013404274555921135
227,-0.006074766142502064
228,0.027350386768259887
229,-0.03127225303589114
230,0.000896277266692336
231,-0.0009322508366752484
232,0.0005301536863467632
233,-0.005600530845180829
234,1.9515639104739076e-18
235,-0.03405734829135624
236,-0.014386610901015008
237,-0.028092628483838217
238,0.029731337310603803
239,-0.021916703029459507
240,-0.0047514670809301746
241,0.00015158349200057508
242,0.031655374099801695
243,0.020660677034285136
244,-0.01202994549460896
245,-0.013886676549938567
246,0.0015420715604960145
247,-0.009960805297274927
248,0.005598105499152495
249,-2.784231178942775e-16
250,-0.021338347992847874
251,0.03879324866926743
252,2.717205461826542e-15
253,0.015480503991109855
254,0.002642419954615858
255,-0.033232072943791394
256,0.009644843315867962
257,0.002156012191354161
258,-0.009392802056955796
259,0.05224990504777283
260,-0.017554659019716267
261,0.02203594408460819
262,-8.153200337090992e-17
263,0.02254005431043111
264,0.03903168819625026
265,0.05947335469334339
266,0.010055378354593485
267,0.0005568783291070344
268,0.0181094375401438
269,-0.008159046386780616
270,5.605010135493678e-15
271,-0.0037364972066096006
272,-0.027469602641957816
273,-0.00021407378434990508
274,0.010078696862832083
275,-1.539567084929416e-17
276,0.009421399308137764
277,-0.05141510946958602
278,0.00010385569935040972
279,0.043422454788643726
280,-0.013207606183874409
281,0.017288621475632992
282,-4.672911363412523e-17
283,-0.0282142223389886
284,-0.022636596655866086
