,u2_1
0,-0.017865293952396
1,0.00970151755548937
2,0.016412673202941153
3,-0.021972921940578427
4,-0.015417463176955581
5,-0.015214109356932716
6,-0.004339167037005533
7,-0.007423669754564392
8,0.011777472726566991
9,-0.02418743171283602
10,-0.02598419864684928
11,0.010108124682441913
12,0.0041585764443139855
13,0.03949681794815352
14,-0.011305183751351054
15,-0.022479944884304857
16,-0.022242414801623856
17,-0.0014877882615509882
18,-0.024619588246939453
19,-0.01368090236596123
20,-0.01832400314797262
21,0.020226957601671005
22,-0.004018831395419777
23,-0.013750158850573305
24,0.03849963874477175
25,-0.015246947066143221
26,0.024137008912492305
27,-0.009477469812345235
28,-0.02080074602623756
29,-0.0037521064462119995
30,-0.018667611337102496
31,-0.008059282949443209
32,-0.02564898214005769
33,-0.0066393280840675705
34,0.011706270068769448
35,0.008609479143915978
36,-0.009570225131120807
37,-0.02672262872464182
38,0.008120594010718097
39,-0.003691777599102793
40,-0.019130557047241894
41,-0.016369494207419285
42,-0.01564134262960457
43,-0.01317598424899156
44,-0.007162251739837362
45,-0.018458761255982697
46,-0.017781917121409394
47,0.0006536101010546981
48,-0.016439388861049335
49,-0.015215984505249113
50,-0.019295320678016214
51,-0.0005924919602658138
52,-0.004831230182581208
53,0.0032383758439072886
54,-0.0023853284556113433
55,-0.015922377371359108
56,-0.024371810909424616
57,-0.021137989811959287
58,-0.0066532874096810225
59,0.00737867270238455
60,-0.02001798420632279
61,-0.016188255768317745
62,-0.024118685781354336
63,-0.018319817197576742
64,-0.024189820150651593
65,0.0
66,0.04652580027056474
67,-0.004216659765402909
68,-0.011532013080906789
69,-0.022143070058495237
70,-0.02009252505563107
71,-0.010250914303563095
72,0.0009077732964562641
73,-0.025246741375100214
74,-0.019469341322809135
75,-0.017133082739184107
76,0.0004394679928951402
77,-0.027155004809882338
78,-0.014524483147208798
79,-0.011173612075416632
80,0.015606072021811423
81,-0.027371565257344698
82,-0.015127935134277624
83,-0.02403582186414518
84,-0.012255440647018702
85,-0.013863877279293934
86,-0.016572085450295062
87,0.0
88,-0.017671167362856725
89,-0.027342247136030114
90,-0.016731322120780524
91,0.007894513571492382
92,0.03896385838393821
93,0.03305428213691354
94,0.01626630493413243
95,-0.003193471264014062
96,-0.018514552970686698
97,-0.011217715435615488
