,u1
0,0.0
1,-0.007116337599599335
2,-0.015293970210981308
3,0.03333570196325527
4,0.008839413966910506
5,0.010197238057171395
6,-0.01866989164876449
7,0.011555807516190562
8,0.005964798617795956
9,-0.011698325254052339
10,0.026043662008844455
11,-0.0071444602430568
12,-0.018822406128897188
13,-0.025541272750361114
14,-0.016102134830275314
15,0.023408408477286965
16,0.024484191466229585
17,0.0024415632149061835
18,-0.009736265192529065
19,-0.021284687819255108
20,-0.0025805380314275713
21,0.0020476928754522917
22,0.009932183701679417
23,-0.023393668713914822
24,0.011002572256782205
25,0.02694193565379634
26,-0.03791083789382853
27,0.002934876246438095
28,0.008333836374647713
29,0.00010845419080954326
30,-0.03416579509634223
31,0.014610170554822196
32,0.03230206911557488
33,-0.03898516778822154
34,0.015687708356690682
35,0.017244816196476023
36,0.012474091049716784
37,0.006901469138965536
38,0.015294591322051836
39,-0.004555551163039384
40,-0.02555902545951625
41,-0.03131429173829251
42,-0.03443097604557992
43,-0.0269053324938102
44,-0.05750075426780331
45,-0.002916398049403563
46,0.0002321654996660145
47,-0.0021373718683912355
48,0.018411769804719137
49,-0.0038268811936650457
50,-0.015895725189592792
51,0.00910276119178563
52,-0.006669667691493484
53,0.021207130541734315
54,0.013558973645810397
55,0.0381017991082586
56,0.004150471299503172
57,0.02141640832014535
58,0.0004062652588100846
59,0.005378142426365947
60,-0.012779930577033435
61,0.005247846669136978
62,-0.0020474338405613176
63,-0.04360970967866297
64,0.03861777857784914
65,0.030804602337118413
66,-0.0014592994685926548
67,-0.05861062045503347
68,-0.01113557780745165
69,0.044174434875706374
70,-0.015218354889949643
71,-0.013846545245402075
72,-0.005589607400745878
73,0.027623314134001518
74,0.01981417781776461
75,-0.0027916636305068865
76,0.011940302433559362
77,0.0307303319889049
78,0.00544298262883718
79,-0.0033391714621500155
80,-0.0017172014014357768
81,0.022446387394808556
82,0.023073709519807112
83,-0.016020331045923278
84,-0.0008127530029472168
85,-0.049458575351504594
86,-0.041781980068601024
87,0.0047985489215544375
88,0.023559923406072103
89,-0.016442634925900323
90,-0.013460446808026022
91,-0.005667469988039609
92,0.002134111820172495
93,-0.005957964299542182
94,-0.002407617853890393
95,-0.004760669683850055
96,-0.0060843789569832
97,0.002010819443631326
98,0.020788853618866728
99,-0.006697007191805987
100,-0.015546907778440328
101,0.061238179752046415
102,0.0018101466991205322
103,0.03065722448426595
104,-0.012039984650662845
105,0.026369733211089385
106,0.00010777745309327566
107,0.03622786619059346
108,-0.015679403293464116
109,0.03496049539189246
110,-0.007123588610980022
111,-0.015905536571434124
112,-0.0318076197831865
113,-0.01842248831995932
114,0.01618840470507022
115,-0.012244806907818779
116,0.005486653049357413
117,-0.02691141700851881
118,0.03386312748065719
119,0.001445654517203834
120,0.027303188872986675
121,-0.006785519714421692
122,-0.005629268124785339
123,-0.019578633190550827
124,-0.009113591919565301
125,0.0035989366839217327
126,0.007206490204288273
127,0.013851495801734618
128,0.017470990010056794
129,0.00520194852660296
130,-0.0162628755218954
131,-0.021637897242757474
132,-0.005561971337985456
133,0.006040410869695619
134,0.009356932157319149
135,-0.044855770840838805
136,0.033723236228440326
137,0.0005206561400527253
138,-0.03898613580918042
139,-0.009347187322838211
140,0.03307836875203048
141,-0.0038400935485884543
142,0.029476733322380613
143,0.011575168804933861
144,0.016975730440608145
145,0.0015031488092350864
146,0.053819747466949945
147,0.029676527248619376
148,0.006819364143533554
149,0.002016633147552474
150,0.017891169562783613
