,u3
0,1.3452071325660672e-05
1,2.4138811018481944e-05
2,2.9537304624459174e-05
3,0.00942441478086715
4,-0.037474849775699884
5,-0.028696307334957937
6,3.0843925503953873e-15
7,0.050433489503598015
8,0.027854099836705816
9,-5.668208957754217e-16
10,0.014621991472457348
11,-0.005119276763854315
12,0.008463289915624084
13,0.04025713748972898
14,-0.04463325679682656
15,-0.0001804108268710213
16,0.0412468487996383
17,0.0028871055279330515
18,0.00020295592337176143
19,0.005623358456028596
20,0.035522271810178085
21,-0.0009944889964009478
22,0.028426546929798572
23,-0.01902059287342918
24,0.11286433759737778
25,-0.0004338359198322668
26,-0.021668204921656057
27,8.708311849403572e-16
28,0.10140484376242048
29,-0.004008038540927741
30,-0.06541992389965358
31,0.03755263348938561
32,-0.0028066123638175377
33,3.5359599635763553e-06
34,0.015161220712235815
35,-0.09845783633051554
36,0.05294950099270823
37,0.036262016179726964
38,-5.4616684438957286e-15
39,-0.00012330944559539603
40,-0.0308964574101293
41,-0.034251271604115584
42,0.019743986035137124
43,-0.07037695414248367
44,-0.00022175683292873535
45,1.3877787807814457e-17
46,-0.0037186022560143353
47,-0.0009129263744054655
48,0.041539451199576256
49,-0.09341370207799407
50,0.0021184163844023356
51,4.531965080989409e-16
52,0.002692838522243128
53,0.008869849123679273
54,0.04460204645221527
55,-0.00267270538235926
56,0.03805947443825843
57,0.16701518524858655
58,0.007149325429585266
59,0.008082807394356841
60,0.01059588875354281
61,0.012464895094508025
62,-0.0590259736494049
63,0.0017417784119286334
64,0.0008303252409186365
65,-0.00015356247287332675
66,-0.027679662047342835
67,-0.015179926658527377
68,-0.0015507076398489637
69,-0.00525591966204667
70,-0.0019178184034699152
71,-2.193406436173109e-06
72,2.7764420575629157e-05
73,-0.0026707744482761878
74,-0.04092979213843885
75,-0.03944012057657964
76,0.08462477565699511
77,-0.016115845067960908
78,-0.017391472840477654
79,-0.011442776637009346
80,0.020485800167586915
81,-6.7220534694101275e-18
82,0.02061514866676325
83,-0.03128462598614011
84,-0.04473117831667357
85,-0.008869774820603221
86,1.5013818504222075e-05
87,0.004242060043714419
88,-0.007829688594652466
89,0.004625589120318505
90,-0.021434632515934974
91,0.10056334010797216
92,-0.1677205858619412
93,0.1118178395603525
94,-2.2174049193140777e-05
95,-0.000644762220262881
96,-0.0021292322692890346
97,0.01567013121600617
98,-0.0028228619708294085
99,0.042637777838647264
100,1.371515748194163e-16
101,-0.02614333593086008
102,0.14950443598281338
103,-0.037149604456140316
104,-0.14414826275118606
105,-0.06696943779479084
106,-0.026906047495964626
107,0.05768220384866742
108,-2.4425735859769334e-06
109,-2.8009201523279377e-06
110,0.002013328194839817
111,-0.026237938046395345
112,-0.0016463833455357345
113,-0.036356067511309105
114,-0.020090549100881563
115,-0.018273176203958134
116,7.719519468096792e-17
117,0.009488646547598387
118,0.008319617158944904
119,0.039311321295188696
120,-0.061517465164636236
121,-0.008653909345237765
122,0.016245336005174055
123,0.01711887035015184
124,5.551115123125783e-17
125,-1.0115606269289756e-16
126,0.013608964514498955
127,0.009964516504024645
128,-0.0008363078549529913
129,-0.05092237649847166
130,0.05440813219685357
131,-0.004407765088407815
132,0.0236429008166084
133,0.019817605539489143
134,-0.03668688640572124
135,-0.022126846305967666
136,-0.004157250784892281
137,0.045568750674301224
138,0.020118508232036324
139,-0.02658466841338358
140,-0.004788119192849874
141,0.00030356206677845137
142,0.07078661418764826
143,-0.0022770115249478307
144,-0.0020694985965546116
145,-0.022790211895873245
146,0.0032907023248327782
147,0.03260279437909121
148,-0.028309758596240596
149,-0.006463734034230018
150,-0.025665920258479823
151,0.028008973782891217
152,-0.015896544556652195
153,-0.021026560632829778
154,0.015382801852062212
155,-0.09870871915137729
156,-0.005152025280850863
157,-0.01452013074630585
158,-0.011974857693298533
159,-0.003818218534021044
160,-1.3069142333184155e-05
161,0.004591838620926872
162,0.011133985517628382
163,0.00018767462248462166
164,0.010487940402783655
165,-0.031183496353288424
166,-0.09824670051107814
167,0.039132825589402585
168,0.01290912345532124
169,-0.004781413413784031
170,-0.06299187278020757
171,-0.05621277517518348
172,-5.724587470723463e-17
173,-0.013558778243240775
174,-0.0005913254735245318
175,-0.005478219409223524
176,0.03479678497991208
177,9.540979117872439e-17
178,-2.7755575615628914e-17
179,0.053043637830409905
180,-0.06959388794374767
181,-0.006296082744716173
182,0.055202177407928876
183,8.113230867982285e-05
184,4.108083544705341e-05
185,0.0004673796071851045
186,0.0374885008810058
187,-0.00833839339406339
188,-0.004191747035817497
189,-0.04924126943539053
190,-0.03132469632579726
191,0.01433200643457343
192,0.047168993103941535
193,-0.01964960321038919
194,0.031095451250723168
195,-1.6306400674181987e-16
196,-0.08934282686350281
197,-0.11852113331577073
198,-1.0755285551056204e-16
199,-0.04723864943886023
200,-9.020562075079397e-17
201,0.0032942200602289287
202,0.014088208020202627
203,0.08205717811069749
204,-0.014409430890496795
205,-0.005586874320152813
206,0.02058272449586958
207,0.05783200338051167
208,8.153200337090993e-17
209,-0.05539489568025255
210,-0.05630196655222088
211,-0.16665142605756872
212,0.02967794657650544
213,-1.717376241217039e-16
214,0.07211052259196384
215,0.021387671513728695
216,0.03588286935120048
217,6.314393452555578e-16
218,-0.014348048622442662
219,-0.08956961974532746
220,-0.013456748957309148
221,-0.04244362672929093
222,-0.009684568623282826
223,-0.0006160489538125377
224,-0.0053192542337567005
225,-0.037122981719477074
226,0.01694423180083128
227,3.469446951953614e-17
228,-0.010857548519168366
229,-6.938893903907228e-18
230,-0.0152211056597242
231,0.020909501724257575
232,0.0011493105740432608
233,-4.960805405132154e-05
234,-0.011734707084898885
235,0.025854754191079427
236,0.008602951136853648
237,-0.01347397902490493
238,0.00040558057129196556
239,-0.09454015414457442
240,-0.16220873839889255
241,0.1624859853301037
242,-0.15411040844268295
243,0.04561341252304616
244,-0.002056675310195608
245,9.020562075079397e-17
246,0.019758820568496642
247,-9.71445146547012e-17
248,0.0599781133586933
249,-0.03177577331184632
250,0.06802979407792072
251,0.002029465180161234
252,5.551115123125783e-17
253,-4.9850463615727235e-05
254,-0.0025688958168203395
255,-0.003959857309019924
256,9.020562075079397e-17
257,4.5102810375396984e-17
258,-0.046022943041467014
259,-0.09261807120396116
260,-6.106226635438361e-16
261,0.0062768274837259625
262,6.938893903907228e-17
263,0.0015036508358814622
264,-0.002762014080335238
265,0.07289136971160456
266,0.13882713038646932
267,0.05172543319089352
268,0.0009821370828931226
269,0.06939639331259902
270,0.027358751404374736
271,0.04854126510162113
272,-0.0006243728981406596
273,0.04699372624273189
274,0.11836304057101885
275,0.008507969059267173
276,-0.02228769724161641
277,0.0480694141322842
278,0.08363137055495633
279,0.019449578212245997
280,-0.007241487671142858
281,0.08422896859222877
282,-0.002625286353127162
283,-0.14586023309423998
284,-0.004232402517877201
285,0.020697636281092995
286,0.007071656674826031
287,-5.551115123125783e-17
288,-5.551115123125783e-17
289,0.11982173724580603
290,0.014800808353196655
291,0.0009222021260515186
292,0.0035068237301024057
293,0.0233555682107699
294,0.026235417927859463
295,0.00014098065084745657
296,0.047984844724105
297,-0.0333007839635331
298,-0.012382021193957695
299,0.00018548155073599138
300,0.0022518721666662366
301,0.00839018256359937
302,-1.734723475976807e-18
303,0.04144955252406662
304,-0.0613422385446233
305,0.03744595323770717
306,-0.011756570540394404
307,-0.022620631564333627
308,-0.02829522124027039
309,0.029957310346338133
310,0.015513239007166682
311,-0.026253115504459423
312,0.00043824773045553846
313,-0.010161424535743481
314,-0.011226389478725382
315,0.029573713415277557
316,-0.09599623174751436
317,0.059705220765881015
318,0.07421778105432064
319,5.421010862427522e-20
320,0.0007145172968681061
321,0.04898219542410039
322,0.06069822971694934
323,0.012213262165543737
324,-0.02697992670325433
325,-0.029330312888510547
326,-3.1763735522036263e-22
327,0.12059320990721177
328,-0.06822709826007767
329,-0.0006134409097276289
330,-0.023587977754925125
331,1.3234889800848443e-23
332,-0.04994030818153159
333,-0.0626905888114216
334,0.05299696674987495
335,-0.023972809880735184
336,-0.03299825233909101
337,-0.00633669759371466
338,-0.021322469804115892
339,-0.02140168394671613
340,-0.031331928957453584
341,-0.005971091531082279
342,0.010872822016043374
343,0.013244738481402635
344,-0.014814080832056181
345,-0.007572184740406636
346,0.08335981017065368
347,0.018312200281829248
348,-0.008243392888587598
349,0.1834353577163268
350,7.888609052210118e-31
351,-0.03291830332835466
352,-0.01122636872353336
353,-0.2433152102935047
354,0.009522363213873555
355,-0.0041459699670763515
356,-0.0261668856347038
357,1.8081190554167367e-05
358,-0.01125170468763641
359,0.00985709882730613
360,0.005943745650974542
361,-0.04031039221761815
362,0.019002416674592102
363,0.02594317381488317
364,0.0017585839495224227
365,0.09155878097785868
366,0.0012933397918523184
367,-0.004441646052170757
368,-8.740554538094422e-25
369,-0.01110733387687296
370,0.14424502380325863
371,0.08421549186947173
372,-0.004067358423832372
373,-0.009412397977224412
374,-9.15253322526895e-07
375,1.3392420232232678e-25
376,0.033183397969677994
377,-0.08668361819018383
378,-0.02538614085773966
379,0.0055728677334555745
380,-0.03980948730480386
381,0.041279640888650646
382,0.1690654090572101
383,0.006687922387536938
384,0.011048331927384287
385,3.568279967495569e-21
386,-0.03652234763763314
387,0.028108668465059567
388,0.03289957461107372
389,-0.00425785394076358
390,0.0023298632077229956
391,0.000148139183673194
392,0.12322058637706446
393,-0.115559398694512
394,0.03387514867086914
395,0.004050094811813804
396,-0.018673322680217402
397,0.15916310396305833
398,-0.0003028580992039566
399,0.06201962810765399
400,-0.0037114751481463126
401,-0.054287181462162964
402,-0.06819069403254495
403,-0.06449363533473743
404,-0.0662118401142758
405,4.864760488041955e-09
406,-0.02866974375869612
407,-0.04781492632894283
408,0.00027302605923704544
409,-0.029935647653840797
410,0.06544658282533423
411,0.003601626950573716
412,-1.2048817095928447e-37
413,7.805282489459989e-35
414,0.001430894509210754
415,0.029416156610033117
416,0.012759796333923514
417,-0.05712520866228634
418,-0.13105150190339956
419,0.0012197550051777065
420,2.705350361418648e-05
421,-0.020933655194170113
422,0.0
423,0.0019069196160915762
424,-0.005745369892816968
425,0.016975686145652355
426,-0.0036595704293659066
427,-0.004301962733181291
428,-0.050235180032354464
429,-0.0030920739974782344
430,-0.03398845628049642
431,0.0
432,0.0661448669745622
433,0.06867190676861816
434,0.0
435,-0.008363124422936193
436,-0.030632617960282507
