Name,Score
C10orf90|118611,-0.039313215677260545
FAM3D|131177,-0.03905483303499479
DYNLRB2|83657,-0.03879040825807661
PPP4R4|57718,-0.03874346436735779
SCEL|8796,-0.03859190438018621
MAOB|4129,0.0384034627755594
KIF1A|547,-0.038348227050782044
SYT8|90019,-0.03834409441182592
MNX1|3110,0.03833137909471608
FAM83E|54854,0.038266033011507834
LOC400696|400696,-0.03814286916981456
SLC6A14|11254,-0.03809585110817336
ACE2|59272,-0.03803854985130069
ANXA8L2|244,-0.03795028220297348
GREB1|9687,-0.03775318381934466
KCNN4|3783,0.03765114749348831
GPM6A|2823,-0.037554658213037155
SORCS2|57537,-0.037426877468732175
NEU4|129807,0.037405259565905666
KLK6|5653,0.037394842268426695
GLI1|2735,-0.03732248959610537
PPP1R14C|81706,-0.03729017402822884
NDP|4693,-0.037275759352672994
ACTG2|72,-0.03697088844406592
SCN3B|55800,-0.036772000361653845
CBLN2|147381,0.03670639967657319
GALNTL1|57452,-0.036600318063760726
DCLK1|9201,0.036579529641890526
?|90288,-0.03653976991336216
DPYSL5|56896,-0.03649857545686331
PLA2G10|8399,0.036477268271890496
LHX2|9355,-0.03646779223020821
C6orf15|29113,-0.03621245653711404
ABCA8|10351,-0.03604000667539104
TCL1A|8115,0.035503587506922174
AFF3|3899,-0.03546121583963992
GRIK1|2897,0.03544927475421303
SLC25A18|83733,0.035206213561768805
LRRC4C|57689,-0.03517534178373958
AGR2|10551,0.035028997323768636
ABCA10|10349,0.03492678878790227
FABP4|2167,0.03481216740949369
SLC27A2|11001,-0.034776157054864094
APOBEC3A|200315,-0.034726568792984046
NRIP3|56675,-0.03456693422391938
FCER1A|2205,-0.034527079196744505
PEBP4|157310,-0.03450110365306834
ATP8A2|51761,-0.03436782199738227
RANBP3L|202151,-0.03412500995419879
CDC20B|166979,0.03398067053944749
FST|10468,-0.033924132652778424
TMC5|79838,-0.03386524004060261
ANKRD30B|374860,0.03376425921004614
SOX10|6663,0.03373219581781665
TCAM1P|146771,0.0337056557514184
FUT3|2525,-0.033587326212467676
SLC7A3|84889,0.033559719228121974
DNAH5|1767,0.033512122650817905
HPX|3263,0.03333027598915289
ANKRD30A|91074,-0.03329502515515169
TFF1|7031,-0.03327938980434808
VTCN1|79679,-0.0332646801275499
SLC6A16|28968,0.033190223877465466
DLX2|1746,-0.03310172035940736
CADM2|253559,-0.03300443556137562
TOX3|27324,0.03295689844970363
DHRS2|10202,0.032916635219792156
PLP1|5354,0.03265846406803281
GGT3P|2679,-0.032647437387204714
CHAD|1101,-0.03254844615653608
GRM4|2914,0.032424770525866
PDE1C|5137,0.032390177543400026
CYP21A2|1589,-0.03223803398412814
CFB|629,0.032080743924643974
ABHD12B|145447,-0.03193676775216723
SMYD1|150572,0.03185833345200158
MS4A1|931,-0.03168452786733623
D4S234E|27065,-0.03162508408513022
AMY1A|276,0.031598368428962624
EDN3|1908,-0.0314000041913556
CXCR2P1|3580,-0.031329818332852144
KIF5C|3800,-0.031286295860607424
NGFR|4804,0.03091888057079232
MEGF10|84466,-0.030893570295185035
C16orf89|146556,0.030839296693688314
FOXC1|2296,-0.030736645569391836
CT62|196993,-0.0307037235101935
CDHR3|222256,-0.030655704472085335
RGMA|56963,-0.030551902225869922
TNFRSF17|608,0.030459389477953187
CSDC2|27254,-0.030416653136005233
SLITRK6|84189,-0.0304098734984468
TMC3|342125,-0.03040671134424434
PCP4L1|654790,0.030206919590799863
PI15|51050,-0.03020162203539741
