Name,Score
hsa-mir-190b,0.15905301761876206
hsa-mir-18a,-0.14008811978642705
hsa-mir-577,-0.13514531034232105
hsa-mir-934,-0.13400376448940304
hsa-mir-505,-0.13239551956465606
hsa-mir-135b,-0.12687169816676805
hsa-mir-452,-0.11407370767403505
hsa-mir-224,-0.11125183007530504
hsa-mir-146a,-0.10624508871964504
hsa-mir-29c,0.10526903490808605
hsa-let-7a-3,0.10500005162713404
hsa-let-7a-2,0.10480885600007105
hsa-let-7a-1,0.10470482349870004
hsa-mir-17,-0.10446213802616804
hsa-mir-590,-0.10183334663667502
hsa-mir-942,-0.10179319340816803
hsa-mir-342,0.10009164524154902
hsa-let-7b,0.09890866862546563
hsa-mir-375,0.09554906127166793
hsa-mir-155,-0.09296184487157823
hsa-mir-9-1,-0.09277306063077673
hsa-mir-9-2,-0.09248610788395613
hsa-mir-19a,-0.09164508678198123
hsa-mir-519a-1,-0.09103899483730622
hsa-mir-664,0.09072775048217253
hsa-mir-142,-0.09005545964956263
hsa-mir-10b,0.08880677319274513
hsa-let-7e,0.08700203967724113
hsa-mir-584,-0.08681905138761793
hsa-mir-197,-0.08587630155497472
hsa-mir-301b,-0.08557233430292102
hsa-mir-501,-0.08556045705567093
hsa-mir-365-1,0.08550695187630312
hsa-mir-18b,-0.08529958906199593
hsa-mir-378,-0.08506548700118223
hsa-mir-365-2,0.08469287386347223
hsa-mir-149,0.08414652104668743
hsa-mir-125a,0.08365874864471642
hsa-mir-146b,-0.08319923906235333
hsa-mir-30a,0.08024328593863182
hsa-mir-130b,-0.08012721812458062
hsa-mir-188,-0.07964247690686133
hsa-mir-10a,0.07937969700860703
hsa-mir-877,-0.07892592494073412
hsa-mir-20a,-0.07827427511558663
hsa-mir-3682,-0.07820844013039333
hsa-mir-106b,-0.07805053901455343
hsa-mir-101-1,0.07769784323151763
hsa-mir-337,0.07720375145432463
hsa-mir-502,-0.07615983307821743
hsa-mir-186,-0.07582498481417073
hsa-mir-548b,-0.07536468199718682
hsa-mir-3913-1,0.07525160850510253
hsa-mir-182,0.07429504700253962
hsa-mir-34c,0.07376385679718553
hsa-mir-576,-0.07342143712957443
hsa-mir-195,0.07315364445639483
hsa-mir-106a,-0.07188021582420463
hsa-mir-193b,0.07109717403062712
hsa-mir-19b-1,-0.07103882704134602
hsa-mir-26a-2,0.07060414534431322
hsa-mir-26b,0.07031912124370363
hsa-mir-421,-0.06988191799292313
hsa-mir-493,0.06978633141666653
hsa-mir-497,0.06889905238851103
hsa-mir-500a,-0.06871671046957653
hsa-mir-107,0.06835671813465632
hsa-mir-223,-0.06820148387453413
hsa-mir-500b,-0.06794524496338153
hsa-mir-103-1,0.06762432114935363
hsa-mir-409,0.06718310652049223
hsa-mir-19b-2,-0.06697595934416103
hsa-mir-3200,-0.06697355046967263
hsa-mir-532,-0.06624002032739222
hsa-mir-199a-1,0.06526206739918083
hsa-mir-579,-0.06517538082655713
hsa-mir-150,-0.06500033861407403
hsa-mir-382,0.06499772177009473
hsa-mir-431,0.06491118058982402
hsa-mir-455,-0.06433878180497493
hsa-mir-758,0.06427615686683193
hsa-mir-511-1,-0.06409635777365552
hsa-mir-887,0.06406557572162283
hsa-mir-3647,-0.06384798994025492
hsa-mir-487b,0.06375805342294273
hsa-mir-22,0.06281354927649503
hsa-mir-625,0.06221101820036382
hsa-mir-127,0.06176028906080822
hsa-mir-1306,-0.06146138033801302
hsa-mir-148b,0.061164625961686224
hsa-mir-152,0.06097213168405252
hsa-mir-1301,-0.060851340599460124
hsa-mir-105-1,-0.06035933483520232
hsa-mir-92b,0.06031267088605332
hsa-mir-410,0.059902055207238424
hsa-mir-654,0.05988914365406472
hsa-mir-105-2,-0.05889791333844932
hsa-mir-370,0.05841393617806842
hsa-mir-199a-2,0.05824791089500352
hsa-mir-338,0.05792440269451622
hsa-mir-362,-0.057656801433831624
hsa-mir-885,-0.05729360607264142
hsa-mir-361,0.05718039919734452
hsa-mir-193a,0.05714503663370102
hsa-mir-766,-0.05689912567093972
hsa-mir-134,0.05668328809822772
hsa-mir-21,0.05654977941288492
hsa-mir-642a,0.05626561462653442
hsa-mir-3150b,-0.05567081216285432
hsa-mir-511-2,-0.05487179288178622
hsa-mir-379,0.05441871619695982
hsa-mir-29b-2,0.05434517938931542
hsa-mir-545,-0.05400210542846092
hsa-mir-222,-0.05335189234268922
hsa-mir-3926-1,0.05271765389148422
hsa-mir-301a,-0.05266371915796772
hsa-mir-139,0.05257573254106902
hsa-mir-653,0.05242896277422712
hsa-mir-432,0.05236558512398152
hsa-mir-483,0.05225798898714472
hsa-mir-1307,-0.051567308629164116
hsa-mir-199b,0.05122682170522201
hsa-mir-145,0.05119480501911761
hsa-mir-33a,-0.05098892583612001
hsa-mir-153-2,0.050824391746940915
