,u2_0
0,-1.2126876818285837e-05
1,1.183145152516829e-05
2,-8.941152574237776e-05
3,-5.288800847402797e-05
4,5.5779820364421084e-05
5,-1.6920307521317568e-05
6,-9.498063423762915e-06
7,0.0003255719654635669
8,4.3928895079758945e-05
9,0.0001975902424398157
10,1.4773842423210226e-05
11,1.0282081142065636e-07
12,7.686161639597344e-06
13,0.00047369096756888496
14,1.0172091542415274e-06
15,-7.491722373131893e-06
16,-5.129039663565038e-05
17,-1.670498691375144e-05
18,-1.9734299632645502e-05
19,4.012318987278718e-06
20,0.000590549362730286
21,2.0968180889369137e-05
22,-1.9527879841163553e-05
23,-8.08932603035828e-06
24,-1.4374767969727031e-05
25,9.919355569998345e-05
26,-2.259225066403303e-05
27,2.1005856950750967e-05
28,4.272968561913615e-05
29,5.125200053335277e-05
30,-0.0001020220993126486
31,-2.3565111140655404e-05
32,-2.6915360445300962e-05
33,-3.717975616268632e-08
34,-0.00014999390603520624
35,0.00010423505453971416
36,-7.826242498509828e-06
37,0.0001330956284224527
38,-3.6105928625573824e-05
39,-3.8093343821543613e-06
40,5.336369130581886e-05
41,0.00021455213618359892
42,8.917311076217516e-06
43,-0.00012439416360798816
44,-7.169057804290446e-06
45,-3.677032305837713e-05
46,-3.479644454529307e-05
47,9.34845764142267e-05
48,0.00023789986987843292
49,-0.0003003536819896624
50,0.00011362730864128423
51,7.01421811282188e-05
52,0.00010951358503241693
53,3.2100584270722266e-06
54,4.3470321015703917e-05
55,-7.027212662436e-06
56,2.770646570304791e-05
57,2.9285480110274875e-05
58,-4.896245371810437e-06
59,2.6824043537487796e-05
60,4.306299994816243e-05
61,6.279343719839403e-05
62,-4.497898554767232e-05
63,-5.9223278642051014e-05
64,9.152854123506415e-05
65,3.2354240264709233e-06
66,2.114117499729673e-06
67,-1.5647535642315802e-05
68,6.640144969694006e-05
69,-3.898176717953561e-05
70,0.00016741817757903732
71,7.155194062136161e-06
72,-8.593456914596231e-05
73,-8.722568596475355e-05
74,5.487644383350698e-06
75,0.00013423181956007113
76,-5.342492492843576e-07
77,0.000135241592511548
78,-9.363242187987453e-05
79,7.879360821227976e-05
80,-7.4356882393544765e-06
81,0.00015416762074238477
82,-1.938062784212491e-05
83,1.2098847662400658e-05
84,3.482954115874293e-05
85,-1.1537247106119253e-05
86,4.368879480765031e-05
87,-7.273740690649788e-06
88,-5.171755123711819e-06
89,2.1273374173347293e-08
90,3.1789691231409734e-05
91,1.0584619404951923e-05
92,-5.802484004391317e-08
93,-4.040047807407632e-06
94,0.00017139430070045591
95,0.00011361428240341809
96,1.71578740548739e-07
97,0.00015515857791115195
98,0.00012646802924365375
99,-1.5742531159546047e-05
100,0.00018501379241797622
101,2.727431105320477e-05
102,-1.6195338728763886e-05
103,-1.2258671942433352e-05
104,0.00014722348597828727
105,0.00020567760974188332
106,4.0028440574602087e-05
107,-0.00018937931407236874
108,0.00010740090298710925
109,2.2092210516078126e-05
110,4.9438660159495385e-05
111,-1.6724317053018467e-05
112,6.332113798102057e-05
113,-3.5634657677974246e-06
114,1.3029518827423203e-05
115,-3.1051361716549764e-05
116,7.716021682746543e-05
117,1.089329651371429e-05
118,-0.0003359314274611336
119,7.866668685352352e-07
120,-0.00020797757378154813
121,0.0002572310658184307
122,4.527365472384304e-05
123,0.0001409145220314656
124,-6.308859745729478e-07
125,1.5978304956476563e-05
126,-0.00012142136059800634
