Name,Score
CD164L2|388611,4.2027589404610936e-05
CD177|57126,6.335539320709914e-05
CD19|930,1.043087211553593e-05
CD1A|909,0.00012654934812297817
CD1B|910,0.00010439464809205806
CD1C|911,1.980028132353198e-06
CD1E|913,6.670635394373849e-05
CD207|50489,4.41894558496626e-05
CD247|919,4.74223702668045e-05
CD24|100133941,2.3764130755220004e-05
CD27|939,2.1539177309217017e-05
CD300LG|146894,2.2810519454559987e-05
CD3D|915,7.879775581848457e-06
CD3E|916,2.0624468591911065e-06
CD3G|917,1.2956164373410932e-05
CD40LG|959,5.360658578462054e-05
CD5|921,5.637295528289949e-05
CD7|924,2.430394957277648e-05
CD8B|926,4.951146960470464e-05
CDCA7|83879,8.651225753649018e-05
CDHR1|92211,6.894893530873817e-05
CDHR3|222256,1.4860424575168294e-05
CDR1|1038,2.6228655561782122e-06
CEACAM7|1087,5.089136495850948e-05
CECR2|27443,0.00011800464321151941
CECR7|100130418,2.9531234494710253e-05
CELF3|11189,0.00012370504643620156
CELF4|56853,0.00013812007462695158
CELF5|60680,0.00011916720071665027
CELSR3|1951,1.1133548994148746e-05
CENPV|201161,6.210114463514171e-05
CES3|23491,6.78421580881136e-05
CFTR|1080,3.194310701181213e-05
CHGA|1113,0.0001545044735653889
CHGB|1114,9.349015805153036e-05
CHI3L1|1116,7.133035973355879e-05
CHI3L2|1117,8.917154132683091e-05
CHIT1|1118,7.299920734811933e-06
CHODL|140578,2.7434724613364898e-05
CHRDL1|91851,2.0602920347707794e-05
CHRM1|1128,1.711233939644365e-05
CHRNA5|1138,4.8831122046987636e-05
CHRNA6|8973,0.0001271827259872826
CHRNB2|1141,7.859040970681164e-05
CHST4|10164,9.0528046217646e-05
CHST8|64377,6.172127796484892e-05
CIDEC|63924,9.319253866143627e-05
CITED1|4435,4.493955051998431e-05
CITED4|163732,2.746739518962839e-05
CKB|1152,2.836664722947283e-05
CKMT1A|548596,5.549030114155202e-05
CKMT1B|1159,7.858749023906364e-05
CLCA4|22802,3.7020415287759945e-05
CLDN1|9076,3.007003938103567e-05
CLDN9|9080,5.973858288529575e-05
CLEC10A|10462,7.759203135650454e-05
CLEC12A|160364,6.619254074434189e-05
CLEC17A|388512,2.3073895178110685e-06
CLEC2L|154790,7.303754524440564e-06
CLEC3A|10143,2.5531700416411322e-05
CLEC4E|26253,0.00010527676957743967
CLEC4F|165530,1.814450634778927e-05
CLEC9A|283420,4.467753177378156e-05
CLUL1|27098,6.308399252678161e-05
CNKSR2|22866,4.3160620483993e-05
CNR1|1268,6.173038271015332e-05
CNR2|1269,3.681892875262934e-05
CNTN1|1272,7.568973929364735e-05
CNTN3|5067,1.5568254662237526e-05
CNTN4|152330,0.0001024847125679231
CNTNAP2|26047,4.5734603356844446e-05
CNTNAP3|79937,5.5095908203945114e-05
COCH|1690,3.879618595518849e-05
COL11A2|1302,4.684131191313984e-05
COL21A1|81578,6.188215136779361e-05
COL22A1|169044,0.0001680713689308147
COL28A1|340267,4.751224806428353e-05
COL29A1|256076,3.980926714217225e-05
COL2A1|1280,6.939277382254908e-05
COL4A3|1285,3.0875966579606066e-05
COL7A1|1294,2.3156331480003073e-05
COL9A1|1297,5.141091123745353e-05
COL9A3|1299,4.067057938300857e-05
COLEC11|78989,2.07330914828342e-05
CORIN|10699,2.7514522163801697e-05
COX6B2|125965,9.702728234652502e-06
CPAMD8|27151,4.808082112998548e-07
CPB1|1360,4.212409146337605e-05
CPEB1|64506,6.992425633283257e-05
CPNE7|27132,5.463550437694757e-06
CP|1356,1.233742030802969e-05
CR1|1378,9.90760161708235e-06
CR2|1380,0.00012151367099386709
CRISPLD1|83690,4.216821524508362e-05
CRYAB|1410,2.1556993154765807e-06
CSAG3|389903,3.518780109185862e-05
CSDC2|27254,9.165320890177143e-06
CST1|1469,1.4239205762787143e-05
CST6|1474,5.8205161071541524e-05
CSTA|1475,7.374979499648908e-05
CTLA4|1493,2.6100169654055382e-05
CTSG|1511,3.419336229080942e-05
CTSW|1521,3.9747525607731435e-05
CUX2|23316,5.613262251108941e-06
CWH43|80157,1.7986525100603855e-05
CXADR|1525,1.1266021994586345e-05
CXCL10|3627,2.5501846198847486e-05
CXCL11|6373,2.8912221453010843e-05
CXCL1|2919,6.315149134239038e-05
CXCL3|2921,1.0780756286397384e-05
CXCL6|6372,2.6707311132155233e-05
CXCL9|4283,6.618029814310804e-05
CXCR1|3577,8.500848349683691e-05
CXCR2P1|3580,2.6729529787004896e-05
CXXC4|80319,3.546069619055841e-05
CXorf57|55086,3.068280823065622e-05
CYP27C1|339761,6.7423342712640084e-06
CYP2A6|1548,2.3154963197041605e-06
CYP2A7|1549,6.168050709226883e-05
CYP2B6|1555,5.9367818703441e-05
CYP2C8|1558,4.1669338793100945e-05
CYP2D6|1565,9.390886563679356e-05
CYP39A1|51302,3.169070743249201e-05
CYP4A11|1579,6.988633331810862e-05
CYP4F12|66002,0.00014873116156367513
CYP4F22|126410,0.00018873032735522286
CYP4F8|11283,7.459483856264789e-05
CYP4Z1|199974,2.5290928422809827e-05
DARC|2532,4.315627988140331e-05
DBC1|1620,6.572657116627838e-05
DCAF12L2|340578,3.394916322517876e-05
DCDC1|341019,1.395214269423179e-05
DCLK1|9201,1.3887022610135021e-05
DDX11L2|84771,4.328090940795117e-05
DEFB132|400830,6.683267582723707e-06
DEFB1|1672,5.767784189576343e-05
DES|1674,4.249330857841867e-05
DGCR5|26220,6.307628514004201e-05
DHRS2|10202,3.771461995685771e-05
DIRAS1|148252,8.881583295833648e-05
DIRAS3|9077,1.5342901371166054e-05
DISP2|85455,5.623831391630945e-05
DKK1|22943,2.9144223849931075e-05
DLGAP1|9229,0.00012760036595729378
DLX1|1745,0.00010497660418380611
DLX2|1746,0.00011348509604974322
DLX3|1747,3.6015791816938826e-05
DLX4|1748,1.4834762349602378e-05
DLX6|1750,2.4347062124344425e-05
DMKN|93099,0.00011706696262318172
DMRT2|10655,0.00010315593627209556
DNAH11|8701,2.314066248735161e-05
DNAH2|146754,7.880109524393305e-05
DNAI1|27019,4.4360468680346806e-05
DNAJC22|79962,1.2890324980813475e-05
DNAJC5B|85479,1.3968831159699958e-05
DNALI1|7802,6.5157348710854115e-06
DNASE1L3|1776,1.8848170780096234e-05
DNER|92737,0.0001580236088673868
DOCK3|1795,5.911118754171102e-06
DOK7|285489,5.248418317418765e-05
DPEP1|1800,6.872794711329853e-06
DPF1|8193,7.761443517363962e-05
DPF3|8110,2.583755387830101e-06
DPY19L2P1|554236,2.7142485998636373e-05
DPY19L2P2|349152,5.78781319980635e-05
DPY19L2P4|442523,4.444028902013049e-07
DPYSL4|10570,5.37140319442784e-05
DPYSL5|56896,0.00016481416117742324
DSG1|1828,5.021305237195262e-05
DSG3|1830,3.555342054300687e-05
DUOXA1|90527,1.5001851450819976e-05
DUSP26|78986,3.1009721742221564e-05
DUSP4|1846,1.811789638230855e-05
DUSP5P|574029,5.3226919059320166e-05
ECEL1|9427,0.0001181502146323506
EDARADD|128178,1.963780735299443e-05
EDIL3|10085,6.783213068334863e-05
EFCAB1|79645,2.7201388781024368e-05
EFHC2|80258,4.497260468782796e-05
EGFL6|25975,7.741228804660685e-05
EGFR|1956,4.874426202796515e-05
EGR4|1961,8.043372720754184e-05
EHF|26298,2.539525245148646e-05
ELAVL3|1995,1.4692756613675705e-05
ELF5|2001,4.985566944754891e-05
ELOVL2|54898,5.8978605597528e-05
ELOVL3|83401,2.396056064899897e-05
EMID1|129080,2.4432002371899778e-05
EMID2|136227,0.00010387874401703964
EMILIN3|90187,8.434884396867153e-05
EMX1|2016,5.775752927933703e-06
ENHO|375704,4.6381052900465125e-05
ENPP3|5169,0.00010313610523012126
ENTPD8|377841,8.423310217886946e-05
EOMES|8320,3.0409426481511307e-05
EPHA7|2045,2.6523612618203077e-05
EPHA8|2046,7.268998356695261e-05
EPHB6|2051,4.1635405366553086e-05
EPHX3|79852,8.629892239520905e-06
EPO|2056,2.9332598694038206e-05
ERAP2|64167,2.745412470694738e-05
EREG|2069,4.934583450066208e-06
ERP27|121506,1.138853775313992e-05
ESPNL|339768,1.4236120690458855e-05
ESPN|83715,4.3962269757415275e-05
ESYT3|83850,4.107002108921895e-05
ETV4|2118,8.806273988299752e-05
EXTL1|2134,5.655935804402524e-05
EYA1|2138,1.9021676837039062e-05
EYA4|2070,6.493723895735674e-05
FABP7|2173,7.929930811996974e-05
FADS2|9415,3.771425502589853e-05
FAIM2|23017,7.250195298732677e-06
FAM129C|199786,1.4624934421258298e-05
FAM131C|348487,7.770305719676151e-05
FAM132A|388581,2.561923197433511e-05
FAM150B|285016,0.00010918815350808248
FAM178B|51252,5.117373849653127e-05
FAM189A2|9413,6.375739505425437e-05
FAM196A|642938,6.159222784063376e-05
FAM196B|100131897,1.9458016554905625e-05
FAM198A|729085,3.679426308642388e-05
FAM19A5|25817,2.1128543225387946e-05
FAM3B|54097,7.494679452742718e-05
FAM69C|125704,3.091062413733575e-05
FAM83A|84985,0.00010877016715729574
FAM83B|222584,5.453268844609142e-05
FAM83E|54854,0.00013997391809137514
FAM92B|339145,1.4034919029176574e-05
FASLG|356,1.2068838894191508e-05
FAT2|2196,7.864531493367493e-06
FBN3|84467,0.00013124286390242757
FBXL16|146330,2.131284613949913e-05
FCER1A|2205,2.025476339157751e-05
FCER2|2208,7.469662276497028e-05
FCGBP|8857,9.87575010152964e-05
FCGR3B|2215,2.103234206273434e-05
FCN1|2219,5.0949996315482904e-05
FCN2|2220,5.004707992187164e-05
FCRL2|79368,8.622148531539994e-05
FCRL3|115352,7.10631949801644e-05
FCRL6|343413,6.013904245615093e-06
FCRLB|127943,6.449168005409233e-05
FER1L4|80307,2.0873171419192827e-05
FER1L6|654463,8.084857788061292e-06
FERMT1|55612,7.893406596970753e-05
FGB|2244,7.189373763194084e-05
FGD3|89846,2.761745982859528e-05
FGF10|2255,9.557909230568737e-05
FGF5|2250,8.765502102441603e-06
FGF9|2254,0.00010896606297601796
FGFBP2|83888,1.374068800647533e-05
FGG|2266,2.2862879286673094e-05
FIBCD1|84929,7.410656444383642e-05
FIGN|55137,4.062224114074841e-05
FLJ35024|401491,2.3847016222255338e-05
FLJ40330|645784,0.00010500286550297767
FMN2|56776,7.282496976948651e-05
FMO1|2326,8.811894545059459e-06
FMO2|2327,4.173341703730189e-05
FMO3|2328,4.6589682806898476e-05
FMO6P|388714,7.81020796624395e-05
FOXC1|2296,1.674212427651851e-05
FOXD1|2297,4.304614563439849e-05
FOXJ1|2302,6.1001706602963214e-05
FOXP2|93986,4.736215493843144e-05
FRAS1|80144,1.0753326068368614e-05
FREM2|341640,4.625380561848944e-05
FRMPD2|143162,5.8219440310332175e-06
FST|10468,2.2295354385810972e-06
FUT9|10690,0.00011599543510961016
FXYD1|5348,6.609299369844725e-05
G0S2|50486,3.0438354929644965e-06
GABRB3|2562,0.0001215987236306455
GABRE|2564,0.00011230925817677359
GAD1|2571,1.1092366865229767e-05
GALNT13|114805,9.016609089575393e-06
GALNT14|79623,0.00012224876064920967
GALNT3|2591,5.303909826618321e-05
GALNT5|11227,5.664814156154583e-05
GAL|51083,0.0001382211308060197
GBP5|115362,5.4133050466431806e-05
GCNT3|9245,2.155905386447599e-06
GDF1|2657,3.0345743882572052e-05
GDF5|8200,9.770827322377625e-07
GDPD3|79153,8.193944502612052e-05
GFRA1|2674,8.474463612989144e-05
GGT1|2678,8.237000052103518e-06
GGT6|124975,8.938194381842278e-05
GGTLC2|91227,4.893394159348027e-06
GJB1|2705,4.9065072071593226e-05
GJB2|2706,1.8616695216168538e-05
GJB3|2707,6.275733172036061e-05
GLB1L2|89944,9.04675640396619e-05
GLP1R|2740,6.458071380615644e-05
GLRB|2743,5.228762412444904e-06
GLYATL1|92292,1.4928742220003269e-05
GLYATL2|219970,0.00018053721367128619
GLYAT|10249,9.248956062691469e-06
GNA14|9630,1.865183814879611e-05
GNG4|2786,5.2300915946862245e-05
GNLY|10578,5.516796807396032e-06
GP2|2813,0.00014212531872882352
GPC2|221914,8.123913127706269e-05
GPC3|2719,6.806846750932411e-05
GPD1|2819,5.44541105377784e-05
GPIHBP1|338328,1.3820340724652302e-05
GPM6A|2823,8.060775932427702e-05
GPR110|266977,6.186552497946899e-05
GPR114|221188,1.0901308130810161e-05
GPR115|221393,5.280765552812094e-06
GPR126|57211,9.605233609819448e-05
GPR156|165829,1.9119675922594193e-05
GPR158|57512,2.2713821673644314e-05
GPR174|84636,2.9713488297695516e-05
GPR39|2863,1.5978399301188046e-05
GPR55|9290,5.0688873964491136e-05
GPR64|10149,4.6268366640705736e-05
GPR87|53836,3.5345885127660492e-06
GPR97|222487,2.9226957482019222e-05
GPR98|84059,1.8055590458447445e-05
GPT|2875,3.240992181604936e-05
GRAMD2|196996,6.63278500793388e-05
GRB14|2888,0.00022677205322745844
GREB1L|80000,4.468317108173417e-05
GREM2|64388,1.2043633461423066e-05
GRHL3|57822,9.318683296725531e-05
GRIA2|2891,3.6998304879493715e-05
GRIA3|2892,4.831534943423159e-06
GRIK1|2897,3.661783307543955e-05
GRIK3|2899,9.35578633994781e-06
GRIK4|2900,6.445523821340624e-05
GRIN1|2902,6.929198225124129e-05
GRIN2A|2903,4.173749318469563e-05
GRIN2C|2905,2.9137367201224067e-05
GRM4|2914,3.8473970493200826e-05
GRPR|2925,8.917508150295855e-06
GSC|145258,9.205203024107728e-07
GSDMC|56169,0.00012549569393599001
GSTA1|2938,5.480027422665017e-05
GSTA2|2939,4.6928667373354635e-06
GSTM1|2944,8.273198440956543e-06
GSTM3|2947,2.6602983648802456e-05
GSTM5|2949,6.824301669629691e-05
GSTT1|2952,1.108156574454622e-05
GTF2H2B|653238,3.589613824160992e-05
GTSF1|121355,0.00014502748458656447
GUCY1B2|2974,4.650726217130248e-05
GZMM|3004,5.1138389078821445e-05
HABP2|3026,3.1449456121638433e-06
HAL|3034,2.3051169607699986e-05
HAP1|9001,2.4412675978836316e-07
HAS1|3036,3.4161298314842914e-05
HBA1|3039,6.283295210769844e-05
HCN2|610,2.0070062045707262e-05
HCN4|10021,3.748225374097067e-05
HDC|3067,1.2517901777383994e-06
HEPACAM2|253012,2.851581787396769e-05
HEPHL1|341208,1.553396536085527e-05
HERC2P4|440362,6.005507818711315e-05
HES2|54626,1.2698481739247725e-05
HGD|3081,2.563583530789545e-05
HHIPL2|79802,2.809924246791292e-06
HIF3A|64344,0.00011914397791119394
HIST1H2AE|3012,2.7182391330004e-05
HIST1H2AG|8969,4.9251295551022586e-05
HIST1H2BC|8347,3.432170973419161e-06
HIST1H3D|8351,2.4084676443200653e-05
HIST1H3G|8355,2.000223878158147e-05
HIST1H3H|8357,4.78829446556904e-05
HK3|3101,4.3596779417094126e-05
HLA-DOB|3112,0.00010667000870406203
HMGCS2|3158,5.965442410772023e-05
HORMAD1|84072,9.202672496111184e-05
HOXB9|3219,3.20075560683673e-06
HOXC13|3229,7.832119273675022e-05
HOXD13|3239,0.00010432390548918797
HPDL|84842,8.673307207275553e-05
HPGD|3248,3.545584005583489e-05
HPX|3263,3.978507296808667e-05
HRASLS5|117245,2.0249466091985217e-05
HRASLS|57110,5.664133229973087e-05
HRCT1|646962,1.0495183168363136e-05
HR|55806,5.685673932943006e-05
HS3ST5|222537,1.1161687448295001e-06
HS6ST2|90161,5.2822595001968855e-05
HS6ST3|266722,4.0683133161176506e-05
HSD11B1|3290,3.493977506643599e-05
HSD17B2|3294,4.730712890229623e-05
HTR3A|3359,0.00011723116644829292
IBSP|3381,2.971173593154482e-05
ICAM5|7087,4.668914182652102e-05
ID4|3400,5.7674900839195825e-05
IDO1|3620,5.085314042092595e-05
IFNG|3458,4.922518594793884e-05
IGF1|3479,1.7101279560856066e-06
IGF2BP1|10642,3.412167822004698e-05
IGF2BP2|10644,1.2383745096337983e-05
IGF2BP3|10643,1.5974768973665404e-05
IGFALS|3483,1.0897657580410496e-05
IGFBP5|3488,2.2085158369689348e-05
IGFL1|374918,9.894981743697315e-05
IGLON5|402665,5.4310994916284415e-05
IGSF10|285313,1.0230897008965709e-05
IGSF9B|22997,3.399952473881626e-05
IKZF3|22806,0.00010014649393545407
IL12A|3592,1.630044664633968e-05
IL12B|3593,7.187841935072617e-05
IL12RB2|3595,2.9688408735480592e-05
IL1F5|26525,7.329325531828376e-05
IL1R2|7850,3.687359953539362e-05
IL1RAPL2|26280,3.585656123153562e-05
IL1RL1|9173,5.265841446805791e-05
IL22RA2|116379,7.170610338612066e-05
IL24|11009,1.9908124430801715e-05
IL33|90865,5.4686773206462715e-05
IL6|3569,4.5115182764759745e-05
IL7R|3575,2.825199956027576e-06
IL8|3576,1.7473410717061872e-05
INA|9118,3.613344949638541e-05
INSM1|3642,4.759510504607593e-05
IQUB|154865,4.546982334170526e-05
IRF4|3662,1.0466560871680069e-05
IRX1|79192,4.417208159684824e-06
IRX4|50805,5.604448870485131e-05
IRX6|79190,2.3467056050561888e-05
ISG15|9636,7.161440309146155e-06
ITGA2B|3674,3.045736074117821e-05
ITGA8|8516,6.134484467455772e-05
ITGAD|3681,6.0176782594563305e-06
ITGB6|3694,2.9214656857846474e-05
ITGB8|3696,4.608058180469483e-05
ITIH5L|347365,3.5667534864114874e-05
IVL|3713,2.60705158525682e-05
JPH3|57338,8.877056809603893e-05
KANK4|163782,3.634858442745942e-05
KBTBD12|166348,8.494639170166502e-05
KCNB1|3745,3.380879502009776e-05
KCNC1|3746,2.949509365828977e-06
KCNC2|3747,7.239845045439925e-05
KCNF1|3754,6.829519338341611e-05
KCNG1|3755,2.7024293322274456e-05
KCNH1|3756,9.161308682052339e-06
KCNH2|3757,8.318934591852716e-06
KCNH6|81033,1.145886209987519e-05
KCNH8|131096,3.286524370607613e-05
KCNIP2|30819,1.1715304256664356e-05
KCNJ10|3766,6.20141495762683e-05
KCNJ16|3773,4.81261829149962e-05
KCNJ6|3763,1.1629018754141684e-05
KCNK15|60598,4.491957652789602e-05
KCNK17|89822,0.00010378010002216781
KCNK3|3777,5.912498898885729e-05
KCNK5|8645,2.2154383662352547e-05
KCNMA1|3778,7.089606731253732e-05
KCNN4|3783,0.00011004994455463663
KCNQ4|9132,1.8411135566055357e-05
KCNQ5|56479,0.00011593964471776621
KCNS1|3787,2.461076425064243e-05
KCNT1|57582,3.622570949383719e-05
KEL|3792,1.5768129142797468e-05
KERA|11081,2.897992383084187e-05
KIAA0125|9834,1.0078127394195088e-05
KIAA0319|9856,0.000210115281931986
KIAA1045|23349,9.179577821396007e-05
KIAA1199|57214,3.6579957953884876e-07
KIAA1210|57481,1.5124770238710563e-05
KIAA1644|85352,5.57122416794994e-06
KIAA1751|85452,3.7282156934864904e-05
KIF5C|3800,4.7128619965292164e-05
KIR2DL4|3805,3.475692402839453e-05
KIRREL2|84063,1.7860896580568897e-05
KIRREL3|84623,3.0556785769721774e-05
KIT|3815,1.554784430127455e-05
KLHDC7A|127707,7.410152607226812e-05
KLHDC7B|113730,7.345620392952539e-05
KLK10|5655,7.763418847095481e-05
KLK11|11012,8.15410722523034e-05
KLK14|43847,3.2049955513777955e-05
KLK1|3816,4.270069293855284e-06
KLK5|25818,0.00012708646009513066
KLK6|5653,2.6365872862149813e-05
KLK7|5650,8.421061378965957e-05
KLRC1|3821,2.2119576700759507e-05
KLRC2|3822,3.291794767538111e-05
KLRC3|3823,2.438703384829431e-06
KLRD1|3824,5.43591832511688e-05
KLRG2|346689,0.00018418083973699756
KLRK1|22914,1.1237712172101212e-06
KMO|8564,4.999067620614714e-06
KNDC1|85442,9.929034505164337e-05
KPNA7|402569,2.6800553920136346e-05
KREMEN2|79412,5.111463233883176e-05
KRT13|3860,7.144593132123745e-05
KRT16|3868,2.9158601050898344e-05
KRT17|3872,5.003691390638159e-06
KRT1|3848,4.199307019236079e-05
KRT23|25984,2.0137294221701328e-05
KRT6B|3854,0.00014036334566313162
KRT6C|286887,4.8253833293288504e-05
KRT7|3855,9.949727739354258e-05
KRT81|3887,5.317814243154721e-05
KRT83|3889,0.00012580313898139807
KRT9|3857,1.5484524735129408e-05
KYNU|8942,2.0912055495000887e-05
L3MBTL4|91133,3.151241776908778e-05
LAD1|3898,5.987617655912753e-05
LAMA1|284217,5.089554504586511e-05
LAMC2|3918,8.602027518656676e-05
LAMC3|10319,1.5360578691858005e-05
LAMP3|27074,4.7761307430023054e-05
