Name,Score
LASS1|10715,9.533026788440598e-05
LASS3|204219,4.005066406673906e-05
LAX1|54900,4.070053906617676e-05
LCK|3932,4.5913452796031856e-05
LCN10|414332,0.00011769960172009622
LCT|3938,2.2209230616271743e-05
LDLRAD1|388633,5.4696098323805904e-05
LEP|3952,0.0002375432816062553
LGALS12|85329,7.026302804837513e-05
LGALS2|3957,6.042794276900047e-06
LGALS7|3963,2.9848401742671454e-05
LIN7A|8825,9.474404010267327e-05
LINGO1|84894,4.4488013552893384e-05
LIPH|200879,2.3986900324203567e-05
LMO3|55885,0.00010177576871772418
LOC100124692|100124692,1.8185160082352887e-05
LOC100128977|100128977,2.843717993374279e-05
LOC100133669|100133669,3.776564275355316e-05
LOC100144604|100144604,2.0217367378079048e-05
LOC100188947|100188947,4.4785855140776725e-05
LOC148696|148696,5.519804176342839e-06
LOC152225|152225,3.447369596631201e-05
LOC157381|157381,1.979189299259672e-05
LOC220594|220594,5.614175741417493e-05
LOC255167|255167,1.679103791034624e-05
LOC283867|283867,2.395597593834174e-05
LOC285548|285548,0.00013926817280613147
LOC285593|285593,4.3324956315922285e-05
LOC285629|285629,4.208550422422482e-06
LOC286002|286002,3.910713272251777e-05
LOC286467|286467,1.463356953627466e-05
LOC339535|339535,3.49712704306558e-05
LOC389458|389458,1.5094851974385521e-05
LOC389493|389493,4.762713718093262e-05
LOC400696|400696,3.24427467784661e-05
LOC400759|400759,8.993532209931545e-05
LOC441666|441666,5.359481212115273e-05
LOC554202|554202,5.684923347064254e-06
LOC613037|613037,3.503548419423579e-05
LOC645323|645323,3.069957032221452e-05
LOC647946|647946,9.149185464773691e-05
LOC654433|654433,0.00010404912697034859
LOC728875|728875,1.2122522155892905e-05
LOC84856|84856,0.00010249912206109589
LOC96610|96610,4.49073408199509e-05
LPPR3|79948,5.760429459485355e-05
LRAT|9227,2.499264395441101e-05
LRRC14B|389257,1.2784990982167933e-05
LRRC16B|90668,4.500766212400297e-05
LRRC26|389816,2.3590120046323725e-05
LRRC43|254050,6.189883605043228e-05
LRRIQ1|84125,4.211957437635405e-05
LRTM2|654429,0.00011468630702497073
LTA|4049,7.691517979487855e-05
LTB|4050,7.385192229256342e-05
LTF|4057,3.503629966504508e-05
LTK|4058,2.0211702579463222e-05
LY6D|8581,9.080153218193135e-05
LY6G6C|80740,8.816700154303089e-06
LY6H|4062,2.0377846454787835e-05
LY6K|54742,0.00013258374101949208
LYNX1|66004,5.771556148510974e-05
LYPD6|130574,2.5752473217394683e-05
MAEL|84944,0.0001325847933311017
MAGEA1|4100,7.521675054158692e-05
MAGEC1|9947,6.0894306063161194e-05
MAGED4B|81557,3.429691578948521e-05
MAGED4|728239,3.677907563950379e-05
MAP7D2|256714,2.2520411023936435e-05
MAPK10|5602,2.4410112136831943e-05
MAPK15|225689,1.2015119268897002e-06
MAPK8IP2|23542,3.0275017242298224e-05
MAPT|4137,6.592980250405735e-05
MARCH4|57574,1.8264011318199812e-05
MARCO|8685,0.00012513063554591938
MASP1|5648,2.0458439363279635e-05
MAST1|22983,0.00010286275845911801
MATN4|8785,4.736991202036041e-05
MCHR1|2847,1.905574686062607e-05
MCOLN3|55283,4.5286384065866404e-05
MDFI|4188,7.870209134181751e-05
MED12L|116931,6.651926639017873e-05
MEOX1|4222,9.255189318268301e-05
MESP1|55897,2.7596572462784802e-05
MESP2|145873,8.024632630858559e-06
METRN|79006,3.0346145733828577e-05
MFAP4|4239,3.149043967237671e-05
MFI2|4241,5.198633532913233e-05
MFSD6L|162387,1.5693037576811597e-05
MGAT5B|146664,3.875133466610008e-07
MGC2889|84789,5.913750426899879e-05
MGC29506|51237,5.760663241742684e-05
MGC45800|90768,7.535665535694006e-06
MGP|4256,3.880327753239617e-05
MGST1|4257,7.140817999497456e-05
MLC1|23209,9.699349250956415e-05
MMP13|4322,2.6628038871518515e-05
MMP16|4325,1.8633993633764165e-05
MMP1|4312,1.869675670067833e-05
MMP25|64386,4.468395038719232e-06
MMP3|4314,2.0320626133846233e-05
MMP9|4318,8.644552275839872e-05
MMRN1|22915,4.275455976934069e-05
MNX1|3110,0.0001309226952116483
MPP2|4355,8.348741007607586e-07
MPP6|51678,1.1618971473418658e-05
MRAP|56246,3.59746213535376e-05
MS4A14|84689,2.618660737630018e-05
MSI1|4440,8.2988141591372e-05
MSL3L2|151507,5.931481764800467e-05
MSLN|10232,9.811556511475906e-05
MSMB|4477,1.9141480045396045e-05
MT1H|4496,1.3320926696551904e-05
MT1L|4500,5.000794411009558e-05
MT1M|4499,4.251222589930597e-05
MUC13|56667,5.211725396807496e-07
MUC15|143662,3.1370661466625807e-06
MUC16|94025,7.07472959936005e-05
MUC21|394263,3.066480504824666e-05
MUC5B|727897,1.7611606199460124e-05
MYBL2|4605,0.00010526641065775104
MYBPC1|4604,2.391018667029661e-05
MYH11|4629,1.318493016437862e-05
MYL7|58498,1.488166793335914e-06
MYO16|23026,3.7767569151937025e-05
MYO3B|140469,6.474742062241008e-06
MYOC|4653,8.85378624953703e-06
MYOZ1|58529,2.510796596618158e-05
MYPN|84665,0.00011559127725158986
MYT1|4661,1.8107683324426016e-05
NALCN|259232,5.7219510771575374e-05
NAT8L|339983,5.325627429955888e-06
NBPF4|148545,9.251870925305849e-05
NCCRP1|342897,2.0853803907022648e-05
NCR3|259197,3.463117533705663e-05
NCRNA00052|145978,4.030449584579773e-05
NCRNA00110|642976,5.7490555726284164e-05
NDP|4693,1.9237391210003e-05
NEFL|4747,7.478642248408156e-05
NEFM|4741,4.1628989666971145e-05
NETO1|81832,1.2535657084924284e-05
NFE2|4778,3.503311660992322e-05
NIPAL1|152519,1.620061310651136e-05
NKAIN1|79570,8.704552162269083e-05
NKG7|4818,2.322924396683908e-05
NKX3-2|579,9.741739123798051e-05
NKX6-1|4825,4.241555805655143e-05
NLGN1|22871,7.633305600105644e-05
NLRP2|55655,9.921252578472918e-06
NLRP5|126206,1.3028196783898607e-05
NMU|10874,3.1497945971444827e-05
NOL4|8715,6.036068969917946e-05
NOVA1|4857,8.157951938238871e-05
NPAS1|4861,4.203645478364201e-05
NPB|256933,6.619181974930133e-06
NPFFR2|10886,1.0860077280438155e-06
NPHS1|4868,2.1927893509163293e-05
NPM2|10361,1.2550167717909183e-05
NPTX2|4885,1.3967684891350573e-05
NPW|283869,8.779717736775464e-05
NPY5R|4889,1.891292387521792e-05
NRG2|9542,4.252580180877493e-05
NRG3|10718,2.669906545649782e-06
NRIP3|56675,8.292266388642968e-05
NRK|203447,3.023756263735041e-05
NRTN|4902,8.338527970101467e-05
NRXN1|9378,0.00011833402915272446
NRXN3|9369,0.0001422464271981784
NTF3|4908,4.738242590396142e-05
NTN4|59277,3.660169368524085e-05
NTRK3|4916,1.5445711282343237e-05
NXPH2|11249,5.276484825571621e-05
OBP2A|29991,4.868423583009875e-06
OCA2|4948,3.0035218667333026e-05
ODZ3|55714,6.182813041500561e-05
OLAH|55301,2.3843360956209877e-05
OPRK1|4986,0.00013165718835475587
OR2B6|26212,6.969724098772312e-06
OR2W3|343171,1.5830393287990136e-05
OR7E91P|79315,6.657833077424373e-05
OSR1|130497,8.184322497935781e-05
OTOR|56914,1.2987783006092598e-06
OTX1|5013,1.2772989819156859e-05
P2RX1|5023,5.0222898028778416e-05
P2RX2|22953,5.471118588999313e-05
PADI2|11240,4.665539850594389e-06
PADI3|51702,6.775212272318549e-06
PAH|5053,2.4467573818725193e-05
PAK3|5063,2.8437724807138325e-05
PALM3|342979,8.043208768331521e-06
PANX2|56666,8.811536984007876e-05
PART1|25859,7.147192148792006e-05
PAX1|5075,1.0047670828510971e-05
PAX5|5079,9.217573071055321e-06
PAX7|5081,0.00011304625674895105
PAX8|7849,1.8236989116944616e-05
PCBP3|54039,2.8636899687607852e-05
PCDHA12|56137,5.707190959748242e-05
PCDHA13|56136,8.310029106504589e-05
PCDHA1|56147,0.00011794719408637248
PCDHA2|56146,6.785735980840605e-05
PCDHA4|56144,6.007997978007461e-05
PCDHA6|56142,6.712028872922448e-05
PCDHA7|56141,7.005411823869535e-05
PCDHB2|56133,2.4113203629617357e-05
PCDHGA2|56113,6.359228046953298e-07
PCDP1|200373,1.1561904701967933e-05
PCOLCE2|26577,6.709986711993251e-05
PCSK1N|27344,2.5661081922596755e-05
PCSK1|5122,0.00010025865883787093
PCSK6|5046,3.485000464093073e-05
PCSK9|255738,0.00011431387006389862
PDCD1|5133,5.798381754067155e-05
PDE11A|50940,3.2084573346411146e-05
PDIA2|64714,8.998570630313577e-05
PDZK1IP1|10158,1.2963395520667382e-05
PDZK1P1|728939,3.470331373621868e-05
PDZK1|5174,4.841154531655916e-05
PDZRN4|29951,7.906255181304647e-05
PEBP4|157310,9.583984636598579e-05
PEG10|23089,0.00016010111443077503
PENK|5179,3.6113055868893175e-05
PEX5L|51555,0.00012101839484990437
PGBD5|79605,2.5853397692692144e-05
PGLYRP2|114770,4.407125193317273e-05
PGLYRP4|57115,7.578736942095891e-05
PHEX|5251,9.128973058626206e-05
PHGDH|26227,7.86613464797538e-05
PI15|51050,3.3104125991825026e-05
PIGR|5284,3.150088929570052e-05
PIK3C2G|5288,5.464750260766865e-05
PIP5K1B|8395,5.3720619246242656e-05
PIWIL2|55124,5.294480404329348e-07
PKD1L2|114780,3.1061740352981123e-05
PKHD1L1|93035,0.0001013696554579556
PKIA|5569,4.838653289296949e-05
PKNOX2|63876,2.7697983274299882e-05
PKP1|5317,5.454353548379517e-05
PLA2G3|50487,3.3119615152521735e-05
PLA2G4F|255189,1.3232640098979583e-05
PLAC1|10761,6.654702694572095e-05
PLAC2|257000,0.00011019298075087867
PLAC4|191585,5.6676319478946096e-05
PLAC8|51316,2.3435608451031382e-05
PLAT|5327,7.752684284766572e-06
PLCB4|5332,6.216694858256817e-05
PLCXD3|345557,0.00011988170731880623
PLEKHB1|58473,3.8971913056534165e-05
PLEKHG4B|153478,2.1514967111498348e-05
PLEKHG7|440107,4.3179348050182047e-05
PLIN4|729359,3.878177405466961e-05
PNCK|139728,7.1721180541568e-05
PNLDC1|154197,5.2921010164268085e-05
PNMA3|29944,9.111561418723884e-05
PNMA6A|84968,6.078903589886223e-05
PNMT|5409,3.209429918433037e-05
PNOC|5368,9.89389062172727e-07
PNPLA3|80339,0.00013792760717247127
POF1B|79983,0.00011552885902828066
PON3|5446,0.000123733460563661
POPDC3|64208,1.7721439954489403e-05
POU2AF1|5450,1.3160185749710844e-05
POU4F1|5457,0.00010468175466815637
PPARGC1A|10891,3.689945840120769e-06
PPFIA4|8497,6.387138183718905e-05
PPM1E|22843,2.9303013905029143e-05
PPP1R14C|81706,5.6843673116644235e-05
PPP1R1B|84152,1.6055123841448043e-06
PPP1R3C|5507,2.895492458370479e-05
PRAME|23532,0.00012095789289652133
PREX2|80243,3.07155157950943e-05
PRKCQ|5588,3.5081299515067396e-05
PRKG2|5593,1.1085257574160832e-05
PRND|23627,1.8095283883125454e-05
PROL1|58503,6.306618281892864e-05
PROM1|8842,5.24861608908499e-05
PRPH|5630,2.7411976918031597e-05
PRR18|285800,5.393863022327799e-05
PRRT4|401399,1.890600194995987e-05
PRSS16|10279,7.290918091389623e-05
PRSS1|5644,4.262772995307329e-06
PRSS21|10942,9.389889815965265e-05
PRSS50|29122,2.455255432774992e-05
PRTG|283659,1.3106269582772256e-05
PSAT1|29968,3.35222742169402e-05
PSCA|8000,1.2215899094823373e-05
PSG4|5672,0.00014363592021913088
PTGDS|5730,5.269301819107093e-05
PTGS2|5743,2.901520731913789e-05
PTH2R|5746,5.7503929501252105e-05
PTPLA|9200,0.00013192307878070564
PTPRQ|374462,1.3224063097022568e-06
QRFPR|84109,2.8972882698089545e-05
RAB3B|5865,0.00017826459698567379
RAET1E|135250,7.450939462335046e-05
RAET1L|154064,8.899243902963683e-06
RARRES1|5918,6.6469060844803595e-06
RASAL1|8437,9.784343370915678e-06
RASGRP1|10125,6.447774098839289e-05
RBP1|5947,5.431688883616438e-05
RBP4|5950,0.00014200983132654302
RBP5|83758,4.587624046658326e-05
RELN|5649,1.581316917786813e-05
RERGL|79785,4.9597570560111486e-05
RGMA|56963,5.841029547288569e-05
RGN|9104,3.518522538805955e-05
RGS13|6003,9.973313830602004e-05
RGS6|9628,3.459547273981242e-05
RGS7BP|401190,5.077598227400759e-05
RGS9|8787,4.56701181170494e-05
RHBG|57127,1.002535590813161e-05
RIC3|79608,9.0399889951085e-05
RIMS1|22999,8.129955357153165e-05
RIMS2|9699,2.672784149072678e-05
RIMS4|140730,3.803007738203466e-05
RLTPR|146206,0.00012087981154304782
RND2|8153,1.8041857426766962e-05
ROPN1|54763,2.7670442692088548e-05
RORB|6096,6.845846700988594e-05
ROS1|6098,6.663499178004061e-05
RPRM|56475,1.167030211710913e-05
RPS6KA6|27330,1.7229671806490948e-05
RSPH9|221421,3.099921567034744e-05
RSPO1|284654,2.6752421491217116e-05
RSPO4|343637,5.784981393511706e-05
RTBDN|83546,0.0001454287865317033
RTN1|6252,1.3724085243668586e-05
RUFY4|285180,0.0001506141772985116
RYR2|6262,5.055506255898893e-05
S100A14|57402,7.029665566047025e-05
S100A1|6271,1.7900972195116872e-09
S100A2|6273,4.9012612667249505e-05
S100A7A|338324,2.260424997852857e-05
S100A7|6278,4.749661174711436e-05
S100A9|6280,3.696267223611864e-05
S100B|6285,4.7917101587288476e-05
S100P|6286,0.00010249456636222354
SAA1|6288,2.9526329191532826e-05
SALL1|6299,3.6632340234113314e-05
SAMD13|148418,3.656572745921199e-05
SARDH|1757,3.3318443042276316e-05
SBSN|374897,5.2137930934763466e-05
SCARA5|286133,2.2222453953289938e-05
SCEL|8796,9.59788053012062e-05
SCG3|29106,2.6692991063761393e-05
SCGB1D2|10647,1.7140003264621553e-05
SCGB2A2|4250,6.340000992376844e-05
SCGB3A1|92304,6.286156805314916e-06
SCIN|85477,6.263695868317914e-05
SCN2A|6326,5.330197257976894e-06
SCN3A|6328,8.54812419446529e-05
SCN3B|55800,2.059858508534879e-05
SCNN1A|6337,3.87765642836278e-05
SCNN1B|6338,1.142745465951296e-05
SCRG1|11341,9.218972251967142e-05
SCT|6343,2.0084023554280518e-05
SCUBE1|80274,3.1521361632798724e-05
SDK2|54549,9.188015263415155e-06
SDR16C5|195814,1.9873536500759685e-05
SDR42E1|93517,4.139874301788178e-05
SEC14L2|23541,4.897168641077296e-05
SEC14L4|284904,1.2775744772965023e-06
SELE|6401,5.263116889511093e-05
SELP|6403,7.870657828784421e-05
SEMA3E|9723,3.782646407803184e-05
SEPT3|55964,2.007225699963191e-05
SERHL2|253190,5.055356967817748e-05
SERPINA1|5265,1.4333523628546611e-05
SERPINA5|5104,3.312704817852006e-05
SERPINA6|866,0.00015947960392234887
SERPINA9|327657,2.6066588910436185e-05
SERPINB5|5268,0.00013703374401633457
SERPINB7|8710,4.2393151939579386e-05
SEZ6|124925,3.165663718962427e-05
SFRP1|6422,8.989457046216613e-06
SFRS13B|135295,4.6764851418622266e-05
SGPP2|130367,9.534556931945283e-05
SH3GL2|6456,0.00010303298901295088
SHC4|399694,1.8751211442226396e-05
SHISA6|388336,2.8965056743887404e-06
SIGLEC12|89858,3.133226299011046e-05
SIGLEC15|284266,3.8243211031403675e-05
SIGLEC6|946,2.7630126244907054e-05
SIT1|27240,2.575799480076556e-05
SLA2|84174,2.8976773408479633e-05
SLAIN1|122060,0.00010206358617027844
SLAMF1|6504,4.202119961839885e-05
SLAMF7|57823,3.2234990831067968e-06
SLC12A1|6557,0.00015141556934021588
SLC13A5|284111,2.7784674433207744e-05
SLC14A2|8170,2.0116026393531144e-05
SLC15A1|6564,0.00015440477934675504
SLC15A2|6565,5.5344112181447004e-05
SLC16A10|117247,1.999847294058119e-05
SLC16A11|162515,3.982583968297493e-05
SLC16A12|387700,4.5037746374084176e-05
SLC16A6|9120,3.243641989578645e-05
SLC16A9|220963,4.2571404127104376e-05
SLC18A2|6571,2.991655109916777e-05
SLC19A3|80704,2.067858934614097e-05
SLC1A1|6505,2.6606952975974906e-05
SLC1A2|6506,6.976928577857184e-05
SLC24A2|25769,6.486131850656875e-05
SLC26A3|1811,1.4200364491790999e-05
SLC26A5|375611,2.5846677874119517e-05
SLC27A6|28965,2.2633282175697998e-05
SLC30A2|7780,0.00018815022889482607
SLC30A8|169026,2.9824526965320637e-05
SLC35F3|148641,3.564338793547863e-05
SLC4A10|57282,2.715772127803414e-05
SLC4A11|83959,1.8752578978077283e-05
SLC4A4|8671,7.57621290455046e-05
SLC5A11|115584,3.2247058252885715e-05
SLC5A1|6523,7.522955792760377e-05
SLC5A5|6528,4.982537119218712e-05
SLC5A7|60482,5.6452955625045805e-05
SLC5A8|160728,8.117699312815893e-05
SLC6A15|55117,1.1119428640852945e-05
SLC6A16|28968,8.88153494618483e-06
SLC6A17|388662,5.0577534158365215e-06
SLC6A2|6530,7.236565474726636e-05
SLC6A4|6532,3.148128812913672e-05
SLC7A10|56301,3.5992586600471434e-05
SLC7A3|84889,2.3411569512876904e-05
SLC9A2|6549,3.4834397112538246e-05
SLCO1A2|6579,5.1838568705837984e-05
SLCO4A1|28231,6.405480048242975e-05
SLFN13|146857,2.0176799684899867e-05
SLITRK1|114798,0.0001641539328079174
SLITRK6|84189,0.00014342048454355153
SLPI|6590,4.898040727810412e-05
SMC1B|27127,9.251051657992534e-05
SMOC1|64093,2.3670193475142823e-05
SMTNL2|342527,0.00020090996264815242
SNAP25|6616,4.657187158359338e-05
SNORD116-4|100033416,3.3826715359647615e-05
SNPH|9751,5.1470189813358106e-05
SNX32|254122,4.304035258983076e-05
SOHLH2|54937,5.20828430398001e-05
SORBS2|8470,6.997056210011759e-05
SORCS1|114815,5.063804549221504e-05
SORCS2|57537,1.1531010927314306e-05
SOX10|6663,0.00010267930277170771
SOX11|6664,0.00012776334084271487
SOX2|6657,3.6392196886447304e-05
SOX8|30812,0.00010407612504346913
SPAG17|200162,0.00013477912074833786
SPDYC|387778,5.031403193087472e-05
SPEF1|25876,3.54657668757436e-05
SPHKAP|80309,3.047804010191729e-05
SPIB|6689,5.7861473956792955e-05
SPINK1|6690,1.2774189630832706e-05
SPINK8|646424,6.062617385243499e-05
SRD5A2|6716,1.5007691450273276e-05
SRMS|6725,4.9949891400536134e-05
SRPK3|26576,2.399909167855571e-05
SSTR1|6751,7.183406025536644e-05
SSTR2|6752,0.00013055971763381672
ST6GALNAC1|55808,1.189231573374134e-06
ST6GALNAC5|81849,6.736014469139351e-06
ST8SIA1|6489,3.454877468644166e-05
ST8SIA6|338596,1.4576478897177811e-05
STAC|6769,2.50004493188218e-05
STC2|8614,9.29135473222602e-06
STEAP4|79689,6.879552595507461e-06
STK33|65975,3.6655565312542384e-05
STMN2|11075,1.961152744487537e-06
STX19|415117,4.2410562479803385e-05
STYK1|55359,3.613538726880589e-05
SULT1C2|6819,1.7119981771919336e-05
SULT4A1|25830,1.3036723683046618e-05
SUSD4|55061,4.261329147391438e-05
SVOPL|136306,8.11478921473215e-05
SYCE1L|100130958,0.00013451044867608317
SYCE1|93426,6.230026164037337e-05
SYCP2L|221711,1.75523830044013e-05
SYN2|6854,0.0001295746534924775
SYNM|23336,3.5422829608811955e-06
SYNPO2L|79933,0.00011856512716108886
SYT12|91683,0.00010078805241193494
SYT5|6861,3.780963532086967e-06
SYTL5|94122,9.311344215984674e-05
TARP|445347,1.7914909537953242e-05
TAS1R3|83756,2.77696735882442e-06
TBC1D3G|654341,5.193436070330349e-05
TBX1|6899,4.368696293004792e-05
TBX21|30009,1.7282992453020415e-05
TCEAL2|140597,3.2123208739044174e-05
TCL6|27004,1.5381477444416292e-05
TDO2|6999,3.108873523595118e-06
TDRD1|56165,4.23616876830545e-05
TERT|7015,0.0001000050428061888
TEX14|56155,1.5636588459641117e-05
TEX19|400629,2.2118304774828385e-06
TFAP2B|7021,8.975375198481795e-05
TFCP2L1|29842,1.251036815789353e-05
TFDP3|51270,3.819041866924655e-05
TFR2|7036,6.435090513358126e-05
TGM3|7053,1.1886442830403022e-05
TGM5|9333,5.448122622387238e-06
THSD7B|80731,3.663780225241377e-05
TH|7054,0.00010219202258026512
TIFAB|497189,8.800582297414347e-05
TLE6|79816,2.8898371962406056e-05
TLR10|81793,1.3188629660165899e-05
TLX1|3195,7.230717548245636e-05
TMEM139|135932,5.331099755707534e-05
TMEM156|80008,6.986953188478064e-05
TMEM158|25907,3.240718242568365e-05
TMEM215|401498,7.779131787097871e-05
TMEM232|642987,2.3105971874718645e-05
TMEM61|199964,7.615289288816161e-05
TMEM74|157753,8.072927959389685e-06
TMEM84|283673,3.3306464778125616e-05
TMEM92|162461,8.598622172555763e-05
TMPRSS2|7113,2.7799128129805227e-05
TMPRSS3|64699,4.3259470601304176e-05
TMPRSS5|80975,3.4833439508642835e-05
TNFRSF17|608,0.0001011387184398886
TNFRSF18|8784,3.0936630488734074e-05
TNFRSF9|3604,1.454271699099421e-06
TNFSF11|8600,4.9401998224174724e-05
TNFSF15|9966,1.315159421207653e-05
TNMD|64102,1.2584745511887843e-05
TNNC1|7134,2.7195934794893114e-05
TNNI2|7136,4.325848774935437e-06
TNNT1|7138,1.7001868670830435e-06
TNNT2|7139,1.4621723660551174e-05
TNNT3|7140,0.00011725916927589968
TNN|63923,4.534542870226572e-06
TNR|7143,2.246742706431623e-05
TPH1|7166,1.8057997595500138e-05
TRDN|10345,3.937231647318751e-05
TREM1|54210,2.5653289595385402e-05
TRIM29|23650,4.198154957685047e-06
TRIM55|84675,4.468891908735452e-05
TRIM72|493829,4.360896278101714e-05
TRPA1|8989,6.122754401087591e-05
TRPM6|140803,9.400122238090911e-05
TRPM8|79054,8.914750734120932e-05
TRPV3|162514,8.856737479865168e-06
TRPV6|55503,3.4230587274881776e-05
TSIX|9383,2.139984175069809e-05
TSLP|85480,1.0154201664094242e-05
TTC22|55001,4.226795607259631e-06
TTC36|143941,6.293191411276851e-05
TTLL7|79739,6.807319512569377e-05
TTPA|7274,7.197089769107992e-05
TUBAL3|79861,5.4598744493534585e-05
TUBBP5|643224,1.3205352298445746e-05
TYRP1|7306,2.2204458289059625e-05
UBASH3A|53347,7.416605539862477e-05
UGT2B10|7365,2.811678275706894e-05
UGT2B15|7366,7.212556254402659e-06
UGT2B28|54490,2.0643967778983006e-06
UGT2B7|7364,6.002509129008413e-05
UGT8|7368,7.715985349248193e-05
ULBP1|80329,0.00011640305796793623
ULBP3|79465,6.670279468345022e-05
UMODL1|89766,4.9484630538911715e-05
UMOD|7369,6.195622627606755e-05
UNC13A|23025,7.819103122358044e-05
UNC80|285175,6.0401617190824476e-05
UPF0639|400224,4.8850804874764265e-06
UPK1A|11045,1.1178427263355495e-05
UPK2|7379,7.165723882493836e-05
UPK3A|7380,8.973438937220844e-05
UPK3B|80761,2.5735991747058256e-05
USH1C|10083,3.2366361609214333e-06
VANGL2|57216,1.5281881199028346e-05
VAX2|25806,1.9313678520117113e-05
VCX3A|51481,1.7083921205499997e-05
VEPH1|79674,7.271389354403223e-05
VGF|7425,1.634580375492855e-06
VGLL1|51442,0.0002277257325482018
VIL1|7429,6.096174188281667e-06
VIPR2|7434,5.856880708952184e-05
VIT|5212,3.929983842244833e-05
VNN3|55350,3.089272659330736e-05
VSIG1|340547,2.7967461043311693e-06
VSIG2|23584,4.803526723329499e-05
VSNL1|7447,6.722984037914965e-05
VSTM2L|128434,8.069961853908698e-05
VTCN1|79679,3.2771643013422464e-05
VWA2|340706,2.0946070343927978e-05
VWDE|221806,2.5364889253682852e-05
WBSCR26|171022,3.403162224398195e-05
WDR17|116966,7.330999188505953e-06
WDR38|401551,3.040167234388776e-05
WDR65|149465,3.604674481441067e-05
WFDC2|10406,0.00012068925521770704
WFDC6|140870,5.949880719466235e-06
WIF1|11197,6.229671672221226e-05
WISP2|8839,8.143219689148148e-06
WISP3|8838,7.537741589768057e-05
WNT10A|80326,6.869517631467515e-05
WNT11|7481,0.0001290181952637824
WNT6|7475,0.00010588209042172226
WNT7B|7477,8.054183506388973e-05
WT1|7490,0.0001109375902216725
XCL2|6846,1.436246604514061e-05
XDH|7498,5.42450053207224e-05
XKR9|389668,5.847389700261276e-05
YBX2|51087,3.8446491475281924e-05
YSK4|80122,6.63823145870239e-05
ZAP70|7535,8.143212625553489e-05
ZBBX|79740,4.3399595702737785e-05
ZBED2|79413,3.394614025968347e-05
ZBP1|81030,2.204669889264077e-05
ZFP57|346171,9.066292048848889e-05
ZFR2|23217,7.048736451519784e-06
ZMAT4|79698,8.174350811600795e-05
ZNF204P|7754,1.7180759190056668e-06
ZNF208|7757,0.0001444830278449779
ZNF229|7772,7.891115052454878e-05
ZNF257|113835,2.753211804681829e-05
ZNF280B|140883,3.8245503936702755e-05
ZNF385D|79750,1.5762998246703766e-05
ZNF486|90649,5.3891838515001326e-05
ZNF492|57615,5.2243646447425606e-05
ZNF556|80032,4.983928421005573e-05
ZNF648|127665,5.254435778014777e-05
ZNF676|163223,1.784281829441823e-05
ZNF683|257101,1.9778503919014026e-05
ZNF831|128611,3.2804063148272376e-06
ZNF883|169834,2.413147286743498e-05
ZNF98|148198,5.562647189799256e-05
ZP1|22917,3.272072463589746e-05
