,u3_0
0,0.00114263
1,0.000129816
2,0.000313156
3,1.67E-05
4,0.000477537
5,0.000131641
6,0.000786025
7,7.86E-05
8,0.000691853
9,0.000240333
10,0.000209145
11,0.000134905
12,0.000120887
13,0.000463724
14,0.000407824
15,0.000300113
16,0.001502185
17,0.000256352
18,0.000172809
19,8.58E-05
20,0.000136209
21,0.000555689
22,9.41E-05
23,0.000266422
24,6.43E-05
25,0.000590542
26,0.000157209
27,0.00027654
28,0.000491203
29,0.000753079
30,0.000782202
31,2.14E-06
32,0.000746752
33,0.000540283
34,0.000633512
35,0.000140539
36,0.000260708
37,0.001650599
38,0.00103736
39,0.00012328
40,0.001756915
41,0.000769953
42,0.000370023
43,0.000132152
44,0.000214163
45,0.000432727
46,0.001856911
47,9.27E-05
48,0.000909993
49,0.000603218
50,0.000117416
51,0.000592365
52,0.000716751
53,0.000176394
54,0.000407542
55,0.000239836
56,0.000824793
57,0.00105783
58,3.09E-05
59,0.00012969
60,3.85E-05
61,0.001433564
62,1.74E-05
63,1.58E-05
64,5.91E-05
65,6.69E-05
66,0.000541388
67,0.000398784
68,0.000571216
69,0.000354618
70,0.000384728
71,0.000860543
72,0.001074864
73,0.000999955
74,0.000386806
75,0.000675458
76,0.000237457
77,0.000218434
78,0.000192392
79,2.77E-05
80,0.000207822
81,0.000499779
82,0.000218924
83,0.000521473
84,0.000289645
85,0.000249718
86,8.79E-05
87,0.000548081
88,7.54E-05
89,0.000256167
90,0.000215402
91,0.000705297
92,0.000110627
93,0.000264191
94,0.000118204
95,0.000821404
96,4.90E-05
97,0.000221474
98,0.000105157
99,0.000145183
100,0.000899099
101,0.000271091
102,0.000354748
103,0.000287687
104,0.000721267
105,0.00019409
106,0.000118725
107,0.000669435
108,0.001389414
109,0.001032629
110,0.00013275
111,0.000141774
112,0.000223026
113,0.000233514
114,0.000791054
115,7.07E-05
116,0.000168626
117,0.000421888
118,0.0004581
119,0.000914198
120,8.94E-05
121,0.000866529
122,0.000883871
123,0.000116875
124,4.14E-05
125,4.39E-05
126,0.000223286
127,0.000213841
128,0.000168972
129,6.53E-05
130,0.000189294
131,0.001212122
132,5.52E-05
133,0.000323257
134,1.67E-05
135,3.98E-05
136,0.000528447
137,0.000455408
138,0.000553036
139,0.001126905
140,0.000163967
141,0.000767291
142,4.47E-05
143,0.000805945
144,0.000181533
145,0.001063241
146,3.48E-05
147,0.001184047
148,0.000510071
149,0.000149341
150,6.82E-05
151,0.000411673
152,0.000102866
153,0.000458762
154,0.000496859
155,0.000385618
156,0.000175146
157,0.000697878
158,0.000205208
159,0.000309494
160,0.000588129
161,0.00069913
162,0.000245782
163,0.000695105
164,0.000155471
165,0.00014675
166,0.001146927
167,0.000518671
168,0.000408131
169,0.000200123
170,0.000895632
