"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0.413572046796458,-0.424168778775686,0.417982558201314,-0.419655947643574,-0.403996364116536,-0.0389170423061877,0.025356103874092,0.0938783553253798,0.00522853140580981,0.017063452288132,-0.0693635323851966,0.117707731440462,0.0299530440350834,-0.00724519759127169,0.0266578685411717,0.0485869398864836,-0.0829767299711319,-0.0755216878055211,0.00357109056545999,-0.0181935255925437,0.010974096662305,-0.0785109886376471,-0.0457958044496024,0.10106475827681,0.0797203957319826,-0.0239827353175118,0.0468434039493396,-0.048775215988986,-0.0445979417864524,-0.0293359895506697,0.0940827497519963,-0.0688241655627266,0.0347805309528636,0.00198890367164531,-0.0308067725921483,-0.0474072727053364,0.0622681194442523,0.0545095321018451,0.0250860379640888,0.00756039741418634,-0.0208446763404988,-0.0313068722403405,0.1073448122748,-0.00286008370176745,-0.0798367927022676,-0.0779592709283881,0.0444367727693083,-0.025826596072459,0.0396691498775931,-0.00109142409298701
0.415467717712688,0.43316663343763,-0.444495793419351,-0.440129413811985,0.410419767787076,-0.0136257609041223,0.0513587186512895,0.0385001814423396,0.043793558280632,0.0115632752748806,-0.00176165036807385,-0.0612166985311292,0.0501116183292982,-0.0464918301971763,0.0578384465784159,-0.00346664042693651,-0.0432144307144331,-0.00914321663121911,-0.0381903675837533,0.0051135043819905,-0.0672977897597816,-0.0551219515989593,0.00733663235137925,-0.0435757086594848,0.0577832203922439,-0.0301523800522781,0.0659767711716689,0.0619525222997265,-0.0595466434475556,0.0675853254408784,0.0227678484167785,-0.0232646258799159,-0.0742952353942328,0.0371626418587937,-0.00454166328653522,-0.0757122973620785,-0.0106703065690602,0.06312549796546,-0.00394699729883732,-0.00534625994925018,-0.0327456444214765,0.049718628807231,-0.00335742144219966,-0.0260307004470307,-0.00570011836577714,0.0177671759932824,0.0546341975466562,0.0304500483520821,-0.0346682368596995,0.0286463439528138
0.420912672196114,0.424675329563752,-0.420751573569182,-0.407114161015812,-0.422259984512221,-0.0375533885273049,0.0333906777346366,0.0047202199507867,0.0022445789578174,-0.0319046130467667,-0.0112793628582808,0.0395546578358855,-0.0426775098403872,0.00775981099023634,0.0224063656437888,-0.00360168088316159,0.0169482478742442,-0.000545459161063601,0.0404869977928625,0.000448855457211448,-0.124419793312599,0.0680747478265514,-0.134796416902758,0.0354605010599033,0.0182316288571244,-0.014291721462756,0.0260144849576514,-0.0383564464829914,0.0410208687026209,0.000181167477508275,0.0634061876617563,0.00111852246794113,-0.0338161148237774,-0.050717908918793,-0.0602905723472566,0.0534446638781799,0.0882027968331747,-0.0709671628760597,0.0429058056926328,-0.074129698957816,-0.0456518956030178,-0.0701184503850736,-0.10630192080479,0.0779390949705206,-0.031820757007148,-0.033275693607014,-0.0817253255439477,-0.0161116635889177,0.000924646817073679,-0.0097708843425932
0.410726350752296,-0.425183507662134,0.418623336643601,0.426263344435402,0.407613414173623,0.0118574170029209,0.0583157413964554,0.0357300227232416,-0.121875385181015,0.038354485144822,-0.00936446806924244,-0.0329170013254557,0.081767628441,-0.0485480983871524,-0.0721252128799238,0.0344014849160563,0.0836059304143748,-0.022143335662801,-0.108604956633373,-0.0108279587794032,-0.020932264987193,0.0560320524363187,0.0644317090124564,-0.0841212075902347,-0.0210028660309981,0.046032660965951,-0.106032443109552,-0.100904239105159,-0.0264545769617955,0.0787721191845322,-0.0222773278736959,0.056382708423842,0.0149977322537284,-0.0348324829778139,0.0276827214207305,-0.0261822815702766,-0.0919020337071623,-0.00913471103203168,-0.0407831721696507,0.0320000899214243,-0.0153319299164247,-0.00800510647532125,0.0167052444817198,0.017395411077748,-0.014978898012493,0.0224515050658393,0.0339686161132796,0.0485454179432454,0.0331694343204162,-0.0244179709303093
0.433941228065564,-0.410019385806281,0.418466887521118,0.404587602557341,-0.412809891825791,-0.000127187267054923,-0.013359226365,0.0494902105776878,-0.000303431290861177,-0.00859915080721382,-0.0177981770264277,0.055489276785983,-0.0172052787971203,-0.152393336277389,-0.101559471983441,0.055285008576423,-0.0752735708625978,0.0197415519075403,0.0713545214352197,0.0167714153938006,0.0904028607821192,0.0336862702365074,-0.0106673338653009,-0.0116526923715823,0.0386737344003284,-0.0317782956165097,-0.0361752923644517,0.0189168379291256,-0.0389993309093919,0.0528093993340339,-0.038280419529004,0.0450924231857299,0.0149858244657297,-0.042007482488457,-0.0540122015519235,0.00399893975882062,0.00639412429771349,0.00445430033400508,0.00887238594174192,-0.0450400959589179,-0.0242940366409859,-0.00683123949168709,-0.00139649404915639,-0.0753788312009126,0.0309177961235749,-0.0500768305907773,0.136967361498318,0.0504524269395992,0.140344739088693,-0.023023289801476
0.425872486499269,-0.42368636289259,-0.430301249314989,0.427502480116727,-0.432404558167091,0.0181189362806752,0.0677050086155976,0.0666850471029571,-0.0504967028855603,0.0108053151684779,-0.0656721232081721,0.0523426857757571,-0.0595889845028768,-0.0674050909472593,-0.0186218802035702,0.0387390417412797,-0.0660052454204672,0.0559451981170381,-0.0317150977298805,-0.00465808110260531,-0.0404060190735105,-0.0352552607666356,-0.00594577638906763,-0.000593688547945387,0.0370523085447288,-0.0087924154604024,-0.0867733716022767,-0.00875082634294791,0.0228866449322474,-0.013962155064156,0.0444017466076743,-0.0586261858528309,0.0245882890571489,0.0735979745768649,-0.0313882332480699,0.0578803899102663,0.0218799327672259,-0.0142359790712654,-0.0522325333453619,-0.0114281737885396,0.000380591592635668,0.0327020755005717,0.000588548507997914,0.0843043580673795,0.0678079693749212,0.0212460935456164,0.00935049345105677,-0.0294956978598929,0.00195792826961452,0.0227474587843776
0.422033660120785,0.424227594678111,-0.402638980017413,-0.406446633086066,0.433593653915673,0.122205034607062,-0.0556031979604544,-0.0592668866708887,-0.0444778527928888,-0.0101200114616863,0.0815211923191845,-0.0446955791254622,-0.0818441318850061,0.00251089270855823,0.0335874440725049,0.0154877978333399,0.0492561515779319,0.0833526143105005,-0.0700540188719264,0.0259377092350399,-0.0174711703080909,-0.0405693633037907,0.0243698686413396,-0.0348760655703016,-0.036172004416278,-0.0307983795432774,-0.0106099120423075,-0.0174919841738829,-0.0129663438514698,0.0247582174085531,-0.00465361471541838,-0.0258345876611505,-0.0248996795354709,0.055201990235938,0.0993810653295995,0.0624712496714895,-0.0339752575690338,0.078221994679225,-0.0297445179255711,0.0946591114090785,-0.0135801702638704,-0.115355737032765,-0.0536266211439433,0.0396051660447177,-0.0103541237412895,0.0343809500301437,-0.0186731048390907,-0.0772826119636781,0.0435104348535626,-0.0373851897625362
0.423034567857452,0.402095305049249,-0.426705258430063,0.424072612942434,-0.417788394868794,0.0026043175240779,-0.102206897057215,0.00132557460337333,-0.117832077784054,-0.076155915702702,5.61699363287607e-05,0.0424567752309302,-0.0741757837083524,0.0818193599715766,0.00210442750866015,-0.0848760068835365,-0.0560241590802121,-0.0619452840962249,-0.0297568036955488,-0.0147188331762552,-0.0845740742421962,-0.0704653981420385,0.0476286137215175,0.0761949567361927,-0.0283418659456399,-0.0348185544591582,0.0168429546636376,0.0822884952497079,0.0923796459558477,-0.0333826953950561,-0.046267440459606,0.0489814969828097,0.00551329767220807,-0.052424519153621,0.00986458369428603,-0.0137498761258915,0.0598718143205515,-0.0178689240213168,-0.04443743813627,0.0782527292342592,-0.0268434822777832,-0.00989812254140027,-0.016889626479956,0.00240943402319435,-0.0441938755164927,-0.0171104729645937,-0.00463141921112437,0.0236479045813658,-0.0269154189408954,-0.0171939638957712
0.4180329012297,-0.401507687633139,0.43288597801303,-0.40858962046064,-0.431159006636652,-0.0559387957537793,0.0459884488991899,-0.0273758556901855,-0.0293645930286231,0.0508238366072512,0.028518456257131,-0.0346274620980244,0.0623738527209709,0.0572435127690652,0.0564312676933061,-0.0362405323970613,-0.000569035017509082,0.0978178542280781,0.0599316482638709,-0.0532611022075272,-0.0100842081488972,-0.0212620662614478,-0.0076158354865381,-0.0634119077728193,0.016290385597792,0.0408271311339331,0.10190172714862,0.0232392725950464,-0.0702477504065919,-0.138105983261144,-0.0154432263965972,-0.0315340592825642,-0.0360440423901037,-0.00323601473857825,-0.0286817890412471,-0.0164705145679351,0.00146366277400051,-0.0162913730962993,-0.0712435192421586,-0.0544560077744156,0.0855684121901063,0.0313235024804703,0.0287274290582462,0.0181203520818632,-0.00570531070684622,-0.0832866793419471,0.0553277708382365,0.0567412016285325,0.0915055854351139,-0.0130561597316121
0.427304362732412,0.445912459228525,-0.397104592292632,-0.408741974359453,-0.400382955943859,-0.0500686673551705,-0.0622805336448247,0.0316608707269132,0.025462486712109,0.0314942364016995,0.0761120785912866,0.0517902859522537,-0.0410408283314077,-0.0838491785349625,-0.0520388196354537,0.0580262712332523,-0.0678036135931206,0.0463774909629081,0.0307711502615439,0.102470465232232,0.0579553615902518,-0.0954556277747618,-0.0710527989657448,-0.00158294554911349,0.0561187405126455,0.0221661504240085,-0.057038883800875,0.0442354254035152,0.0735993370973999,-0.0255669363145014,0.085185602895943,0.119689873534555,0.0311089567013721,0.0483801030986759,-0.0948263061484611,0.00738753132382129,-0.00561501557800572,-0.0641222854583859,0.0269332467593078,0.00309593260846381,-0.00304284846071873,0.001817264734028,-0.0205470391769754,-0.0179147420562748,0.0392816296515722,-0.011592098717905,-0.0195277196878775,0.0940324402886933,0.00859049912934982,-0.00516589810935438
