"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",0.109909393638869,0.0431667633901378,-0.0299173493619511,0.0921145076553632,-0.117326151351249,0.109753127637483,0.0648249133402161,0.0353107492032487,0.0211357253177686,-0.0257664174653272,-0.117058045063985,-0.00922666740117588,0.0106466763837142,0.028657560042017,-0.0726540021420013,-0.423925043897738,-0.0915331412934809,-0.0122204122143627,0.00724796947166647,-0.324371370816347,-0.387252267519495,-0.00455011570523608,-0.0236258358097317,0.0614582590788089,0.101137043641934,-0.422134328810145,0.00623050462453951,0.00919503595815126,-0.00825625343499563,0.177382074019854,-0.0409275612608677,-0.00772485333533911,0.105856999454965,0.0928199269017639,-0.0451119497689753,-0.13310789878457,-0.107319094748755,-0.126820852501638,-0.0420856721579203,0.0364706935698695,0.0440300876194317,0.0230572618720008,0.0802761434984814,0.0582759418986556,-0.0342632718400028,0.381121733148809,-0.035078931181036,0.04992255492094,0.0174810640403095,0.147020542486937
"2",0.0233903830892702,0.391621583875465,0.0782731395829405,-0.10490368481618,0.112049811765003,0.0891636511032539,-0.184001256570567,0.000885161279572659,-0.0733828969363998,-0.373191906390621,0.0224224119639183,-0.337093497402554,-0.0327040631424855,0.0196691392036255,0.167909069450441,-0.027570999771803,0.132950264797893,-0.0392116923713305,0.0396625804270974,-0.316799045271087,-0.0436018335986594,0.0977383915369772,-0.0874849250310266,0.0565970776811506,-0.0888012395772217,-0.0359585888957327,-0.090425289642287,-0.145881889270622,0.103878099352157,0.138062973615655,-0.0822770952547602,-0.0986250423073767,0.094013677399209,-0.111082421560053,-0.0309292480441293,0.014640771822995,-0.345484764452611,0.0792946891350565,-0.0926084720077627,0.012165083681038,0.0865286399812537,0.0309095887488174,0.0387596962240851,-0.12086485765009,0.00652674591659329,0.181001823883733,-0.0263325684588688,0.0379224283947193,0.000400841280402421,0.201830032342035
"3",0.0152190929015825,0.39572318362689,-0.167805371694674,-0.108838100577075,0.049692625835621,0.0350210466272341,0.0972833386530871,-0.305717522046924,-0.0791580868474574,-0.364452696459692,0.353814891793211,-0.105448263536595,-0.162888049899368,0.0544919999330593,0.0458431957545348,-0.0313028119948862,-0.0662477073795164,-0.0416518759723261,0.0502398194547677,0.0712984045006749,-0.0544240244279052,0.0387153795542605,0.0374412455734427,0.0281849280221917,-0.0591928513429768,0.119218378193297,0.0761602511361459,0.0189189273848375,-0.042718159993998,-0.0169773732824003,0.135768994197489,0.0368024242052235,0.169072534300208,0.0389298134839483,0.0364139625853817,-0.103535450649645,-0.0815564576590419,0.0412659601140182,-0.039133817140858,0.31893050454063,-0.109658120598038,0.0753960874178652,-0.00671511395305463,-0.0180714686180056,0.024396827437293,0.0514705854260044,-0.117944879023785,-0.360725057297966,0.0470380818616438,0.0328600637574602
"4",0.119644780876756,0.0662680581470974,-0.0198772856803086,-0.0848181236997878,-0.0461229090516753,0.0720101244014503,0.0902416010344607,-0.00716656719119283,0.125256244287696,0.0404548700126195,-0.0601525678196722,-0.039910830997718,-0.114340210012459,0.0373191869645838,0.0750173098830264,-0.0217499708985313,-0.0489962136691621,-0.100415386090993,0.075165543021694,0.023857613627228,0.00742751576794747,-0.0222916543715043,-0.0792021872927189,0.0123324414273542,0.00582721271231398,-0.041675528319908,-0.0132708921161752,0.0770742516671301,0.36801800398276,-0.00811384597985898,0.0569600119548743,-0.0449588548164962,-0.0165866247422771,-0.0620801877193999,-0.0205760342748177,-0.0504790157394183,0.215550153291453,-0.421318388480957,0.0331990945619787,-0.402859699930188,-0.0160478122842514,-0.0490374109638024,0.404788505328794,0.0165338713758401,0.039401335621889,0.104967276628835,0.0666325287313394,0.103711924932995,0.068084851985696,-0.383529990226027
"5",0.0998270166271454,0.070784361136472,0.0442606398608072,0.129401520038754,-0.105629020338824,0.0870864058993872,-0.073146740983621,0.0112415784098442,0.093097080042284,0.394559978307536,0.418297044855804,-0.114870455484053,0.0714962852674029,-0.0610696254824323,-0.0641862740572198,-0.0523105161926853,-0.0854302302002801,-0.040235013403739,-0.118837852533788,-0.0614968245474855,-0.0647588170565223,-0.00672945342091737,0.00535910971648673,0.0588896938551283,0.057118809049137,0.0633373536444471,-0.00720244116861514,0.0158196792985336,0.0207139284518669,-0.380305137833793,0.00976106156315094,0.110251484504478,0.0446251315159022,0.0313188360996798,-0.0523235003732531,-0.3666356159814,0.0757235429223784,0.0922465574950209,0.0168528516302844,0.0135382081159004,0.051984001242085,-0.0364459145645249,-0.406259573557951,0.100923873401192,0.0194949035321677,-0.0328474743876107,0.00751719345629039,0.11274797422562,0.125148819727798,0.102233046267587
"6",0.114928729642385,0.0714251335391018,0.0315230107909308,0.0333177562800408,0.0639845304524548,-0.133048429767854,0.105124372612003,-0.0726953123034944,0.0346972952029275,-0.0614382244135041,-0.110034724908926,-0.00454190905202003,0.396860047588911,-0.0939007105079767,0.0628712565513529,0.0054480399236604,0.0157594107522053,-0.0699187702110441,0.414421584733355,0.0181812941123925,0.0221400412233519,0.136145366265784,0.0672451621776143,0.125841397836482,0.0298766271850657,0.00297973102049608,0.0390419974851621,7.37755005535503e-05,0.0370865754135395,0.0402173994753184,0.0153665542891856,-0.0524862325838618,0.407169606990708,0.000328176757712944,0.00557449687251058,-0.398583155174434,0.101984788411412,0.115168704285809,0.060890502308846,-0.0307116774420126,0.0556144315927637,-0.023519922977937,0.0782742752483045,-0.0341530729118817,0.0380799930742756,-0.393277674636244,-0.0305462969703349,-0.038459557053432,0.0794158948097287,-0.0162924707361221
"7",0.0827283347902018,0.132878719056216,0.0407561582053493,-0.0262016580523584,0.18580292004984,0.0466214706878885,-0.0579829870019131,-0.0413121221991046,-0.161293840777568,-0.00617609706833177,-0.0760677441825683,0.143525054294718,0.0160854723955481,0.0373918433834672,0.0212277544786402,0.338441145708733,-0.204829250282126,0.0693743044921326,-0.331666888851102,-0.337253693585016,0.0784514594534588,0.0558156557822175,-0.0725063774769662,0.0872541681111375,0.353551778133133,0.0295715145211216,0.0671798739219186,0.0597363747636251,0.0975066900368988,0.0903870040338632,-0.063263007191323,-0.0504739846679722,-0.0596526906254443,-0.0586344881270016,0.0242621530940742,0.180171430083625,-0.074709762563899,-0.078064818609988,0.175070744113846,-0.194826594128725,-0.0341074355982507,-0.134807921572543,-0.0233397898619425,0.06866434433238,0.0450425349114199,-0.374970796533297,0.0289996731900806,-0.0352084539235639,0.146975866975123,-0.0149542220845583
"8",0.0291006486077692,0.0115486276572374,-0.0343297026159697,-0.108939886333898,-0.397094724144518,-0.00423495921691085,-0.413957562649642,0.053605043905687,0.10465692020689,0.0318662737218392,-0.0102475340915215,0.0656674269682583,0.00869251954951157,0.0650115923729007,0.0637149931242365,-0.0683750224039626,0.0653286219458864,-0.0716889741121458,-0.0196721542318915,0.00100073993545481,0.0690545084659621,-0.101698276627171,-0.352601058226034,-0.029959953147502,0.0779253795332685,0.0101990521021695,0.403486476571059,-0.0837898169864313,0.0597995402591274,-0.0221068641936741,0.124809735293693,-0.1091797921505,0.0298242041506333,0.0480157622310048,0.0627023971084867,-0.0777489807776362,-0.385869896220214,-0.0745372689612047,0.0401169660936373,0.00818122595565196,-0.0721926366045647,0.16583677347932,0.194348991805296,-0.0537535741400999,-0.0274326524123968,0.112868680340472,0.0042897437831012,-0.0464606258917657,0.0290371706128211,-0.0879563127421809
"9",0.0883373411375979,-0.0238510152922587,0.125111315921424,0.120496542012998,-0.0435576562639239,0.147002368391854,0.051373666177606,0.0335165582497645,0.0169431255332805,-0.11799719062784,-0.0610550008540545,0.159830961315254,0.199474020399906,0.371917972077635,-0.0361617587818514,-0.111495469283259,0.0289335415518663,0.0325867057802958,-0.375795498431534,-0.411013944208934,-0.119746110464712,-0.105992303887143,-0.0190690578763724,-0.00957050244349949,0.0247093131130734,0.0117391832137406,0.356480146295696,0.0196516347840841,0.0733720572771223,0.0612687929489243,0.0204786991755736,0.015520144909823,0.0864520047132084,0.0288540100022586,0.035300490117639,0.00837296302585119,0.0280853224442525,0.127426905318883,0.0624963794181618,-0.0179559787643279,-0.35186252395394,0.0102511099116787,0.0165437724280312,-0.10964550742119,-0.0464658650871911,0.133842355541415,0.145371433718334,-0.111106528110843,-0.0367076053975829,-0.0278200258453586
"10",0.0683221325860197,0.00489134008425699,-0.0847338332661283,-0.124699592195761,0.0344387429130305,0.108523319152535,-0.117145116081331,-0.0534766214332105,0.0361991338645922,-0.0884323370246462,0.160474718185163,0.107049065431401,0.0122865070548454,0.0186113244690805,0.0173946363376411,-0.0149550386437041,0.124361566382616,0.0725459181237212,-0.0159419089641153,-0.0497659595421263,0.0253491028250086,0.145946037938152,0.0323942878361311,0.0354232200772566,-0.0825317120737293,-0.418122849663621,-0.0330724535765059,-0.14767312314827,-0.422176782403509,-0.0517721312473792,-0.0966518689442767,0.0256142198743918,0.105618582146195,-0.0670707239093265,0.0921036419739026,0.00343702802310918,0.108992021251491,0.0160905211627291,0.0486273732449285,0.00406949350669823,0.0808375515679953,-0.123078321995428,0.362266775972667,-0.0653231312361957,-0.106208441284064,0.344420730894262,0.113252608747591,-0.00719131425864226,0.310439813513862,0.132277601522843
