,u2_1
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,2.106042432240136e-189
15,-3.1323651332839226e-189
16,-1.1864813035161206e-189
17,-3.048330323696101e-190
18,1.2338539884630273e-189
19,4.533702026024657e-190
20,1.207106167992458e-188
21,-2.0424941634844612e-189
22,3.0071620843529067e-189
23,4.896387358896054e-189
24,-5.130029788128001e-189
25,6.587630696826086e-189
26,7.392686910284284e-189
27,1.494068516774763e-188
28,1.513165331002491e-188
29,1.1671109976090694e-190
30,-1.1023149170550106e-188
31,-2.1291081227894218e-189
32,-2.4437718346178545e-189
33,2.938193171089379e-188
34,1.7731132769039916e-188
35,-2.031080619953194e-188
36,-3.7061818843317926e-188
37,-3.0459165640388276e-188
38,6.536863607679968e-189
39,1.5581009304995795e-188
40,2.1135865712661585e-188
41,1.6183635074999852e-188
42,-4.268979426898735e-188
43,-2.047287199341578e-188
44,-1.0101066751904693e-188
45,2.729141925578671e-188
46,1.2616938260657769e-188
47,-2.0580988000359402e-189
48,-6.106021091642204e-188
49,6.619885076535758e-189
50,7.0635381197234655e-189
51,-3.829349542971861e-188
52,8.663041671961455e-188
53,-1.523860338283763e-188
54,-2.190505586458614e-188
55,1.2685946742604802e-189
56,2.1936241778006928e-187
57,2.723497988376936e-188
58,-7.95150674926113e-188
59,8.322609320007626e-188
60,-3.0395198899968883e-187
61,-8.943315135803005e-188
62,3.666308278149881e-188
63,5.936347095903002e-188
64,5.95428979741697e-188
65,-1.408123385422697e-183
66,1.916420114120718e-188
67,2.0045841491825454e-184
68,-7.330951352710417e-185
69,-1.0555018820707245e-183
70,-1.4917123539463807e-184
71,8.908489590832579e-184
72,-7.937362683248433e-184
73,-1.586156185889899e-185
74,-2.035584007440868e-183
75,1.0975783038279647e-183
76,-1.2734112222764957e-183
77,1.5598005045235785e-183
78,-1.8321236977156552e-184
79,-2.2506031989794138e-184
80,2.837698203029458e-184
81,-4.898099673412538e-184
82,9.679164374881547e-184
83,9.039632895204245e-184
84,9.442902807269323e-184
85,6.095315343158798e-184
86,3.0312006171015214e-183
87,-9.498069699041457e-184
88,1.264266124426119e-183
89,-3.400610221944694e-184
90,3.35602005232219e-184
91,1.916689383066626e-183
92,8.292706199313176e-203
93,5.372657272134341e-184
94,1.3943486854490438e-183
95,-8.335888045077836e-185
96,-2.3913530764111793e-183
97,5.948606584107864e-184
98,-3.462575550557207e-183
99,-4.0265383113221696e-184
100,-8.437810478533925e-188
101,-6.020728299313024e-184
102,-1.0452667632015853e-183
103,-1.3358164197839496e-184
104,5.47399353498109e-184
105,6.056212836785941e-184
106,-6.295107315113623e-188
107,2.674907215889996e-183
108,-2.043066564028851e-183
109,-3.0619222889771727e-202
110,8.343243411179011e-184
111,5.05378731157231e-184
112,-4.120117723385707e-183
113,-1.4212439835981595e-183
114,-1.9538414023718594e-183
115,-1.990737630538541e-183
116,4.419983976925214e-185
117,-7.417303379352711e-184
118,2.572602209077583e-183
119,-7.596625160456231e-189
120,1.0283017609047827e-183
121,4.5528486490089774e-184
122,1.8175344215079727e-183
123,-2.708660585615781e-183
124,-3.871211763525158e-183
125,3.3145832822279426e-184
126,9.742701757262755e-184
127,-9.346743945574624e-184
128,-1.2516226258573435e-183
129,-7.495330603225371e-203
130,1.6895365952237755e-183
131,-1.7662861621576305e-183
132,-6.825476768050915e-183
133,-3.274584820338288e-183
134,-1.8304359097823617e-183
135,-2.347093295207295e-183
136,-2.4308614299790537e-188
137,-6.507871752568475e-185
138,-3.7809307837352115e-183
139,3.030607054972322e-183
140,-2.653976560654234e-183
141,4.705296421481066e-183
142,-6.778739547321441e-189
143,2.9839634041460304e-183
144,3.429496700596759e-183
145,-8.141481316259348e-183
146,-2.2578338088507843e-183
147,-2.6298070295758182e-183
148,1.4837419670907496e-183
149,1.2628816432991539e-182
150,-5.452351716294478e-183
151,-6.96639832489454e-183
152,-3.866146766089161e-183
153,-9.382296545227445e-183
154,-3.750944671969623e-183
155,-9.573055754435201e-183
156,4.553445226304498e-183
157,-1.034282061948349e-182
158,5.6740146402430954e-183
159,-4.626854163468747e-183
160,1.584436614748855e-182
161,-2.6058046694139507e-182
162,2.218962625875606e-183
163,-3.1467435780499672e-183
164,-1.2969551245122783e-183
165,-1.2542044908951913e-182
166,1.4698098795858437e-183
167,-1.5071458435409297e-182
168,-5.096819415619133e-183
169,9.039522229117437e-183
170,-1.2620065304144015e-182
171,4.791212883869169e-183
172,-1.6930604769061513e-183
173,9.466068712505949e-183
174,4.476578652630227e-184
175,3.0957860457580742e-183
176,-4.192420004658783e-183
177,-3.488367855198932e-183
178,2.2340792214837745e-182
179,-1.9982431259491204e-183
180,-7.692745827405051e-184
181,1.4722015878137758e-183
182,-5.2611137830712225e-183
183,-1.2275122737563702e-182
184,1.0754570712384854e-182
185,-4.780724839956796e-183
186,-6.255720744718051e-184
187,7.453504896580837e-183
188,6.456626353546604e-183
189,2.621909076747581e-182
190,-1.3711440752238432e-182
191,-6.563591688362715e-183
192,-2.5183017314809546e-182
193,3.97693748559679e-183
194,-2.527465740484236e-182
195,-1.3382806806380434e-182
196,7.398893647393944e-183
197,2.7973857272893704e-183
198,1.3047804156007544e-182
199,2.5254176181481634e-187
200,1.020640762992391e-202
201,-5.683618619485448e-183
202,-1.3916582421043722e-182
203,3.587982002986692e-182
204,-1.6044014534349277e-182
205,-2.3704357589017562e-182
206,1.188892621117311e-182
207,4.3637074391094257e-184
208,-4.0580786125051876e-182
209,1.0278264104418662e-181
210,1.8864933668532223e-183
211,-1.817209566298736e-182
212,-2.3048672689215296e-188
213,2.0781947192825525e-182
214,1.1687820879652181e-182
215,1.2095902090767054e-181
216,1.1853686676506602e-182
217,8.367632369447982e-182
218,-1.0781148992057146e-181
219,-6.52774029270555e-182
220,-1.0615386094379146e-181
221,-7.909021244974878e-182
222,1.2671967924606314e-181
223,-1.6027573591900554e-182
224,2.5982645076805136e-188
225,1.6606095523495137e-181
226,3.102114344929057e-181
227,-2.6634546533004853e-182
228,4.489797276721653e-181
229,-1.0012522101835848e-179
230,-1.2061268191091415e-179
231,8.576072796916696e-180
232,8.080183874558043e-180
233,-1.0742289204757563e-179
234,-5.0649325673500036e-180
235,-1.015507874105463e-179
236,1.5736098813767156e-180
237,1.267880079777505e-180
238,-2.0428783885378335e-180
239,5.262972513481406e-180
240,-7.584509524134028e-180
241,-8.390863623722549e-172
242,4.464029163860364e-173
243,3.6538445961287427e-171
244,3.8540918303213245e-171
245,-2.1945376928140015e-171
246,-3.873327025666015e-172
247,-1.6766182365457568e-171
248,-6.655249591176984e-173
249,-1.0532124396583277e-187
250,-1.9925045538356074e-171
251,4.969416010183781e-171
252,-3.9616113416076864e-172
