"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150"
0.391092180655806,0.374596214966354,0.379001765012142,0.397206485062853,0.395353815175666,-0.0865717541033897,0.0772393749759167,-0.097299680449227,-0.00739368189440558,-0.00431278641506503,0.0159373699406565,-0.151922522145287,-0.0284114782622911,-0.0499207977805015,0,0,0,0.0324716820844552,0,0,0,0,0.0451768103766157,0.0235497980317753,-0.0217771065435924,-0.0828274380054946,0.0124954185790233,-0.0147063009451936,-0.042351575130713,0.0270675249363393,0.0724519978039824,0.0915910152760421,0,-0.012030699458242,0.043886920383477,-0.0209612720061886,-0.0754811521829396,0.049508235371261,0,0.0610489660136936,0.104166484606878,0.00764650177661146,-0.0254913960059121,-0.0373825912575748,0.0135778303137285,0.0440114962325933,0,-0.0279786388807383,-0.0576156900359887,0.00274314824827276,0,-0.0226595576516057,-0.0104246218557197,0.0374746872595532,-0.0282298733415334,0.0516422199796697,-0.0172815051166675,0,0,0,0,0.0717484006246135,0.0114857486971395,0.0203893000563201,0,0.0632926057806151,0,-0.00314343189471758,0,-0.00367118485680319,-0.00841497879298408,-0.0241148111350563,-0.00178462341338822,-0.061940474142268,0.0611076984105292,-0.0303992484982595,-0.0144580114877859,0,0,-0.013267496582272,0.00100724377027328,0,-0.0512051833809978,0.0846206758737771,-0.0840841247969373,-0.00653415788010412,0,-0.0469454757424757,-0.0233045941964379,-0.0490684409723714,-0.0305129629771819,0.00417908577791114,-0.0423179676560309,-0.0144145199891945,-0.0165883307174636,-0.0108787565206875,0.00440121753563853,-0.0599448803731055,-0.0310532622588073,-0.0614427993780664,0.0529422557531361,0.00180116450339223,-0.00513845406600647,0.00424398560626996,0.0168874527178688,-0.0509362064947221,0.0472382958678189,0.0566446563667181,0.0428740317029265,-0.072565779071395,-0.0327672965317726,0.0470083436328113,-0.00409405817606995,-0.122826941175862,-0.000858824258263964,0.00632060280643338,0,-0.0164325940849903,-0.0219643758606695,0,0.0510366572334903,-0.000301404837490354,-0.0772048804650727,0.025932602391579,0,0,0.0526993906883032,-0.0124773650245464,-0.050587990129516,-0.028458549963308,0.0748497838934506,0.0340052217758139,0.0248504081281831,-0.00340239520647304,-0.00752388309822414,-0.0662800748941819,0.00577657004883614,0,0,0.0198948085795944,-0.0295044980047045,0.000965200073103479,-0.0198079441016251,-0.013963062618615,6.47704062575472e-06,0,0.107949859827922,0.0289603578372395,0.0104052153552721,-0.0127277232312631
0.388951537503033,0.388710396632231,0.374094034961527,0.389277098145368,0.40683047968166,0,0.011279927538911,-0.0392053706298889,0,0.012120459197004,0,-0.0701268101227771,0,0,-0.0294005352595946,0.0619464600691182,-0.032446284413004,0,0.120890232061957,0.0615538153426388,-0.034191847818953,0,-0.0676018376643232,0.0144502983293911,0,0.000257667748930533,0.070993308175535,-0.0119951790131766,0.0246209573059536,0.0196130673102436,0.0760012482614405,-0.0255313684200528,0.00853367548324762,0.0454522086380614,-0.0492799292060987,0,-0.0213798568089649,-0.0415402237858133,0.111788503450853,0,0,-0.0382251580016004,0.0226139922447554,-0.0077380542195946,-0.0385687603751844,0.021122907066471,0.0057539457230151,0,-0.0149598303635983,-0.0613130694534137,0.0796962814033941,0.00304473891375151,0.052211239030201,-0.0572105912616801,-0.0211847431377023,0.0343065280886607,0,0.0510427957945376,0.110101825607772,-0.00618211110932388,-0.0352050546825459,0,0,-0.0437877266406837,0.0150978967278025,-0.00937499295459057,0,0.0621310729973891,0.0563458888105546,0.0109135703490737,0.00565231569648635,-0.0462746616323299,-0.00031617648607362,0.0199876936617995,0,-0.0113401451537613,0,0.0475446137906398,-0.0292021242744223,-0.0100464795464143,0.0806564564743105,0,0.0421794484522936,-0.00574551370322418,0.0242234622996853,-0.0102469885393556,-0.0506463874545127,0.0362292643922766,-0.0128014501481963,-0.0591703714446909,-0.0380226466796674,0.00937671107434871,-0.0169816337865963,0,-0.0243341881704267,-0.0601471204079218,0.0484439343854574,0.0145514881438886,0.104805826539531,0.0331579172822917,-0.0158001094742769,0,0,-0.0381205147754539,-0.0968656128059784,0,0,0,0.0293296256373857,0.0316864093886643,0.0542865183410044,0.0791707250713978,0,0,0,0.0355106290292922,0.0153381123175205,-0.00421444466676444,-0.0172221421965365,-0.0205354998093458,0,0.0774893789765103,-0.0147569850910626,0.0178591106944981,0,-0.07643339482639,-0.124099421384854,-0.0242160690701566,0.0377169410569147,-0.0253106111855945,0,0.00512542713298362,0.0658199943058979,0.0017271092212362,0.0317014059520797,-0.0146565954242282,-0.0200020121421375,0,0.0285262985111731,0,0,0.0418085999337457,0.0728503089907138,0,0.00307325153217146,-0.0839056427099656,-0.0379153597121641,0.0602478768128075,0.0142755748522774,-0.0209292732365859
0.392134997037114,0.387144560173627,0.394954591305285,0.389120639285309,0.384110256465641,-0.0327350673942411,-0.00900464836970807,-0.0490243973796792,-0.0792705691803348,-0.00732222161453801,0,0.00811751053027405,0,-0.0748687434997257,0.0150694038222998,-0.0468764256048316,0,-0.0704673682112689,-0.000192580048769383,0.0197464612450068,0,0,0,0.0438184244182256,0.0522017621946635,-0.00114230518415728,0.0171887413313748,-0.078362478112761,0.0522646497522099,-0.00796589403016172,-0.0514674728154989,0.0230814987736895,0,-0.0446771798438951,-0.0419102863958152,0.029661071262002,0.125968422803665,0.00831736578302899,-0.0676736055189247,-0.00526852059649327,0,0.000115866393470673,0.0246694667127718,0,-0.0683196642147391,0,0.00161305235102568,0,0.0626352010255258,-0.0180458642759623,-0.00329811651038549,0,0.0361606118091133,0,0,0.0198162612233691,-0.0150743619762063,-0.00776612244677565,-0.000489261936396199,0,-0.0364441905786703,0,0,0.0180608078517733,0.04388987680137,0.0129554370231973,0.01203789305573,-0.000451915463019352,-0.0445568921273358,-0.0275135940921442,0.0491763478652353,0.0814097258357103,-0.0447689592142438,0.0128712247794662,0.0281342974553506,-0.0712932509120044,-0.00314152657234511,-0.0290727405879867,-0.0609055472054111,0.0545302708055644,0.104234384646091,0,-0.0375541580204437,-0.0114049515301541,0.0633431228255016,0.00780049777663461,0.101269834847009,0,-0.00384819794234259,0.0471867839167148,0.00629749894743569,-0.0490660577369904,-0.0448957392847543,0.0211535278007845,0.00248557882141613,-0.0738924260580768,-0.00843652048526957,0.0425821713605111,-0.0108546030717644,-0.0270117643024785,0.0597305261277055,0.0982892528232568,-0.0435366520616024,0,-0.00135338277812721,0.0793799879365562,0.0254751729524264,0.0173561787611588,0,-0.0300962173506953,0,-0.0104364490817989,0.0861193412885751,-0.00723258303181155,0.000477463037469621,0.0574522579568,-0.00303348917982093,-0.0383361887624887,0.0140727302406386,-0.0263831320538283,0,0,0.0327670683950789,-0.0651952478826122,0.0504511452708496,-0.00935390413090909,0.0103787080356134,-0.064512539635738,-0.0219174272830972,0,0.0130934015387721,-0.0256781957084466,0,0,0.0291519168345981,0.0120740206453299,0.0532460679723369,-0.140913448462063,0.0498843786580506,0.0789677988606947,-0.0199526398613059,-0.0202558178341047,-0.0622073188690084,-0.0229919312307864,0,0.000321449482906764,0.0210111970430293,0.0391614636772952,-0.0349195155105677,-0.00797550311856791
0.376607701944209,0.384654879084622,0.389281327195246,0.398392838424713,0.387441002340877,0.0843698848656849,0,0,-0.00816726977594696,-0.00386068894224678,-0.0320949664112084,0.00138806657330873,0.00113419381472688,0.000114073294087723,-0.0109751380393568,-0.0459139219959226,-0.0385802100864195,0,0.0454300580310289,0.0358946924468657,0,0.0110009027902931,0.0534091141361117,0.0606475997198017,-0.0517061586494519,-0.0499192288701625,0.0541166103352266,0.0370845098331642,0.037711735064439,0,0.0471486554588943,-0.0152574798677379,0.0600731428840654,0.0110681248085071,-0.0790930362270644,0.0568741781997259,0,0,0.0300035060348585,0.0896938832678312,0.00994935194511661,0,-0.0101701559787984,-0.0990738115424154,0.0149741579198775,0.0125635741812609,0,0.0328800101765704,-0.0460201366307514,0.11159473829128,-0.00569461922978658,-0.0186576333262888,0.0181084038428311,-0.00766160288589217,0,0.0720375722377362,0.0818554522116948,0.0572347918265948,0,0.011674260771304,0.106273418676396,-0.0261864718102029,0.0450634759261883,0,-0.0683448083806847,0,-0.0180757806982155,0,0,0.0207635004724419,-0.00920424401516884,0.00943559816661884,0.0253536755451974,0.00817628400369701,0,-0.00808439639667485,-0.0410872229954505,-0.000932686707447847,0,0.0190515439461662,0.0462096582380533,0.0539043590964026,0,0.116438383499578,0.000916667132432124,-0.0478041477800227,-0.0207573071669823,0.090238838353567,-0.0874897641961797,-0.0512652956389897,0.00391019635360262,0,0.00299718736692382,0.0967187009671497,0.069427310436481,0,0,0.0892619523433526,0.036584211992989,0.0580506824929251,0,0.000774700584500477,-0.0484244462207544,-0.0186871605035484,0.0293940692178305,0.0128758972110185,-0.0812303472961092,-0.0286403241910862,-0.0771844499134672,-0.00745489861132189,0,0,-0.0335045301236839,0.0445339037586963,-0.0649405396177142,0.0126710204338046,-0.012132081239812,0.0729551296776425,0,0.00263466621549314,0,0.031756171886021,0.0327275546538451,0,-0.011220775221582,0.0562806881870567,-0.00283818647655326,0.00224794875286276,0.00250794670422895,0,-0.038572929408854,0.0206283665739192,0.0487391077039313,-0.0408455442856227,-0.0299275173251247,0.00384156953869505,-0.0242990497768085,0,0,0,0.00565317990660359,-0.116454966920921,-0.0163123007883685,-0.00961352535497392,-0.0205591333594833,-0.013586180523145,-0.0517361026686953,0.0270284504694544,0.0161272153159927,0
0.386980745942279,0.393755962436128,0.387475882621801,0.382442505880619,0.388702900364116,-0.0453420435546884,0.114620698373921,-0.0716736988241366,-0.00236793963235949,0,0.0190693376359729,-0.0665116401549792,-0.0857265384919355,0.0363254638640715,-0.00785888895185486,0,-0.0310363971098698,0.00438776311753231,0.0375035076124619,0,-0.0127997172857744,0,0.00223315876027889,0,0.0469113301025181,-0.0278144654016067,-0.0182766829171883,0.0303536295606179,-0.013148333828325,-0.0831562675964169,-0.0589764390228136,0.0177283946069336,0.0686487952212687,0.0334158179408916,-0.0374599650530393,-0.0553082192258948,-0.0191243671363658,-0.0466648987867824,0,-0.00190258217562962,-0.015681646674197,-0.0264039675788514,0.00564889044166554,-0.0106412407908133,0,0.0539302859477855,0,0.0454163898495812,0.0429182965362524,0,0,0,-0.113421729694059,0,-0.0121886934411083,0,0.0735079129568319,0.0418161082010672,0.066293484739041,0.0662784165821538,0.0140679734083631,0.113596343821296,0.0291777214049373,0.0185488026438584,-0.0503243137128401,0.00440404516360043,0,0,0.0126280951840199,0.0207621219858008,0.0626766216825311,0,0.0403494622054199,0.0689078140804037,-0.0706826906040602,-0.00404446490374063,0.04709506981209,0.0162695162330929,-0.00992893288621246,-0.0318710926488122,0,0.0405377513730245,0,0.064044333441196,0,0,-0.089850550690615,0,-0.0346577946412718,0,0,-0.0663844286888637,-0.00807993825147104,-0.0409654963961984,-0.00637198401851439,0,0.0115688413771269,0,-0.0210888352785745,0,0.0457713175552486,0.00960356901644044,-0.00870708305997932,0,-0.00464782966586127,-0.0428526487207888,-0.0489909352162587,0,0.071977369419895,0.0631755405732577,0.0214558445580925,0,0.0941200037844641,0,0.0490313894822452,-0.0695700343407753,-0.0632074222167326,0.0349384251099721,0.0232199744084744,0.0188799758529699,0,0,0.00431165731466886,0.0137717333717343,0.01127336977779,0.100675942412919,-0.00691956923936515,0.0283425648798393,0.0720457683813352,0.0318598820720876,-0.00718183167945134,0.0510907200110399,0.0183497215929719,0,-0.0735711814316469,0,0,0.00996648580567882,-0.0362374092739351,0,-0.124123572039497,0,-0.0168688060571923,-0.0451404174342176,0.0578259306094758,0.00768446067315927,-0.0183510018654977,-0.000166767355719665,0,0.0341641644043211
0.398073363456994,0.405689224742707,0.383664353380888,0.388318409635645,0.385218093665649,-0.00512970716077299,-0.0210295011281543,0.00219505485939366,-0.0546117160510793,0.0411636935397062,0.00597909656584795,0.0636171874052853,0.0232988450890471,0,0.0115629363523043,-0.0314209696227393,0.00128115601178287,0.00899154745342238,0.0463249432186268,-0.0147345994032405,0.0452579712901592,-0.0389310275605706,0.00425591530023397,-0.00580812117913266,0,-0.0222705082022166,0.0507703310796007,-0.0567345198587193,-0.0278849324540199,-0.0964495287767266,0,0.0517929508647531,0.0297462718030102,0.0136993147071091,-0.0772760681168342,0,0,0.0107829528875494,0.024956829145144,0.104210473851604,0.0128912939496087,-0.0407929829563013,0,0.0322491164612412,-0.0316283407653905,0,0,0,-0.0699073137426621,-0.0207146654375156,0,-0.0113541341520987,0.0118156981996568,-0.00143808426438887,-0.0245696238658716,-0.00939632965770457,-0.0664346561992593,-0.0484331186252408,-0.0536200010939141,-0.0617759124015385,0.0330555741829239,0.0354838855844474,0.0167328063912577,0,0.0395813063826717,0.00331380858249287,-0.0189551738741307,-0.0155330883159796,-0.0612864864929005,0.0574153913447819,-0.056655734752642,0,0.00954879730050561,0.0518153520550253,-0.021780033685004,-0.078223352256764,0.133972304305106,0.0167710164050022,0,0.0243963973825269,0.0470928213839623,-0.00124924909761811,0.0910025139606158,0.0428314295877397,0,-0.0244474169380185,0,-0.0978147808961091,0.00306534568756407,0.0164289103241283,0.0142491918581438,0,0.0347297358483746,-0.0492234093342543,-0.0396304431309293,-0.0166560701851345,0,0.0108302706751007,0,-0.0367119802993977,0,-0.0310481860655343,0.0584914468884347,0.0317401169246103,-0.0208408899450871,-0.0355975972522058,0.0118777725957377,0,0.00545977934264392,-0.111890443217394,-0.0937596324457232,-0.0749515694644468,-0.0171019002678742,-0.00355134232376151,-0.0160660474433971,-0.047172652380358,0.0104750043934876,0,0,0.0291912259445938,0.00335103138570088,-0.0145132251896214,-0.0359388184037852,-0.0416931126060407,0.0118047924599053,-0.0487530325288181,-0.0968850901885727,0.0617273623640071,0.0436510813836042,0,-0.00260666192648971,0,0.044957121999713,0.034900885880407,-0.0359381223559562,0.0800617362127091,-0.0250397678758771,0,-0.00010118190568051,0.0169140963134808,-0.045552016566153,0,-0.00944687883227222,0.0318285169373238,-0.0290078256961508,0,0.0148587183307472,-0.0647059138969513,-0.00471933559784219,0
0.394485217456,0.38936847271389,0.406802948364629,0.389440446537973,0.397284610419478,0.0639702177872685,0,0.0303375413669657,0.0360376001927209,0.0151665913428088,-0.00722628391206505,0.0751753011350036,0.0931924037799166,0.0345586122117777,-0.0231920895016403,0.0243132674873386,0,-0.0221537753654239,-0.0158483991090996,0.0161231405225555,0,0.013844466403632,-0.0288469895935402,0.0139271630307562,-0.0714700954863784,0.0468663552775848,-0.00288332272158543,-0.00113266294101539,0.0308324529698352,-0.0472111424322344,0,-0.030460196957372,0.0644153871378193,0,0.0619170763508831,0,-0.0160765330075584,-0.00275471255988271,0.0430941252240377,-0.0441507132757856,0.0426635807172591,-0.031492166558516,-0.0297970539631218,-0.00595902348543343,0.00755550729360484,-0.0206272374736497,0.0215608057041094,0.0245941069130242,-0.0422094821473137,0.0192031060568207,-0.0618080354196443,-0.0209109057732903,0.00277051631500896,-0.0145469923834801,0.0216764103866298,0.0180956811173212,0.0524997662628389,0.033610248459483,0.00104413266040278,-0.0823317447332294,0.000845803366853117,-0.042343302431083,0.0217899034324012,-0.00353216725425181,-0.0226771365630167,0.0852843386640911,0,0.0420484236377997,0,-0.0472852445528829,0.0166567860797095,-0.00216373925075153,0.0162683016016635,0,0,-0.011401691491504,-0.101049321428779,0,0.0758413282700189,0,0.0492749302163579,0.0424606794603425,0.0524335228184884,-0.0662116008113572,-0.0416127016653152,0.0649834919301466,0,0,-0.00565407264517001,0.0542508805835449,0.00244321007255242,0.00844849113307359,0.0373173027391195,-0.0250600290312077,0.0712684748024008,0.0445879571973217,0,0.047648232183075,0,0,0,-0.000930656293780382,0.00814502011725826,-0.116385696421351,0,0,0.0138727368074857,-0.0269349157732643,0,0.0245198122396525,-0.0386253105440142,0,-0.104776424290601,0.0407718796960992,-0.00341869277395318,0.0254583741157248,0.03384939918595,0,0.0399532826675272,0.0557146804981858,0.0701165107633099,-0.00634426583800255,-0.0694086896807746,-0.013289885546988,-0.0113165384528665,0,-0.0385196302833609,-0.00846584837454554,-0.0312865962171544,0,-0.0158042292761054,0.0261543005523603,0,0.0222694881595426,-0.000703297036359489,0.055833868888718,0.0716643821358075,-0.0349165196055863,0.0271800010485076,0.0271911007602584,0,0.0235333231741543,-0.0659222269027556,0.0343586220855022,-0.00392946595264041,0.0382868128693924,0.0833888540946448,-0.0530046809449927,0,0.0702034960433232
0.380800240069872,0.362984382110604,0.355183367083751,0.39821333879242,0.307396342636073,0.0825278999579414,0.0415779513043246,-0.0340902678521118,0,0,0,0.225519301369098,-0.0393946096079428,0.014091789409085,-0.00863465290126652,0,0,0.0481417055953294,-0.0097189900119504,0,-0.0363169155499826,0,-0.0470778410810876,0,0,-0.109356427906544,0,-0.0039780857558811,0,-0.061447792257193,0.0436758729520392,0.0178352674301763,0,-0.00343281231876737,0.0242706336416173,-0.11751286263857,0.00717111195500675,0.00446820388589087,0,0,-0.0567171797333724,-0.0109488562510612,0.011008500260195,0,-0.0483899025975373,-0.0418257893073753,0,-0.019635759644723,0,-0.0463659020664335,0,0,0,-0.111674609901773,0.00270348574406179,0,-0.0185724495227209,-0.0715501137820826,0.00412165468796845,-0.0014727218701276,0.0507086626373665,-0.0258752013409037,-0.10091915133505,0,0,0.0933426467494517,-0.162006235722699,-0.0422647323711475,0.0325528656852735,0.0225943922228816,0,0.0605073871330268,0,0.0302025668938641,0.0865898765699215,-0.00752559654919032,-0.0672411811425459,-0.0334773960439568,-0.0264369796656168,-0.0638930977934774,0,0,0.0169938207512261,-0.0337541529411081,-0.130259601537865,-0.0750914645347421,0,0,-0.0585666462255783,0,-0.00619448039577137,0,0,0,0,0,0.0616288582622029,0.0283605679609965,0,0,0,-0.0590869534588394,0.00727439332673524,-0.0315473174240055,0.00652880342968868,0,0.0999106397165588,0.0481071450447489,0.0128239025442633,0,0.0953300089144784,0.00905511958823625,-0.0260691098538247,0.0330172477092244,0.0509699763137888,0,-0.0701997154135067,-0.0974189020811488,-0.00174936807323205,0.0520038113023884,0.000855623488699435,0,-0.0613037425638618,0.13949466478988,0,0.0507702385701094,-0.0601954691779786,0,0.0626150774300573,0.0342638681826705,0,0,0.0096557431329234,0,0.03654111408623,0,-0.0298399853473723,-0.0655189724348327,-0.0760033182255062,-0.0200598558384365,0,0,0,-0.0401280152311445,0,0.00347415087427465,0.110203992348949,0,0,0
0.403142198066996,0.386397134432981,0.389120581742676,0.395362499821841,0.378850138883287,0,0.00980350521555061,0,-0.007787070922056,0.0180682032605001,0.0318349477535587,0,-0.0784762936211072,0.0128960941397812,0.0230744988212597,-0.00409515809673817,-0.00258570308513275,0.0296686097647638,0.0306512836968055,0,0,0.0868033550749853,0,-0.0102134412633085,-0.00921079470571716,0.0382416578857841,-0.00375058437935428,-0.0404712249754472,0.0947484066402144,0.0585192398858462,0.058360507327351,0.0642196334757659,0.0281077437777932,0.00449430023801907,0.0608226006377191,-0.0449168898945888,0,0.00269840032422174,0.0115228323083334,0.00548862473737792,0.0449132911117617,-0.0597713987868659,-0.0447109329224263,0.0197566070054048,-0.00231113156491635,0.0132272674076447,0.0526218783610482,0,0.0126972816372079,0,-0.000777882808615123,0.0383546658653032,-0.0134591974763379,0.0299989005320523,0.0701866854834627,0.0350567575011715,-0.0429980004076684,0,-0.00599294945040438,0.00550773434161419,-0.036189680968696,-0.0527723003281947,0.0451423296997931,-0.0117745154212703,0.0251197608686496,0.0457988092735423,-0.0382294882393226,-0.0311466001641029,0.00692476076504399,-0.00502528989104807,0.00368882848405506,0,-0.0342447912921821,-0.0125662001320795,0.0087565058474363,0,0,0.0673953089557201,-0.00330972645751453,0.0226104368019847,-0.0395662681486347,0.0250011499599413,0.0167667982517816,-0.0915181531252042,0.090891472053464,-0.0519178144642802,0.0100893547041461,-0.0245796851558182,0.0294593274740335,-0.13869383324341,0.0894607488621314,0,0,0.00803901067462435,0.0101211016418461,0.0412145036655334,0.0239818473508743,-0.0285368818721594,-0.014351496591527,0.0318597922327892,-0.0444978665701621,-0.0215493870482051,0.0383657809565159,-0.0913807971543181,0.0237522102225179,-0.0100415696120731,0.0740593443020548,0.00062184795671893,0.0377242111980213,0.0141491799704521,-0.0210030667400622,0,0.0135196203702349,0.0305143530796826,-0.054465449106644,0.0708474005896934,-0.0149428326405017,0.00770545528295672,0.0342922939153495,0.0134839527601099,0.0402767455247804,0,-0.0141951927090095,0.000397719971786691,-0.0344293494482059,0,0.0225677629489603,-0.0454059803370306,-0.0528530560699719,-0.0705205182649311,0,0.0269751021385748,-0.000389531158161699,-0.0596407315171496,-0.038253858703273,0.0768741331025823,-0.0250295501418586,0.0567325303865595,0,0.00286632856742584,0.0423308718235116,-0.0120361960317899,0.1413906114612,-0.00211375029242728,0,-0.00854916106898859,0,0.110323601251741,0.014249202847619,0
0.390416094820364,0.385551722737439,0.374958154735861,0.378264588401407,0.384282537370225,0.0877575963196467,0,0,-0.00392888019702583,0.132379646509842,0,0,0,-0.0694957744952174,-0.0261045708157155,0.0745338561649319,0.0351844017730775,-0.0674887601345392,0.0212626327248377,0.0436623595582959,0,0.0215366564545807,0,-0.0300836735643417,0.0113115378451102,0,-0.037053647884746,-0.107058483777726,-0.0250835304045644,0.0236782097843138,0,0.0769047227637136,-0.000512950288457708,0.091090726208276,-0.0409811687918081,0.103418779429398,0.0590510819718889,0,0,0,-0.153789221524852,-0.027996986892367,0.0569560138824975,-0.0179616809684977,0.0491963097281653,0,0,0.0150998974175771,0,-0.0567678129404922,0.00353882805350073,0,0.00357545609167335,0,-0.0581313050867394,0.0222054891618946,0,-0.0166923735378794,-0.0195959410507251,0.00619519120270785,-0.0102639457386173,0,0.0734368218400269,-0.0161607733829165,0,0,-0.0147579069337731,0,-0.0786144738776223,0,-0.0129070043736223,0,-0.0176752704486249,0.0532768013734172,0.0671933441403439,0.0865716240801694,-0.0420151223342475,-0.015571748616505,0.0400331017826273,0,0.00418713413689156,0,0.0695963612491861,0.0906882648714461,-0.00174310077758517,-0.0140977580038922,-0.0204032329861868,0.0359843033509274,0.00173536375829391,0,0.0337927654355055,-0.0782334617522095,0.0132844671422485,-0.0559981176215461,0.0734820442276343,0.0290037985240621,0,0,-0.00521757692088951,-0.0307593141841566,-0.102598070223509,0,-0.0334272258627097,0.0282957496628766,0,0,-0.0338616955466665,-0.108576552668991,0.0257158448983086,0,0,-0.0652256600198597,-0.029127792311265,-0.0617103710752573,-0.0567817379333004,0.0222080786786456,-0.000160671224562656,0,-0.0129798182038545,0,-0.0210903192855186,-0.0656757265990353,0.034823125777155,-0.0368993472601787,0.0361453072428233,-0.0720707407394252,0.0839118075617014,0.0213590164494787,0,0,0.00329592636171076,0.037468250300153,-0.0241225559712196,-0.0129703482662246,-0.0373220661072295,0,0.00564373440473936,0.0504053892210134,0,-0.018820458500652,-0.025148821365907,0,-0.018124815072301,0,-0.0515699136057809,0.0595777655279466,-0.025203918129073,-0.0264367334149471,0.00262978702129771,0
