Name,Score
GSDMC|56169,-0.035627233037554974
APOBEC3B|9582,0.03560421499453158
PRSS50|29122,-0.0355824769357486
COL4A4|1286,0.03551948090308122
RUFY4|285180,-0.035483859452628726
HRASLS|57110,0.03506941197087947
EEF1A2|1917,0.03506744037778836
ANKRD1|27063,0.03493058208926983
IGFL3|388555,0.03481919359091385
CD24|100133941,0.03477606772161467
LOC100131551|100131551,-0.03476840352996774
CLEC17A|388512,0.03462181531715015
ZNF667|63934,0.0345663544470799
CPAMD8|27151,0.03454862596054537
CLEC9A|283420,0.034471674013050714
DDN|23109,0.03442371699360333
LOC400759|400759,0.034397865015185394
CPA6|57094,-0.03439564215536452
STAB2|55576,0.03428462251088114
C1orf116|79098,0.03425087222116306
TPSB2|64499,0.034219714343389704
STK31|56164,-0.034134066237376186
TRAT1|50852,-0.034116547229025254
DCAF12L2|340578,-0.03410101830967723
KLHL38|340359,0.033987339646319385
PKIB|5570,-0.0339295738359238
NWD1|284434,0.03387159275531663
LOC100128239|100128239,0.03384416952382202
SOX8|30812,-0.03384255058796774
AADAT|51166,-0.03382746317613641
SLC16A10|117247,-0.03382309092340611
FAM107A|11170,-0.03378567416820453
DLX6|1750,0.03376911101504724
RIMKLA|284716,-0.03369272079424856
HHIPL2|79802,-0.03369036407513829
ADRA2A|150,0.03368478284909378
TMEM132E|124842,-0.0336769789256243
FTCD|10841,-0.03364569974605782
GDF5|8200,-0.033628991838262776
WNT11|7481,0.03360629948098849
ARL9|132946,0.03358165595731757
RCOR2|283248,0.03353929115584379
SLC4A10|57282,-0.03353745425916858
TMEM92|162461,0.03351861744495584
CNTN3|5067,-0.03346507955691716
DIO3|1735,0.033395327652882556
TARP|445347,0.033325294340293375
KCNB1|3745,0.03313949581514473
ELOVL2|54898,0.033100949070413645
PLIN5|440503,-0.033095774065152385
TIMD4|91937,-0.0330101151938715
KIAA0125|9834,0.03294421574205158
SYBU|55638,-0.032734414953555134
WIT1|51352,-0.032726062107238066
LAG3|3902,-0.032721150700152336
CD79A|973,-0.03262888551649717
ABCC6|368,-0.032583109449114626
DIRAS2|54769,-0.0325615119642151
SYCE1L|100130958,0.03255144995741249
P2RY10|27334,-0.032541483438157666
KCND2|3751,0.032506173768222846
C21orf15|54094,0.03250223708325499
GRM4|2914,0.03245889549304109
ANPEP|290,-0.03240282866155615
RAB39B|116442,-0.032385048380521815
TUBBP5|643224,0.032361812647505976
AKR1B10|57016,0.032279842313285706
SLCO4A1|28231,0.03226856718268872
AQP7|364,0.03222338768149142
SLC5A5|6528,0.032158755979571504
KCNE1L|23630,-0.03215020657262837
IL6|3569,-0.03214196798197958
RGL3|57139,0.03211828066215029
CALB2|794,-0.03208577364499131
C5orf38|153571,0.032007259685296115
TM4SF19|116211,0.0319813659871485
DCLK1|9201,-0.03196071432602865
KIAA0319|9856,0.031923425814596965
VSIG2|23584,-0.03191447588460857
GRIN2A|2903,-0.03187129491125122
GPR39|2863,-0.03182129780688935
STAC2|342667,0.03181621237876688
HAL|3034,0.03181137340036167
CCDC74B|91409,-0.031718984239338784
OPCML|4978,0.031704384384793546
BAIAP2L2|80115,-0.03168250464841225
MT1L|4500,-0.03164871774490257
CRHR1|1394,0.03162648175024506
TTC22|55001,-0.03152026433899153
FGFBP2|83888,0.03150518770603078
C10orf140|387640,-0.03146487107406151
CDH22|64405,-0.03145833156368945
C21orf125|284836,0.03144647667466911
LRRC10B|390205,0.03139969248677566
TIMP4|7079,0.031397944045057725
ELFN2|114794,0.031381716265133884
SCG3|29106,0.03135960094524342
PTCHD3|374308,-0.03135553561708833
LOC440356|440356,0.0313446649542274
BEX2|84707,0.031342382150153045
ABHD12B|145447,0.03131961478912262
NKX6-1|4825,-0.03130896019161468
COLEC11|78989,0.03130808162532631
GPR172B|55065,0.031306149094646234
FSIP1|161835,0.031292757326690616
KCNF1|3754,-0.03127010026813029
PRTG|283659,-0.03125538240320145
LMX1B|4010,0.031249094469496596
ANO5|203859,-0.03121119985753119
FCGBP|8857,-0.031174012050869886
AR|367,0.03113472174941105
SGPP2|130367,-0.03113308654538739
SRMS|6725,0.031116981268838027
CXorf30|645090,0.031084268980623952
SCN2A|6326,0.0310759473584442
CHI3L2|1117,0.03104194959991304
GLYATL2|219970,0.031038094274959585
GPR64|10149,-0.031009247631978494
TUBAL3|79861,0.030988469777868868
GJB4|127534,0.030962954997715206
CDO1|1036,-0.030938503263532497
PADI2|11240,-0.030874307740610642
IGF1|3479,0.03086753872176612
CIDEA|1149,-0.030789997200186863
KCTD14|65987,0.030770822033597035
ERBB4|2066,-0.030748928812878325
KCNG3|170850,-0.03074593276483493
IL17REL|400935,-0.030706975448638152
ADRA2C|152,-0.030669706005229995
FIBCD1|84929,-0.03059142515408689
GPR12|2835,0.030552779732278965
PTCHD2|57540,-0.03044225146121942
C11orf92|399948,-0.03039764005208666
HBA2|3040,-0.030373106172403047
LOC283174|283174,0.03034831448145009
SOSTDC1|25928,-0.03033109539034046
HRCT1|646962,0.03027883235652878
LAMC2|3918,0.030275757217944035
HIST1H2BG|8339,-0.030268651155182028
LOC284749|284749,-0.030261496485406582
TLL2|7093,0.03022394760045541
NKX3-2|579,0.03020796384560835
HMGCLL1|54511,-0.030152095330105422
C6orf141|135398,0.0301436314990517
SLC44A4|80736,0.030127517706447223
CCDC65|85478,0.030087369363877885
MAEL|84944,0.030086689170689303
SH3GL3|6457,0.030061612480108142
ADAM29|11086,0.030047608852084497
